timestamp,reqType,service,rt,numberOfReqs 
1421756482360,local,checkIfAvailable,2844,1
1421756483091,local,downloadVideo,727,1
1421756483092,local,getVideoResource,3576,1
1421756510974,local,scaleVideo,27882,1
1421756512078,local,transcodeVideo,1103,1
1421756514142,local,bitDepthReduction,2062,1
1421756514143,local,videoProvisioner,34628,1
1421756566238,local,checkIfAvailable,526,1
1421756566494,local,downloadVideo,255,1
1421756566495,local,getVideoResource,783,1
1421756589407,local,checkIfAvailable,1174,1
1421756589627,local,downloadVideo,217,1
1421756589627,local,getVideoResource,1395,1
1421756591143,local,scaleVideo,24648,1
1421756591603,local,transcodeVideo,459,1
1421756593041,local,bitDepthReduction,1437,1
1421756593042,local,videoProvisioner,27331,1
1421756599549,local,checkIfAvailable,3808,1
1421756601116,local,downloadVideo,1566,1
1421756601116,local,getVideoResource,5376,1
1421756623488,local,checkIfAvailable,2487,1
1421756631008,local,scaleVideo,29891,1
1421756632750,local,downloadVideo,9261,1
1421756632750,local,getVideoResource,11753,1
1421756637334,local,transcodeVideo,6325,1
1421756639664,local,bitDepthReduction,2329,1
1421756639665,local,videoProvisioner,43926,1
1421756660147,local,scaleVideo,27396,1
1421756661027,local,transcodeVideo,879,1
1421756662687,local,bitDepthReduction,1659,1
1421756662688,local,videoProvisioner,41691,1
1421756666394,local,scaleVideo,76765,1
1421756669806,local,bitDepthReduction,239,1
1421756669807,local,videoProvisioner,81575,1
1421756679642,local,checkIfAvailable,58,1
1421756679746,local,downloadVideo,103,1
1421756679747,local,getVideoResource,176,1
1421756686358,local,checkIfAvailable,1773,1
1421756686778,local,downloadVideo,419,1
1421756686779,local,getVideoResource,2194,1
1421756691178,local,checkIfAvailable,2846,1
1421756691562,local,downloadVideo,382,1
1421756691564,local,getVideoResource,3235,1
1421756710646,local,scaleVideo,19081,1
1421756713206,local,transcodeVideo,2559,1
1421756714258,local,bitDepthReduction,1051,1
1421756715654,local,checkIfSubtitlesAvailable,1390,1
1421756721290,local,checkIfSubtitlesExists,5634,1
1421756721678,local,scaleVideo,41931,1
1421756722616,local,transcodeVideo,937,1
1421756723098,local,scaleVideo,36319,1
1421756724434,local,bitDepthReduction,1817,1
1421756724435,local,videoProvisioner,44865,1
1421756724484,local,getDefaultSubtitle,3193,1
1421756724484,local,getSubtitles,10224,1
1421756724560,local,applySubtitles,75,1
1421756724560,local,videoProvisioner,36232,1
1421756724874,local,transcodeVideo,1774,1
1421756725362,local,bitDepthReduction,487,1
1421756725363,local,videoProvisioner,40780,1
1421756727846,local,checkIfAvailable,731,1
1421756728338,local,downloadVideo,491,1
1421756728339,local,getVideoResource,1225,1
1421756733386,local,checkIfAvailable,14,1
1421756735505,local,downloadVideo,2118,1
1421756735505,local,getVideoResource,2134,1
1421756750923,local,scaleVideo,22583,1
1421756752848,local,transcodeVideo,1924,1
1421756753277,local,bitDepthReduction,428,1
1421756753278,local,videoProvisioner,26165,1
1421756758766,local,scaleVideo,23260,1
1421756760982,local,transcodeVideo,2215,1
1421756764254,local,bitDepthReduction,3271,1
1421756764255,local,videoProvisioner,30885,1
1421756808618,local,checkIfAvailable,179,1
1421756808619,local,getVideoResource,180,1
1421756832966,local,scaleVideo,24347,1
1421756835074,local,transcodeVideo,2107,1
1421756837370,local,bitDepthReduction,2295,1
1421756837371,local,videoProvisioner,28932,1
1421756935094,local,checkIfAvailable,2790,1
1421756935166,local,downloadVideo,71,1
1421756935166,local,getVideoResource,2862,1
1421756955494,local,scaleVideo,20327,1
1421756956698,local,transcodeVideo,1203,1
1421756958826,local,bitDepthReduction,2127,1
1421756958827,local,videoProvisioner,26524,1
1421757040554,local,checkIfAvailable,649,1
1421757040555,local,getVideoResource,650,1
1421757060882,local,scaleVideo,20326,1
1421757061654,local,transcodeVideo,771,1
1421757061930,local,bitDepthReduction,275,1
1421757062398,local,checkIfSubtitlesAvailable,465,1
1421757068674,local,checkIfSubtitlesExists,6275,1
1421757069762,local,getDefaultSubtitle,1087,1
1421757069763,local,getSubtitles,7831,1
1421757070086,local,applySubtitles,322,1
1421757070087,local,videoProvisioner,30183,1
1421757147946,remote,transcodeVideo,1652,1
1421757150418,local,checkIfAvailable,654,1
1421757151602,local,downloadVideo,1183,1
1421757151603,local,getVideoResource,1839,1
1421757160154,local,scaleVideo,8551,1
1421757160210,local,transcodeVideo,55,1
1421757163862,local,bitDepthReduction,3651,1
1421757163990,local,checkIfSubtitlesAvailable,126,1
1421757165178,local,checkIfSubtitlesExists,1187,1
1421757165630,local,getDefaultSubtitle,450,1
1421757166550,local,translateSubtitleToLanguage,919,1
1421757166551,local,getSubtitles,2688,1
1421757166578,local,applySubtitles,27,1
1421757166578,local,videoProvisioner,16815,1
1421757200482,local,checkIfAvailable,671,1
1421757201202,local,downloadVideo,719,1
1421757201203,local,getVideoResource,1393,1
1421757215827,local,checkIfAvailable,1002,1
1421757215827,local,getVideoResource,1003,1
1421757226631,local,scaleVideo,25428,1
1421757229376,local,transcodeVideo,2744,1
1421757229416,local,bitDepthReduction,39,1
1421757230358,local,checkIfSubtitlesAvailable,941,1
1421757232316,local,checkIfSubtitlesExists,1957,1
1421757233278,local,getDefaultSubtitle,961,1
1421757233278,local,getSubtitles,3861,1
1421757234300,local,applySubtitles,1021,1
1421757234301,local,videoProvisioner,34491,1
1421757281868,remote,checkIfAvailable,725,1
1421757286858,local,scaleVideo,71030,1
1421757290314,local,transcodeVideo,3455,1
1421757291454,local,bitDepthReduction,1139,1
1421757291455,local,videoProvisioner,76631,1
1421757316490,local,checkIfAvailable,2819,1
1421757318598,local,downloadVideo,2107,1
1421757318599,local,getVideoResource,4928,1
1421757321621,local,checkIfAvailable,2947,1
1421757322490,local,downloadVideo,867,1
1421757322490,local,getVideoResource,3817,1
1421757329435,local,checkIfAvailable,751,1
1421757331475,local,downloadVideo,2039,1
1421757331476,local,getVideoResource,2795,1
1421757356636,local,checkIfAvailable,2929,1
1421757359947,local,downloadVideo,3311,1
1421757359948,local,getVideoResource,6243,1
1421757382267,local,checkIfAvailable,2285,1
1421757382268,local,getVideoResource,2289,1
1421757396049,local,checkIfAvailable,1045,1
1421757402711,local,downloadVideo,6661,1
1421757402711,local,getVideoResource,7709,1
1421757455959,local,scaleVideo,96010,1
1421757456241,local,transcodeVideo,281,1
