timestamp,selflets 
1423646833278,0
1423646838278,0
1423646843278,0
1423646848278,0
1423646853278,0
1423646858279,0
1423646863278,0
1423646868278,0
1423646873278,0
1423646878278,0
1423646883279,0
1423646888279,0
1423646893278,0
1423646898278,0
1423646903278,0
1423646908278,0
1423646913278,0
1423646918278,0
1423646923278,0
1423646928278,0
1423646933278,0
1423646938278,0
1423646943278,0
1423646948279,0
1423646953279,0
1423646958279,0
1423646963278,1
1423646968278,22
1423646973278,26
1423646978278,28
1423646983278,28
1423646988278,28
1423646993278,30
1423646998278,30
1423647003278,30
1423647008278,30
1423647013278,30
1423647018278,30
1423647023278,30
1423647028278,30
1423647033278,30
1423647038279,33
1423647043278,50
1423647048278,52
1423647053278,53
1423647058278,53
1423647063278,53
1423647068279,53
1423647073278,55
1423647078279,55
1423647083279,55
1423647088278,55
1423647093278,55
1423647098278,55
1423647103278,55
1423647108278,55
1423647113278,55
1423647118278,55
1423647123279,55
1423647128279,55
1423647133278,55
1423647138278,55
1423647143278,55
1423647148278,55
1423647153278,55
1423647158278,55
1423647163278,55
1423647168278,55
1423647173278,55
1423647178278,55
1423647183279,55
1423647188278,55
1423647193278,55
1423647198278,55
1423647203278,55
1423647208278,55
1423647213278,55
1423647218278,55
1423647223278,55
1423647228279,55
1423647233279,55
1423647238278,55
1423647243278,55
1423647248278,55
1423647253278,55
1423647258278,55
1423647263278,55
1423647268279,55
1423647273278,55
1423647278278,55
1423647283278,55
1423647288278,55
1423647293278,55
1423647298279,55
1423647303278,55
1423647308278,55
1423647313278,55
1423647318278,55
1423647323279,55
1423647328278,55
1423647333278,55
1423647338278,55
1423647343278,55
1423647348278,55
1423647353278,55
1423647358278,55
1423647363279,55
1423647368278,55
1423647373279,55
1423647378279,55
1423647383278,55
1423647388278,55
1423647393278,55
1423647398278,55
1423647403278,55
1423647408278,55
1423647413279,55
1423647418278,55
1423647423278,55
1423647428278,55
1423647433278,55
1423647438278,55
1423647443278,55
1423647448278,55
1423647453278,55
1423647458278,55
1423647463278,55
1423647468278,55
1423647473278,55
1423647478278,55
1423647483279,55
1423647488278,55
1423647493278,55
1423647498278,55
1423647503278,55
1423647508278,55
1423647513278,55
1423647518278,55
1423647523279,55
1423647528278,55
1423647533279,55
1423647538278,55
1423647543278,55
1423647548278,55
1423647553284,55
1423647558278,55
1423647563278,55
1423647568278,55
1423647573278,55
1423647578279,55
1423647583278,55
1423647588278,55
1423647593278,55
1423647598278,55
1423647603278,55
1423647608279,55
1423647613278,55
1423647618278,55
1423647623278,55
1423647628278,55
1423647633279,55
1423647638278,55
1423647643278,55
1423647648279,55
1423647653278,55
1423647658278,55
1423647663278,55
1423647668278,55
1423647673278,55
1423647678278,55
1423647683279,55
1423647688278,55
1423647693278,55
1423647698278,55
1423647703278,55
1423647708279,55
1423647713278,55
1423647718278,55
1423647723278,55
1423647728278,55
1423647733278,55
1423647738278,55
1423647743278,55
1423647748278,55
1423647753278,55
1423647758278,55
1423647763278,55
1423647768278,55
1423647773278,55
1423647778278,55
1423647783278,55
1423647788278,55
1423647793278,55
1423647798278,55
1423647803278,55
1423647808278,55
1423647813278,55
1423647818278,55
1423647823278,55
1423647828278,55
1423647833278,55
1423647838278,55
1423647843278,55
1423647848278,55
1423647853278,55
1423647858278,55
1423647863278,55
1423647868278,55
1423647873279,55
1423647878278,55
1423647883279,55
1423647888278,55
1423647893279,55
1423647898278,55
1423647903278,55
1423647908278,55
1423647913279,55
1423647918278,55
1423647923278,55
1423647928278,55
1423647933278,55
1423647938278,55
1423647943278,55
1423647948278,55
1423647953279,55
1423647958278,55
1423647963279,55
1423647968278,55
1423647973278,55
1423647978278,55
1423647983278,55
1423647988278,55
1423647993278,55
1423647998278,55
1423648003278,55
1423648008278,55
1423648013278,55
1423648018279,55
1423648023278,55
1423648028278,55
1423648033278,55
1423648038278,55
1423648043278,55
1423648048279,55
1423648053278,55
1423648058278,55
1423648063278,55
1423648068278,55
1423648073278,55
1423648078278,55
1423648083278,55
1423648088278,55
1423648093278,55
1423648098278,55
1423648103278,55
1423648108278,55
1423648113278,55
1423648118279,55
1423648123279,55
1423648128278,55
1423648133278,55
1423648138279,55
1423648143278,55
1423648148279,55
1423648153278,55
1423648158278,55
1423648163279,55
1423648168278,55
1423648173279,55
1423648178278,55
1423648183278,55
1423648188278,55
1423648193278,55
1423648198279,55
1423648203278,55
1423648208278,55
1423648213278,55
1423648218278,55
1423648223278,55
1423648228278,55
1423648233278,55
1423648238278,55
1423648243278,55
1423648248278,55
1423648253278,55
1423648258279,55
1423648263278,55
1423648268278,55
1423648273278,55
1423648278278,55
1423648283278,55
1423648288278,55
1423648293278,55
1423648298278,55
1423648303278,55
1423648308278,55
1423648313278,55
1423648318278,55
1423648323278,55
1423648328278,55
1423648333279,55
1423648338279,55
1423648343278,55
1423648348278,55
1423648353278,55
1423648358278,55
1423648363278,55
1423648368278,55
1423648373278,55
1423648378278,55
1423648383278,55
1423648388279,55
1423648393278,55
1423648398278,55
1423648403278,55
1423648408279,55
1423648413278,55
1423648418278,55
1423648423278,55
1423648428278,55
1423648433278,55
1423648438278,55
1423648443279,55
1423648448278,55
1423648453279,55
1423648458278,55
1423648463278,55
1423648468278,55
1423648473278,55
1423648478278,55
1423648483278,55
1423648488278,55
1423648493278,55
1423648498279,55
1423648503278,55
1423648508279,55
1423648513278,55
1423648518278,55
1423648523279,55
1423648528278,55
1423648533278,55
1423648538278,55
1423648543278,55
1423648548278,55
1423648553278,55
1423648558278,55
1423648563278,55
1423648568278,55
1423648573278,55
1423648578278,55
1423648583279,55
1423648588278,55
1423648593278,55
1423648598279,55
1423648603278,55
1423648608278,55
1423648613278,55
1423648618278,55
1423648623278,55
1423648628279,55
1423648633278,55
1423648638278,55
1423648643278,55
1423648648279,55
1423648653278,55
1423648658278,55
1423648663278,55
1423648668279,55
1423648673278,55
1423648678278,55
1423648683278,55
1423648688278,55
1423648693279,55
1423648698279,55
1423648703278,55
1423648708278,55
1423648713278,55
1423648718278,55
1423648723278,55
1423648728278,55
1423648733279,55
1423648738278,55
