timestamp,reqType,service,rt,selflet,numberOfReqs 
1425056582965,LocalReqLocalExe,checkIfAvailable,228,100,1
1425056584588,LocalReqLocalExe,downloadVideo,1622,100,1
1425056584588,LocalReqLocalExe,getVideoResource,1852,100,1
1425056603729,LocalReqLocalExe,checkIfAvailable,988,100,1
1425056604876,LocalReqLocalExe,downloadVideo,1147,100,1
1425056604877,LocalReqLocalExe,getVideoResource,2137,100,1
1425056606499,LocalReqLocalExe,scaleVideo,21910,100,1
1425056606615,LocalReqLocalExe,transcodeVideo,115,100,1
1425056606882,LocalReqLocalExe,bitDepthReduction,266,100,1
1425056609152,LocalReqLocalExe,checkIfSubtitlesAvailable,2269,100,1
1425056609396,LocalReqLocalExe,checkIfSubtitlesExists,243,100,1
1425056610555,LocalReqLocalExe,getDefaultSubtitle,1157,100,1
1425056610556,LocalReqLocalExe,getSubtitles,3674,100,1
1425056611385,LocalReqLocalExe,applySubtitles,828,100,1
1425056611386,LocalReqLocalExe,videoProvisioner,28651,100,1
1425056629276,LocalReqLocalExe,scaleVideo,24398,100,1
1425056629959,LocalReqLocalExe,transcodeVideo,683,100,1
1425056630408,LocalReqLocalExe,bitDepthReduction,448,100,1
1425056630408,LocalReqLocalExe,videoProvisioner,27669,100,1
1425056818415,LocalReqLocalExe,checkIfAvailable,1720,100,1
1425056819727,LocalReqLocalExe,downloadVideo,1311,100,1
1425056819728,LocalReqLocalExe,getVideoResource,3034,100,1
1425056821349,LocalReqLocalExe,checkIfAvailable,899,100,1
1425056823204,LocalReqLocalExe,downloadVideo,1854,100,1
1425056823205,LocalReqLocalExe,getVideoResource,2756,100,1
1425056825815,LocalReqLocalExe,checkIfAvailable,1610,100,1
1425056828278,LocalReqLocalExe,downloadVideo,2462,100,1
1425056828279,LocalReqLocalExe,getVideoResource,4077,100,1
1425056832362,LocalReqLocalExe,checkIfAvailable,646,100,1
1425056832545,LocalReqLocalExe,downloadVideo,183,100,1
1425056832545,LocalReqLocalExe,getVideoResource,837,100,1
1425056843273,LocalReqLocalExe,checkIfAvailable,10276,100,1
1425056845519,LocalReqLocalExe,scaleVideo,25790,100,1
1425056846687,LocalReqLocalExe,transcodeVideo,1168,100,1
1425056847437,LocalReqLocalExe,downloadVideo,4163,100,1
1425056847438,LocalReqLocalExe,getVideoResource,14442,100,1
1425056848335,LocalReqLocalExe,bitDepthReduction,1647,100,1
1425056848335,LocalReqLocalExe,videoProvisioner,31641,100,1
1425056878047,LocalReqLocalExe,checkIfAvailable,43,100,1
1425056880087,LocalReqLocalExe,downloadVideo,2040,100,1
1425056880088,LocalReqLocalExe,getVideoResource,2086,100,1
1425056882439,LocalReqLocalExe,scaleVideo,59233,100,1
1425056891714,LocalReqLocalExe,transcodeVideo,9274,100,1
1425056905875,LocalReqLocalExe,bitDepthReduction,14161,100,1
1425056905876,LocalReqLocalExe,videoProvisioner,85428,100,1
1425056910115,LocalReqLocalExe,scaleVideo,77569,100,1
1425056910248,LocalReqRemoteExe,transcodeVideo,125,101,1
1425056912738,LocalReqLocalExe,bitDepthReduction,2489,100,1
1425056913785,LocalReqLocalExe,checkIfAvailable,5753,100,1
1425056915347,LocalReqLocalExe,checkIfSubtitlesAvailable,2606,100,1
1425056917275,LocalReqLocalExe,scaleVideo,69836,100,1
1425056918992,LocalReqLocalExe,downloadVideo,5207,100,1
1425056918992,LocalReqLocalExe,getVideoResource,10962,100,1
1425056923053,LocalReqLocalExe,transcodeVideo,5777,100,1
1425056924865,LocalReqRemoteExe,checkIfAvailable,3063,101,1
1425056929159,LocalReqLocalExe,bitDepthReduction,6105,100,1
1425056930872,LocalReqLocalExe,downloadVideo,6007,100,1
1425056930872,LocalReqLocalExe,getVideoResource,9079,100,1
1425056931010,LocalReqLocalExe,checkIfSubtitlesAvailable,1849,100,1
1425056931809,LocalReqLocalExe,checkIfSubtitlesExists,798,100,1
1425056935925,LocalReqLocalExe,getDefaultSubtitle,4115,100,1
1425056936784,LocalReqLocalExe,translateSubtitleToLanguage,859,100,1
1425056936784,LocalReqLocalExe,getSubtitles,7624,100,1
1425056936953,LocalReqLocalExe,applySubtitles,168,100,1
1425056936953,LocalReqLocalExe,videoProvisioner,103958,100,1
1425056945612,LocalReqLocalExe,checkIfSubtitlesExists,30264,100,1
1425056945612,LocalReqLocalExe,getSubtitles,32874,100,1
1425056955039,LocalReqLocalExe,applySubtitles,9426,100,1
1425056955039,LocalReqLocalExe,videoProvisioner,123331,100,1
1425056989619,LocalReqLocalExe,scaleVideo,58746,100,1
1425056989823,LocalReqLocalExe,scaleVideo,70830,100,1
1425056990439,LocalReqLocalExe,transcodeVideo,819,100,1
