timestamp,selflet 
1425072483857,100
1425072509424,101
1425061253275,10
1425072743744,102
1425072768354,103
1425072816232,104
1425073055066,105
1425073068658,106
1425073071258,107
1425061536833,11
1425061820283,12
1425061860465,13
1425061863337,14
1425061868036,15
1425062228137,16
1425062261239,17
1425062262508,18
1425062568150,19
1425062725629,20
1425062818312,21
1425060550229,2
1425062884807,22
1425062888999,23
1425062905899,24
1425063207950,25
1425063462388,26
1425063542312,27
1425063572957,28
1425063676797,29
1425063855953,30
1425063883995,31
1425060551242,3
1425063903449,32
1425064313677,33
1425064384688,34
1425064390075,35
1425064731525,36
1425064761730,37
1425064837052,38
1425065047108,39
1425065050237,40
1425065054066,41
1425060552076,4
1425065525742,42
1425065532531,43
1425065585831,44
1425066242715,45
1425066276089,46
1425066392466,47
1425066687757,48
1425066699999,49
1425066819032,50
1425067029649,51
1425060885809,5
1425067058223,52
1425067177055,53
1425067545720,54
1425067745646,55
1425067775152,56
1425067921841,57
1425067978714,58
1425068005002,59
1425068261832,60
1425068316457,61
1425060887642,6
1425068330486,62
1425068586607,63
1425068618492,64
1425068623827,65
1425068929342,66
1425068963532,67
1425068982483,68
1425069229591,69
1425069232583,70
1425069259313,71
1425060895996,7
1425069531660,72
1425069534017,73
1425069575519,74
1425069869232,75
1425069874476,76
1425069904397,77
1425070171916,78
1425070211304,79
1425070223809,80
1425070527076,81
1425061211312,8
1425070531017,82
1425070540438,83
1425070843870,84
1425070871494,85
1425070889672,86
1425071211662,87
1425071221324,88
1425071229977,89
1425071524932,90
1425071528263,91
1425061251669,9
1425071544633,92
1425071825549,93
1425071825988,94
1425071831021,95
1425072133834,96
1425072137300,97
1425072154836,98
1425072439378,99
