timestamp,reqType,service,rt,selflet,numberOfReqs 
1423137983474,LocalReqLocalExe,checkIfAvailable,901,100,1
1423137984428,LocalReqLocalExe,downloadVideo,952,100,1
1423137984429,LocalReqLocalExe,getVideoResource,1856,100,1
1423138003788,LocalReqLocalExe,scaleVideo,19359,100,1
1423138004456,LocalReqLocalExe,transcodeVideo,668,100,1
1423138005120,LocalReqLocalExe,bitDepthReduction,663,100,1
1423138005120,LocalReqLocalExe,videoProvisioner,22548,100,1
1423138072528,LocalReqLocalExe,checkIfAvailable,1138,100,1
1423138073544,LocalReqLocalExe,downloadVideo,1016,100,1
1423138073544,LocalReqLocalExe,getVideoResource,2154,100,1
1423138091013,LocalReqLocalExe,checkIfAvailable,855,100,1
1423138091808,LocalReqLocalExe,downloadVideo,793,100,1
1423138091809,LocalReqLocalExe,getVideoResource,1652,100,1
1423138102856,LocalReqLocalExe,checkIfAvailable,184,100,1
1423138106850,LocalReqLocalExe,downloadVideo,3993,100,1
1423138106851,LocalReqLocalExe,getVideoResource,4182,100,1
1423138115426,LocalReqLocalExe,checkIfAvailable,243,100,1
1423138116782,LocalReqLocalExe,downloadVideo,1355,100,1
1423138116783,LocalReqLocalExe,getVideoResource,1603,100,1
1423138133591,LocalReqLocalExe,checkIfAvailable,4646,100,1
1423138143430,LocalReqLocalExe,downloadVideo,9838,100,1
1423138143430,LocalReqLocalExe,getVideoResource,14486,100,1
1423138179614,LocalReqLocalExe,scaleVideo,72762,100,1
1423138181881,LocalReqLocalExe,transcodeVideo,2266,100,1
1423138184284,LocalReqLocalExe,bitDepthReduction,2403,100,1
1423138184284,LocalReqLocalExe,videoProvisioner,81616,100,1
1423138227743,LocalReqLocalExe,scaleVideo,154198,100,1
1423138228120,LocalReqLocalExe,transcodeVideo,376,100,1
1423138228256,LocalReqLocalExe,bitDepthReduction,135,100,1
1423138232230,LocalReqLocalExe,checkIfSubtitlesAvailable,3972,100,1
1423138236032,LocalReqLocalExe,checkIfSubtitlesExists,3801,100,1
1423138236258,LocalReqLocalExe,getDefaultSubtitle,225,100,1
1423138236258,LocalReqLocalExe,getSubtitles,8002,100,1
1423138236420,LocalReqLocalExe,applySubtitles,161,100,1
1423138236420,LocalReqLocalExe,videoProvisioner,165031,100,1
1423138257253,LocalReqLocalExe,scaleVideo,165443,100,1
1423138257701,LocalReqLocalExe,transcodeVideo,447,100,1
1423138258817,LocalReqLocalExe,bitDepthReduction,1116,100,1
1423138258817,LocalReqLocalExe,videoProvisioner,168661,100,1
1423138268940,LocalReqLocalExe,scaleVideo,152156,100,1
1423138269137,LocalReqLocalExe,transcodeVideo,197,100,1
1423138270948,LocalReqLocalExe,bitDepthReduction,1810,100,1
1423138271008,LocalReqLocalExe,checkIfSubtitlesAvailable,59,100,1
1423138271136,LocalReqLocalExe,checkIfSubtitlesExists,127,100,1
1423138274412,LocalReqLocalExe,getDefaultSubtitle,3276,100,1
1423138274800,LocalReqLocalExe,translateSubtitleToLanguage,388,100,1
1423138274800,LocalReqLocalExe,getSubtitles,3852,100,1
1423138274960,LocalReqLocalExe,applySubtitles,159,100,1
1423138274960,LocalReqLocalExe,videoProvisioner,159781,100,1
1423138287124,LocalReqLocalExe,scaleVideo,143693,100,1
1423138288088,LocalReqLocalExe,transcodeVideo,964,100,1
1423138289384,LocalReqLocalExe,bitDepthReduction,1296,100,1
1423138289384,LocalReqLocalExe,videoProvisioner,160441,100,1
1423138067677,LocalReqLocalExe,checkIfAvailable,29,101,1
1423138067872,LocalReqLocalExe,downloadVideo,193,101,1
1423138067872,LocalReqLocalExe,getVideoResource,224,101,1
1423138077667,LocalReqLocalExe,scaleVideo,9793,101,1
1423138079599,LocalReqLocalExe,transcodeVideo,1931,101,1
1423138080127,LocalReqLocalExe,bitDepthReduction,527,101,1
1423138080128,LocalReqLocalExe,videoProvisioner,12481,101,1
1423138214151,LocalReqLocalExe,checkIfAvailable,127,101,1
1423138214579,LocalReqLocalExe,downloadVideo,427,101,1
1423138214580,LocalReqLocalExe,getVideoResource,557,101,1
1423138237176,LocalReqLocalExe,scaleVideo,22595,101,1
1423138238391,LocalReqLocalExe,transcodeVideo,1215,101,1
1423138239600,LocalReqLocalExe,bitDepthReduction,1208,101,1
1423138239600,LocalReqLocalExe,videoProvisioner,25577,101,1
1423126573196,LocalReqLocalExe,checkIfAvailable,3577,10,1
1423126576379,LocalReqLocalExe,downloadVideo,3182,10,1
1423126576379,LocalReqLocalExe,getVideoResource,6761,10,1
1423126581991,LocalReqLocalExe,checkIfAvailable,382,10,1
1423126584331,LocalReqLocalExe,downloadVideo,2339,10,1
1423126584331,LocalReqLocalExe,getVideoResource,2724,10,1
1423126592200,LocalReqLocalExe,checkIfAvailable,2589,10,1
1423126594254,LocalReqLocalExe,downloadVideo,2053,10,1
1423126594255,LocalReqLocalExe,getVideoResource,4648,10,1
1423126643447,LocalReqLocalExe,checkIfAvailable,1826,10,1
1423126644872,LocalReqLocalExe,downloadVideo,1424,10,1
1423126644873,LocalReqLocalExe,getVideoResource,3254,10,1
1423126645221,LocalReqLocalExe,checkIfAvailable,11601,10,1
1423126650845,LocalReqLocalExe,scaleVideo,56589,10,1
1423126651927,LocalReqLocalExe,transcodeVideo,1081,10,1
1423126652424,LocalReqLocalExe,bitDepthReduction,496,10,1
1423126652425,LocalReqLocalExe,videoProvisioner,62818,10,1
1423126657688,LocalReqLocalExe,downloadVideo,12466,10,1
1423126657688,LocalReqLocalExe,getVideoResource,24069,10,1
1423126679046,LocalReqLocalExe,checkIfAvailable,9418,10,1
1423126679907,LocalReqLocalExe,downloadVideo,860,10,1
1423126679908,LocalReqLocalExe,getVideoResource,10282,10,1
1423126704177,LocalReqLocalExe,checkIfAvailable,2541,10,1
1423126709576,LocalReqLocalExe,downloadVideo,5398,10,1
1423126709577,LocalReqLocalExe,getVideoResource,7943,10,1
1423126743427,LocalReqLocalExe,checkIfAvailable,5783,10,1
1423126755837,LocalReqLocalExe,downloadVideo,12409,10,1
1423126755837,LocalReqLocalExe,getVideoResource,18195,10,1
1423126763177,LocalReqLocalExe,scaleVideo,105486,10,1
1423126763759,LocalReqLocalExe,transcodeVideo,581,10,1
1423126771869,LocalReqLocalExe,bitDepthReduction,8109,10,1
1423126771869,LocalReqLocalExe,videoProvisioner,138251,10,1
1423126775462,LocalReqLocalExe,checkIfAvailable,3589,10,1
1423126796342,LocalReqLocalExe,downloadVideo,20879,10,1
1423126796343,LocalReqLocalExe,getVideoResource,24472,10,1
1423126798312,LocalReqLocalExe,scaleVideo,118404,10,1
1423126803727,LocalReqLocalExe,transcodeVideo,5414,10,1
1423126812887,LocalReqLocalExe,scaleVideo,236507,10,1
1423126813210,LocalReqLocalExe,scaleVideo,103633,10,1
1423126818755,LocalReqLocalExe,transcodeVideo,5867,10,1
1423126819515,LocalReqLocalExe,bitDepthReduction,15787,10,1
1423126819516,LocalReqLocalExe,videoProvisioner,149890,10,1
1423126822443,LocalReqLocalExe,bitDepthReduction,3687,10,1
1423126822443,LocalReqLocalExe,videoProvisioner,252826,10,1
1423126824654,LocalReqLocalExe,transcodeVideo,11443,10,1
1423126825442,LocalReqLocalExe,bitDepthReduction,787,10,1
1423126825746,LocalReqLocalExe,checkIfSubtitlesAvailable,301,10,1
1423126830888,LocalReqLocalExe,checkIfAvailable,11368,10,1
1423126831122,LocalReqLocalExe,downloadVideo,233,10,1
1423126831123,LocalReqLocalExe,getVideoResource,11606,10,1
1423126838420,LocalReqLocalExe,checkIfAvailable,2231,10,1
1423126840274,LocalReqLocalExe,downloadVideo,1854,10,1
1423126840275,LocalReqLocalExe,getVideoResource,4088,10,1
1423126842075,LocalReqLocalExe,checkIfSubtitlesExists,16328,10,1
1423126848067,LocalReqLocalExe,getDefaultSubtitle,5991,10,1
1423126848068,LocalReqLocalExe,getSubtitles,22626,10,1
1423126851637,LocalReqLocalExe,applySubtitles,3569,10,1
1423126851638,LocalReqLocalExe,videoProvisioner,150005,10,1
1423126852975,LocalReqLocalExe,checkIfAvailable,1334,10,1
1423126854351,LocalReqLocalExe,downloadVideo,1375,10,1
1423126854351,LocalReqLocalExe,getVideoResource,2712,10,1
