timestamp,service,rt,selfletID,numberOfReqs 
1425025658851,videoProvisioner,26435,2, 1
1425025669378,videoProvisioner,26967,2, 1
1425025690431,videoProvisioner,38018,3, 1
1425025710530,videoProvisioner,87630,3, 1
1425025712185,videoProvisioner,29767,4, 1
1425025728324,videoProvisioner,35904,4, 1
1425025761554,videoProvisioner,29128,4, 1
1425025772231,videoProvisioner,29804,3, 1
1425025786868,videoProvisioner,34439,4, 1
1425025800902,videoProvisioner,98481,2, 1
1425025817493,videoProvisioner,105071,2, 1
1425025825324,videoProvisioner,102900,2, 1
1425025827680,videoProvisioner,165265,2, 1
1425025828182,videoProvisioner,35746,3, 1
1425025837806,videoProvisioner,165390,2, 1
1425025850888,videoProvisioner,78455,2, 1
1425025855048,videoProvisioner,32607,4, 1
1425025855149,videoProvisioner,92718,2, 1
1425025860812,videoProvisioner,18368,3, 1
1425025886825,videoProvisioner,74386,2, 1
1425025895898,videoProvisioner,93460,3, 1
1425025900760,videoProvisioner,68317,2, 1
1425025906224,videoProvisioner,13771,4, 1
1425025911086,videoProvisioner,48639,2, 1
1425025912440,videoProvisioner,59994,3, 1
1425025935046,videoProvisioner,152611,2, 1
1425025944670,videoProvisioner,62219,3, 1
1425025945422,videoProvisioner,32966,4, 1
1425025966077,videoProvisioner,33618,2, 1
1425025970839,videoProvisioner,31712,2, 1
1425025983719,videoProvisioner,81264,3, 1
1425025988582,videoProvisioner,42787,4, 1
1425025997804,videoProvisioner,45342,4, 1
1425026008180,videoProvisioner,49051,4, 1
1425026020511,videoProvisioner,34711,2, 1
1425026035647,videoProvisioner,43180,2, 1
1425026040309,videoProvisioner,27839,7, 1
1425026041312,videoProvisioner,42177,2, 1
1425026045473,videoProvisioner,26336,4, 1
1425026062866,videoProvisioner,37061,2, 1
1425026068229,videoProvisioner,95764,3, 1
1425026068882,videoProvisioner,16406,5, 1
1425026072742,videoProvisioner,33602,5, 1
1425026073594,videoProvisioner,27787,6, 1
1425026076703,videoProvisioner,44229,6, 1
1425026080412,videoProvisioner,114615,3, 1
1425026084422,videoProvisioner,18607,2, 1
1425026085725,videoProvisioner,213276,3, 1
1425026086076,videoProvisioner,26933,7, 1
1425026089034,videoProvisioner,109902,3, 1
1425026097905,videoProvisioner,92103,3, 1
1425026101314,videoProvisioner,28836,5, 1
1425026109735,videoProvisioner,30590,6, 1
1425026113294,videoProvisioner,190836,3, 1
1425026127129,videoProvisioner,41316,2, 1
1425026128833,videoProvisioner,29685,4, 1
1425026139310,videoProvisioner,26827,7, 1
1425026144874,videoProvisioner,52394,2, 1
1425026162516,videoProvisioner,23362,6, 1
1425026182015,videoProvisioner,49529,5, 1
1425026185674,videoProvisioner,66523,2, 1
1425026185724,videoProvisioner,79909,2, 1
1425026188882,videoProvisioner,63064,2, 1
1425026206476,videoProvisioner,33985,2, 1
1425026207929,videoProvisioner,28770,7, 1
1425026214446,videoProvisioner,28620,7, 1
1425026217102,videoProvisioner,71281,5, 1
1425026222265,videoProvisioner,23104,2, 1
1425026222717,videoProvisioner,16888,2, 1
1425026233093,videoProvisioner,80604,5, 1
1425026249734,videoProvisioner,30570,6, 1
1425026255148,videoProvisioner,29316,2, 1
