timestamp,selflet,started,ended,lifetime 
1425142302697,101,1425139597030,1425142302697,2705667
1425131076719,10,1425127990670,1425131076719,3086049
1425142324035,102,1425139618355,1425142324035,2705680
1425142941039,104,1425139925258,1425142941038,3015780
1425142639240,105,1425139933604,1425142639239,2705635
1425131191672,11,1425128425924,1425131191672,2765748
1425131241263,12,1425128485497,1425131241263,2755766
1425131446441,13,1425128580624,1425131446441,2865817
1425131908667,14,1425128832710,1425131908666,3075956
1425131838727,15,1425128832845,1425131838727,3005882
1425132644484,17,1425129208365,1425132644483,3436118
1425132477634,18,1425129221623,1425132477634,3256011
1425139402834,19,1425129339374,1425139402834,10063460
1425136738508,20,1425129553969,1425136738508,7184539
1425132494310,21,1425129568478,1425132494309,2925831
1425130386745,2,1425127260658,1425130386744,3126086
1425133326487,24,1425130050457,1425133326487,3276030
1425136755647,26,1425130251953,1425136755646,6503693
1425136903301,27,1425130489652,1425136903300,6413648
1425133851260,28,1425130495164,1425133851259,3356095
1425140510100,29,1425130606656,1425140510100,9903444
1425133548895,30,1425130633069,1425133548895,2915826
1425133428234,31,1425130632414,1425133428234,2795820
1425130379980,3,1425127253937,1425130379979,3126042
1425141030548,32,1425131127162,1425141030547,9903385
1425134337824,33,1425131271932,1425134337824,3065892
1425134005093,34,1425131279342,1425134005092,2725750
1425134323697,35,1425131617918,1425134323697,2705779
1425134497459,36,1425131641644,1425134497458,2855814
1425134432648,37,1425131646931,1425134432648,2785717
1425138329734,38,1425131996194,1425138329734,6333540
1425142233709,39,1425132029424,1425142233708,10204284
1425141955355,40,1425132052350,1425141955355,9903005
1425139681349,41,1425132526724,1425139681348,7154624
1425130469014,4,1425127252979,1425130469014,3216035
1425142580746,42,1425132677564,1425142580745,9903181
1425139691366,43,1425132857164,1425139691365,6834201
1425139532670,44,1425132868732,1425139532670,6663938
1425140036471,45,1425132911915,1425140036470,7124555
1425136757546,46,1425133176217,1425136757546,3581329
1425136475915,47,1425133199846,1425136475915,3276069
1425139680366,48,1425133377029,1425139680366,6303337
1425140080714,49,1425133556971,1425140080714,6523743
1425140110975,50,1425133557068,1425140110975,6553907
1425140008469,51,1425133704815,1425140008468,6303653
1425130506486,5,1425127610592,1425130506485,2895893
1425136776345,52,1425134070599,1425136776345,2705746
1425137779628,53,1425134168356,1425137779627,3611271
1425137884563,55,1425134648507,1425137884563,3236056
1425140973635,56,1425134670214,1425140973635,6303421
1425141596780,57,1425134682789,1425141596779,6913990
1425138390539,58,1425135004359,1425138390539,3386180
1425138477602,59,1425135041442,1425138477602,3436160
1425137794063,60,1425135068316,1425137794061,2725745
1425138771183,61,1425135315038,1425138771182,3456144
1425130337601,6,1425127611777,1425130337600,2725823
1425138107312,62,1425135321410,1425138107311,2785901
1425138703923,64,1425135708002,1425138703923,2995921
1425138436350,65,1425135730578,1425138436349,2705771
1425142469685,66,1425135866152,1425142469684,6603532
1425139009879,67,1425136024029,1425139009879,2985850
1425138835225,68,1425136029430,1425138835225,2805795
1425142664854,69,1425136051405,1425142664854,6613449
1425142689178,71,1425136385921,1425142689178,6303257
1425134243344,7,1425127629441,1425134243344,6613903
1425139209608,72,1425136423783,1425139209608,2785825
1425139558925,73,1425136663025,1425139558925,2895900
1425139978539,74,1425136682518,1425139978538,3296020
1425139957311,76,1425136971460,1425139957311,2985851
1425140100854,77,1425136974941,1425140100853,3125912
1425140062105,78,1425137036202,1425140062105,3025903
1425140318469,79,1425137302593,1425140318469,3015876
1425140033180,80,1425137307432,1425140033180,2725748
1425134372119,8,1425127968383,1425134372119,6403736
1425140927561,83,1425137621570,1425140927560,3305990
1425140642530,86,1425137936857,1425140642530,2705673
1425141007344,87,1425137991522,1425141007343,3015821
1425140936356,88,1425138230690,1425140936356,2705666
1425140978066,89,1425138272363,1425140978066,2705703
1425140993881,90,1425138288106,1425140993880,2705774
1425141293173,91,1425138587503,1425141293172,2705669
1425130972827,9,1425127986945,1425130972826,2985881
1425141315517,92,1425138609808,1425141315517,2705709
1425141653477,94,1425138947817,1425141653477,2705660
1425141683659,95,1425138978005,1425141683659,2705654
1425142330442,96,1425139014472,1425142330442,3315970
1425142272956,97,1425139257195,1425142272956,3015761
1425141973002,98,1425139267336,1425141973002,2705666
1425142007843,99,1425139302214,1425142007843,2705629
