timestamp,reqType,service,rt,numberOfReqs 
1421504537433,local,videoProvisioner,28256,1
1421504549596,local,checkIfAvailable,399,1
1421504550372,local,downloadVideo,775,1
1421504550373,local,getVideoResource,1177,1
1421504574216,local,scaleVideo,23837,1
1421504575600,local,transcodeVideo,1383,1
1421504575748,local,bitDepthReduction,147,1
1421504575749,local,videoProvisioner,26553,1
1421504607912,local,checkIfAvailable,1188,1
1421504607968,local,downloadVideo,55,1
1421504607969,local,getVideoResource,1245,1
1421504628804,local,scaleVideo,20835,1
1421504631904,local,transcodeVideo,3099,1
1421504631992,local,bitDepthReduction,87,1
1421504631993,local,videoProvisioner,25269,1
1421504650296,local,checkIfAvailable,3552,1
1421504656957,local,checkIfAvailable,208,1
1421504657639,local,downloadVideo,7342,1
1421504657639,local,getVideoResource,10896,1
1421504658120,local,downloadVideo,1162,1
1421504658121,local,getVideoResource,1373,1
1421504682368,local,scaleVideo,24728,1
1421504682508,local,transcodeVideo,139,1
1421504682632,local,scaleVideo,24510,1
1421504682820,local,bitDepthReduction,311,1
1421504682821,local,videoProvisioner,36078,1
1421504684852,local,transcodeVideo,2217,1
1421504691372,local,bitDepthReduction,6519,1
1421504691373,local,videoProvisioner,34625,1
1421504717216,local,checkIfAvailable,440,1
1421504717217,local,getVideoResource,441,1
1421504740548,local,scaleVideo,23331,1
1421504741504,local,transcodeVideo,955,1
1421504743840,local,bitDepthReduction,2335,1
1421504743841,local,videoProvisioner,27066,1
1421504767036,local,checkIfAvailable,236,1
1421504768520,local,downloadVideo,1483,1
1421504768521,local,getVideoResource,1722,1
1421504833508,local,scaleVideo,64987,1
1421504833724,local,transcodeVideo,215,1
1421504834136,local,bitDepthReduction,411,1
1421504834137,local,videoProvisioner,67338,1
1421504852196,local,checkIfAvailable,357,1
1421504852772,local,downloadVideo,575,1
1421504852773,local,getVideoResource,934,1
1421504862076,local,scaleVideo,9303,1
1421504862152,local,transcodeVideo,75,1
1421504862192,local,bitDepthReduction,39,1
1421504862304,local,checkIfSubtitlesAvailable,111,1
1421504863276,local,checkIfSubtitlesExists,971,1
1421504864644,local,getDefaultSubtitle,1367,1
1421504864645,local,getSubtitles,2452,1
1421504864916,local,applySubtitles,271,1
1421504864916,local,videoProvisioner,13078,1
1421504870912,local,checkIfAvailable,1564,1
1421504873568,local,downloadVideo,2655,1
1421504873569,local,getVideoResource,4221,1
1421504885302,local,checkIfAvailable,947,1
1421504885398,local,downloadVideo,95,1
1421504885398,local,getVideoResource,1043,1
1421504896862,local,scaleVideo,23293,1
1421504896903,local,transcodeVideo,40,1
1421504897860,local,bitDepthReduction,957,1
1421504897861,local,videoProvisioner,28514,1
1421504909576,local,checkIfAvailable,210,1
1421504909812,local,downloadVideo,235,1
1421504909813,local,getVideoResource,447,1
1421504934311,local,scaleVideo,24497,1
1421504934947,local,transcodeVideo,635,1
