timestamp,reqType,service,rt,selflet,numberOfReqs 
1424259676315,LocalReqLocalExe,checkIfAvailable,1126,100,1
1424259676889,LocalReqLocalExe,downloadVideo,573,100,1
1424259676890,LocalReqLocalExe,getVideoResource,1702,100,1
1424259713297,LocalReqLocalExe,scaleVideo,36406,100,1
1424259714653,LocalReqLocalExe,transcodeVideo,1355,100,1
1424259716265,LocalReqLocalExe,bitDepthReduction,1611,100,1
1424259716266,LocalReqLocalExe,videoProvisioner,41079,100,1
1424259721709,LocalReqLocalExe,checkIfAvailable,1494,100,1
1424259723501,LocalReqLocalExe,downloadVideo,1791,100,1
1424259723501,LocalReqLocalExe,getVideoResource,3287,100,1
1424259746720,LocalReqLocalExe,checkIfAvailable,230,100,1
1424259747181,LocalReqLocalExe,downloadVideo,459,100,1
1424259747182,LocalReqLocalExe,getVideoResource,693,100,1
1424259775081,LocalReqLocalExe,scaleVideo,27898,100,1
1424259776605,LocalReqLocalExe,transcodeVideo,1523,100,1
1424259776706,LocalReqLocalExe,bitDepthReduction,100,100,1
1424259776829,LocalReqLocalExe,checkIfSubtitlesAvailable,122,100,1
1424259778257,LocalReqLocalExe,checkIfSubtitlesExists,1428,100,1
1424259780621,LocalReqLocalExe,getDefaultSubtitle,2363,100,1
1424259780621,LocalReqLocalExe,getSubtitles,3914,100,1
1424259780905,LocalReqLocalExe,applySubtitles,283,100,1
1424259780905,LocalReqLocalExe,videoProvisioner,34417,100,1
1424259789572,LocalReqLocalExe,checkIfAvailable,1794,100,1
1424259789953,LocalReqLocalExe,downloadVideo,380,100,1
1424259789954,LocalReqLocalExe,getVideoResource,2176,100,1
1424259805789,LocalReqLocalExe,scaleVideo,82287,100,1
1424259808575,LocalReqLocalExe,transcodeVideo,2785,100,1
1424259809692,LocalReqLocalExe,bitDepthReduction,1116,100,1
1424259809692,LocalReqLocalExe,videoProvisioner,89478,100,1
1424259816705,LocalReqLocalExe,scaleVideo,26751,100,1
1424259816893,LocalReqLocalExe,transcodeVideo,188,100,1
1424259817629,LocalReqLocalExe,bitDepthReduction,736,100,1
1424259817753,LocalReqLocalExe,checkIfSubtitlesAvailable,123,100,1
1424259818853,LocalReqLocalExe,checkIfSubtitlesExists,1100,100,1
1424259819331,LocalReqLocalExe,getDefaultSubtitle,477,100,1
1424259819332,LocalReqLocalExe,getSubtitles,1702,100,1
1424259820269,LocalReqLocalExe,checkIfAvailable,2459,100,1
1424259820421,LocalReqLocalExe,applySubtitles,1088,100,1
1424259820421,LocalReqLocalExe,videoProvisioner,32644,100,1
1424259821013,LocalReqLocalExe,downloadVideo,743,100,1
1424259821013,LocalReqLocalExe,getVideoResource,3204,100,1
1424259841841,LocalReqLocalExe,scaleVideo,20827,100,1
1424259843989,LocalReqLocalExe,transcodeVideo,2147,100,1
1424259844065,LocalReqLocalExe,bitDepthReduction,75,100,1
1424259844065,LocalReqLocalExe,videoProvisioner,26257,100,1
1424259893301,LocalReqLocalExe,checkIfAvailable,426,100,1
1424259896289,LocalReqLocalExe,downloadVideo,2987,100,1
1424259896289,LocalReqLocalExe,getVideoResource,3415,100,1
1424259909533,LocalReqLocalExe,checkIfAvailable,392,100,1
1424259912652,LocalReqLocalExe,downloadVideo,3118,100,1
1424259912652,LocalReqLocalExe,getVideoResource,3512,100,1
1424259922501,LocalReqLocalExe,scaleVideo,26211,100,1
1424259922959,LocalReqLocalExe,transcodeVideo,457,100,1
1424259924241,LocalReqLocalExe,bitDepthReduction,1281,100,1
1424259924241,LocalReqLocalExe,videoProvisioner,31367,100,1
1424259932013,LocalReqLocalExe,scaleVideo,19360,100,1
1424259932401,LocalReqLocalExe,transcodeVideo,387,100,1
1424259932481,LocalReqLocalExe,bitDepthReduction,79,100,1
1424259932481,LocalReqLocalExe,videoProvisioner,23341,100,1
1424259943821,LocalReqLocalExe,checkIfAvailable,2150,100,1
1424259944069,LocalReqLocalExe,downloadVideo,247,100,1
1424259944069,LocalReqLocalExe,getVideoResource,2399,100,1
1424259982221,LocalReqLocalExe,scaleVideo,38151,100,1
1424259984709,LocalReqLocalExe,transcodeVideo,2487,100,1
1424259986553,LocalReqLocalExe,bitDepthReduction,1843,100,1
1424259986553,LocalReqLocalExe,videoProvisioner,44883,100,1
1424260047125,LocalReqLocalExe,checkIfAvailable,353,100,1
1424260054725,LocalReqLocalExe,downloadVideo,7599,100,1
1424260054725,LocalReqLocalExe,getVideoResource,7953,100,1
1424260074301,LocalReqLocalExe,scaleVideo,19575,100,1
1424260076317,LocalReqLocalExe,transcodeVideo,2016,100,1
1424260077425,LocalReqLocalExe,bitDepthReduction,1107,100,1
1424260078001,LocalReqLocalExe,checkIfSubtitlesAvailable,575,100,1
1424260078093,LocalReqLocalExe,checkIfSubtitlesExists,91,100,1
1424260078217,LocalReqLocalExe,getDefaultSubtitle,124,100,1
1424260078645,LocalReqLocalExe,translateSubtitleToLanguage,428,100,1
1424260078645,LocalReqLocalExe,getSubtitles,1219,100,1
1424260078969,LocalReqLocalExe,applySubtitles,323,100,1
1424260078969,LocalReqLocalExe,videoProvisioner,32198,100,1
1424260090145,LocalReqLocalExe,checkIfAvailable,823,100,1
1424260090485,LocalReqLocalExe,downloadVideo,339,100,1
1424260090485,LocalReqLocalExe,getVideoResource,1167,100,1
1424260102289,LocalReqLocalExe,checkIfAvailable,464,100,1
1424260103279,LocalReqLocalExe,downloadVideo,989,100,1
1424260103280,LocalReqLocalExe,getVideoResource,1457,100,1
1424260119489,LocalReqLocalExe,scaleVideo,29003,100,1
1424260119798,LocalReqLocalExe,transcodeVideo,308,100,1
1424260120245,LocalReqLocalExe,bitDepthReduction,447,100,1
1424260120289,LocalReqLocalExe,checkIfSubtitlesAvailable,36,100,1
1424260121619,LocalReqLocalExe,checkIfSubtitlesExists,1330,100,1
1424260122021,LocalReqLocalExe,getDefaultSubtitle,401,100,1
1424260122885,LocalReqLocalExe,translateSubtitleToLanguage,863,100,1
1424260122886,LocalReqLocalExe,getSubtitles,2640,100,1
1424260123639,LocalReqLocalExe,applySubtitles,752,100,1
1424260123639,LocalReqLocalExe,videoProvisioner,34321,100,1
1424260131145,LocalReqLocalExe,scaleVideo,27864,100,1
