timestamp,selflet 
1424348734716,100
1424352032777,101
1424348464746,102
1424349356620,103
1424349081187,104
1424348782344,105
1424349352347,106
1424349121591,107
1424349175723,108
1424349406785,109
1424349452857,110
1424349783318,111
1424349068377,11
1424349718321,112
1424349734480,113
1424349739580,114
1424350059011,115
1424338736341,12
1424338816133,13
1424338868362,14
1424349704315,15
1424338946724,16
1424339007808,17
1424347017337,18
1424339038953,19
1424339377590,20
1424346631445,21
1424337927788,2
1424339567129,23
1424339759911,24
1424340437260,25
1424340107872,26
1424344323729,27
1424339984404,28
1424340293215,30
1424340839613,31
1424340856306,3
1424340525085,32
1424340594954,33
1424340565367,34
1424340921975,35
1424340925370,36
1424340889724,37
1424341756190,38
1424341737872,39
1424341569099,40
1424348853256,41
1424337830999,4
1424349273238,42
1424341922792,43
1424349622187,44
1424346628817,45
1424353055622,46
1424349662190,47
1424346215429,48
1424346391429,49
1424347330088,51
1424341793794,5
1424347387973,52
1424347250733,53
1424347175960,54
1424347317057,55
1424347218940,56
1424343994817,57
1424347655574,59
1424344764477,60
1424347939813,61
1424337592424,6
1424344922557,62
1424344931024,63
1424348262376,65
1424345562542,67
1424345445194,68
1424345538753,69
1424349171387,70
1424345637839,71
1424337779535,7
1424348877713,72
1424345842329,73
1424349504610,74
1424345670460,75
1424346554789,76
1424346708128,77
1424345919423,78
1424346511394,79
1424346510439,80
1424338550491,8
1424346717666,82
1424347370220,84
1424347229625,85
1424347253767,86
1424347300057,87
1424347382454,88
1424347423396,89
1424347400243,90
1424347459424,91
1424345255826,9
1424347773245,92
1424348147291,93
1424347780390,94
1424348127002,95
1424347825630,96
1424348702476,97
1424348503795,98
1424348556386,99
