timestamp,reqType,service,rt,selflet,numberOfReqs 
1424365212113,LocalReqLocalExe,checkIfAvailable,570,100,1
1424365215378,LocalReqLocalExe,downloadVideo,3264,100,1
1424365215379,LocalReqLocalExe,getVideoResource,3837,100,1
1424365237746,LocalReqLocalExe,scaleVideo,22365,100,1
1424365239822,LocalReqLocalExe,transcodeVideo,2075,100,1
1424365241406,LocalReqLocalExe,bitDepthReduction,1583,100,1
1424365241407,LocalReqLocalExe,videoProvisioner,29866,100,1
1424365325778,LocalReqLocalExe,checkIfAvailable,1644,100,1
1424365334194,LocalReqLocalExe,downloadVideo,8415,100,1
1424365334195,LocalReqLocalExe,getVideoResource,10062,100,1
1424365362043,LocalReqLocalExe,scaleVideo,27848,100,1
1424365362816,LocalReqLocalExe,checkIfAvailable,2398,100,1
1424365363522,LocalReqLocalExe,transcodeVideo,1478,100,1
1424365365010,LocalReqLocalExe,bitDepthReduction,1487,100,1
1424365365467,LocalReqLocalExe,checkIfSubtitlesAvailable,445,100,1
1424365371298,LocalReqLocalExe,downloadVideo,8480,100,1
1424365371298,LocalReqLocalExe,getVideoResource,10881,100,1
1424365374115,LocalReqLocalExe,checkIfAvailable,12437,100,1
1424365375523,LocalReqRemoteExe,downloadVideo,1401,101,1
1424365375525,LocalReqLocalExe,getVideoResource,13854,100,1
1424365377828,LocalReqLocalExe,checkIfSubtitlesExists,12360,100,1
1424365387310,LocalReqLocalExe,getDefaultSubtitle,9481,100,1
1424365387311,LocalReqLocalExe,getSubtitles,22300,100,1
1424365387352,LocalReqLocalExe,applySubtitles,41,100,1
1424365387352,LocalReqLocalExe,videoProvisioner,63219,100,1
1424365403168,LocalReqLocalExe,scaleVideo,31869,100,1
1424365405111,LocalReqLocalExe,transcodeVideo,1942,100,1
1424365407403,LocalReqLocalExe,checkIfAvailable,689,100,1
1424365407640,LocalReqLocalExe,bitDepthReduction,2526,100,1
1424365407641,LocalReqLocalExe,videoProvisioner,47225,100,1
1424365408306,LocalReqLocalExe,downloadVideo,902,100,1
1424365408307,LocalReqLocalExe,getVideoResource,1596,100,1
1424365437222,LocalReqLocalExe,scaleVideo,28914,100,1
1424365438855,LocalReqLocalExe,transcodeVideo,1632,100,1
1424365439090,LocalReqLocalExe,bitDepthReduction,234,100,1
1424365439091,LocalReqLocalExe,videoProvisioner,32381,100,1
1424365447530,LocalReqLocalExe,scaleVideo,72004,100,1
1424365449578,LocalReqLocalExe,transcodeVideo,2047,100,1
1424365451538,LocalReqLocalExe,bitDepthReduction,1959,100,1
1424365451539,LocalReqLocalExe,videoProvisioner,89870,100,1
1424365518942,LocalReqLocalExe,checkIfAvailable,3379,100,1
