timestamp,reqType,service,rt,selflet,numberOfReqs 
1423050047147,LocalReqLocalExe,checkIfAvailable,2277,100,1
1423050047235,LocalReqLocalExe,downloadVideo,87,100,1
1423050047235,LocalReqLocalExe,getVideoResource,2366,100,1
1423050047488,LocalReqLocalExe,checkIfAvailable,1378,100,1
1423050047772,LocalReqLocalExe,downloadVideo,283,100,1
1423050047773,LocalReqLocalExe,getVideoResource,1664,100,1
1423050061992,LocalReqLocalExe,scaleVideo,14756,100,1
1423050062441,LocalReqLocalExe,transcodeVideo,448,100,1
1423050062468,LocalReqLocalExe,bitDepthReduction,27,100,1
1423050064385,LocalReqLocalExe,checkIfSubtitlesAvailable,1915,100,1
1423050064676,LocalReqLocalExe,checkIfSubtitlesExists,290,100,1
1423050065933,LocalReqLocalExe,getDefaultSubtitle,1255,100,1
1423050065933,LocalReqLocalExe,getSubtitles,3464,100,1
1423050065977,LocalReqLocalExe,applySubtitles,43,100,1
1423050065978,LocalReqLocalExe,videoProvisioner,21110,100,1
1423050086421,LocalReqLocalExe,checkIfAvailable,278,100,1
1423050086856,LocalReqLocalExe,downloadVideo,434,100,1
1423050086857,LocalReqLocalExe,getVideoResource,715,100,1
1423050113124,LocalReqLocalExe,scaleVideo,26265,100,1
1423050114368,LocalReqLocalExe,transcodeVideo,1243,100,1
1423050115592,LocalReqLocalExe,scaleVideo,67818,100,1
1423050115836,LocalReqLocalExe,transcodeVideo,242,100,1
1423050117153,LocalReqLocalExe,bitDepthReduction,1316,100,1
1423050117154,LocalReqLocalExe,videoProvisioner,71046,100,1
1423050118072,LocalReqLocalExe,bitDepthReduction,3703,100,1
1423050118072,LocalReqLocalExe,videoProvisioner,31931,100,1
1423050224356,LocalReqLocalExe,checkIfAvailable,3084,100,1
1423050224780,LocalReqLocalExe,downloadVideo,423,100,1
1423050224781,LocalReqLocalExe,getVideoResource,3510,100,1
1423050234580,LocalReqLocalExe,scaleVideo,9799,100,1
1423050234852,LocalReqLocalExe,transcodeVideo,271,100,1
1423050234868,LocalReqLocalExe,bitDepthReduction,15,100,1
1423050234868,LocalReqLocalExe,videoProvisioner,13597,100,1
1423050286416,LocalReqLocalExe,checkIfAvailable,84,100,1
1423050286700,LocalReqLocalExe,downloadVideo,283,100,1
1423050286700,LocalReqLocalExe,getVideoResource,368,100,1
1423050312324,LocalReqLocalExe,scaleVideo,25623,100,1
1423050313264,LocalReqLocalExe,transcodeVideo,939,100,1
1423050314024,LocalReqLocalExe,bitDepthReduction,759,100,1
1423050314500,LocalReqLocalExe,checkIfSubtitlesAvailable,475,100,1
1423050315172,LocalReqLocalExe,checkIfSubtitlesExists,671,100,1
1423050316124,LocalReqLocalExe,getDefaultSubtitle,951,100,1
1423050316125,LocalReqLocalExe,getSubtitles,2100,100,1
1423050317548,LocalReqLocalExe,applySubtitles,1423,100,1
1423050317549,LocalReqLocalExe,videoProvisioner,31218,100,1
