timestamp,service,rt,selfletID,numberOfReqs 
1424248433914,videoProvisioner,17851,2, 1
1424248448955,videoProvisioner,32914,3, 1
1424248453065,videoProvisioner,26994,3, 1
1424248472110,videoProvisioner,36045,4, 1
1424248485397,videoProvisioner,39329,2, 1
1424248488905,videoProvisioner,32836,4, 1
1424248498378,videoProvisioner,32308,2, 1
1424248534516,videoProvisioner,48443,2, 1
1424248538676,videoProvisioner,62604,2, 1
1424248542937,videoProvisioner,46862,2, 1
1424248570559,videoProvisioner,34479,4, 1
1424248574519,videoProvisioner,48440,4, 1
1424248605493,videoProvisioner,59411,3, 1
1424248606145,videoProvisioner,30059,2, 1
1424248622486,videoProvisioner,106409,4, 1
1424248633014,videoProvisioner,126938,3, 1
1424248643991,videoProvisioner,77906,3, 1
1424248644543,videoProvisioner,28451,2, 1
1424248651961,videoProvisioner,25867,4, 1
1424248674466,videoProvisioner,118383,3, 1
1424248678827,videoProvisioner,12728,2, 1
1424248683790,videoProvisioner,27692,4, 1
1424248685245,videoProvisioner,99157,3, 1
1424248703339,videoProvisioner,57242,3, 1
1424248704492,videoProvisioner,108403,3, 1
1424248706096,videoProvisioner,100005,3, 1
1424248707851,videoProvisioner,71756,3, 1
1424248728800,videoProvisioner,52699,4, 1
1424248733511,videoProvisioner,27406,3, 1
1424248748197,videoProvisioner,62094,4, 1
1424248757970,videoProvisioner,35196,3, 1
1424248764135,videoProvisioner,68031,4, 1
1424248766040,videoProvisioner,36598,4, 1
1424248772807,videoProvisioner,30031,3, 1
1424248777769,videoProvisioner,28326,2, 1
1424248792956,videoProvisioner,16843,3, 1
1424248797717,videoProvisioner,61608,4, 1
1424248797818,videoProvisioner,35039,7, 1
1424248799823,videoProvisioner,83717,4, 1
1424248807894,videoProvisioner,51783,4, 1
1424248811854,videoProvisioner,42408,7, 1
1424248813107,videoProvisioner,30327,3, 1
1424248819322,videoProvisioner,29874,6, 1
1424248827091,videoProvisioner,30975,7, 1
1424248844534,videoProvisioner,41752,4, 1
1424248845937,videoProvisioner,29820,6, 1
1424248847040,videoProvisioner,37590,4, 1
1424248866289,videoProvisioner,43504,4, 1
1424248868745,videoProvisioner,32625,6, 1
1424248872705,videoProvisioner,29918,7, 1
1424248874059,videoProvisioner,24605,5, 1
1424248877268,videoProvisioner,47815,4, 1
1424248882030,videoProvisioner,25908,6, 1
1424248892456,videoProvisioner,29667,3, 1
1424248900576,videoProvisioner,31120,4, 1
1424248903534,videoProvisioner,27411,5, 1
1424248910049,videoProvisioner,27258,7, 1
1424248918220,videoProvisioner,28762,3, 1
1424248939425,videoProvisioner,43300,2, 1
1424248943485,videoProvisioner,27357,3, 1
1424248952256,videoProvisioner,49463,2, 1
1424248957419,videoProvisioner,27956,7, 1
1424248959725,videoProvisioner,50264,2, 1
1424248961179,videoProvisioner,25049,6, 1
1424248963334,videoProvisioner,40538,3, 1
1424248980627,videoProvisioner,24495,4, 1
1424248984338,videoProvisioner,34873,4, 1
1424248998330,videoProvisioner,22195,7, 1
1424249014621,videoProvisioner,51822,7, 1
1424249020235,videoProvisioner,50768,7, 1
1424249026652,videoProvisioner,43850,2, 1
1424249031415,videoProvisioner,88618,2, 1
1424249033470,videoProvisioner,37333,7, 1
1424249041341,videoProvisioner,31870,2, 1
1424249044350,videoProvisioner,28212,3, 1
1424249045353,videoProvisioner,42549,4, 1
1424249050616,videoProvisioner,24475,6, 1
1424249057332,videoProvisioner,67863,4, 1
1424249061493,videoProvisioner,30351,5, 1
1424249065804,videoProvisioner,29659,3, 1
1424249076380,videoProvisioner,30233,5, 1
1424249091867,videoProvisioner,70727,4, 1
1424249103846,videoProvisioner,42695,6, 1
1424249104047,videoProvisioner,17890,8, 1
1424249104247,videoProvisioner,13088,8, 1
1424249107105,videoProvisioner,30951,3, 1
1424249112217,videoProvisioner,41063,6, 1
1424249114223,videoProvisioner,18064,6, 1
1424249126502,videoProvisioner,85356,4, 1
1424249130361,videoProvisioner,79212,4, 1
1424249142089,videoProvisioner,85940,4, 1
1424249146901,videoProvisioner,30737,5, 1
1424249153066,videoProvisioner,51905,4, 1
1424249153468,videoProvisioner,87317,4, 1
1424249154972,videoProvisioner,48810,7, 1
1424249156426,videoProvisioner,30259,3, 1
