timestamp,service,rt,selfletID,numberOfReqs 
1424334601218,videoProvisioner,33948,3, 1
1424334601921,videoProvisioner,34672,2, 1
1424334605983,videoProvisioner,28705,2, 1
1424334617164,videoProvisioner,19890,4, 1
1424334640069,videoProvisioner,32793,3, 1
1424334642425,videoProvisioner,25148,2, 1
1424334655658,videoProvisioner,68384,3, 1
1424334661121,videoProvisioner,33843,4, 1
1424334665533,videoProvisioner,28253,3, 1
1424334678716,videoProvisioner,31434,4, 1
1424334687738,videoProvisioner,30455,3, 1
1424334692099,videoProvisioner,24813,2, 1
1424334705683,videoProvisioner,18395,4, 1
1424334746345,videoProvisioner,49057,3, 1
1424334753164,videoProvisioner,25872,2, 1
1424334754367,videoProvisioner,37076,2, 1
1424334760884,videoProvisioner,53594,3, 1
1424334765849,videoProvisioner,88563,3, 1
1424334797978,videoProvisioner,40682,2, 1
1424334801938,videoProvisioner,64644,4, 1
1424334815771,videoProvisioner,48473,2, 1
1424334821535,videoProvisioner,34235,3, 1
1424334823940,videoProvisioner,26638,4, 1
1424334831559,videoProvisioner,84264,3, 1
1424334832962,videoProvisioner,55662,2, 1
1424334849803,videoProvisioner,42499,2, 1
1424334855717,videoProvisioner,28410,3, 1
1424334880125,videoProvisioner,32815,3, 1
1424334889849,videoProvisioner,32539,4, 1
1424334920224,videoProvisioner,32910,3, 1
1424334945134,videoProvisioner,31151,6, 1
1424334950046,videoProvisioner,56065,4, 1
1424334955761,videoProvisioner,55113,4, 1
1424334974062,videoProvisioner,46745,4, 1
1424334982733,videoProvisioner,115422,2, 1
1424334988748,videoProvisioner,28094,6, 1
1424334991304,videoProvisioner,110657,2, 1
1424334995464,videoProvisioner,28143,7, 1
1424335008596,videoProvisioner,101281,4, 1
1424335009900,videoProvisioner,29244,4, 1
1424335013258,videoProvisioner,195953,2, 1
1424335015865,videoProvisioner,28542,5, 1
1424335040678,videoProvisioner,93359,2, 1
1424335043936,videoProvisioner,16609,5, 1
1424335051305,videoProvisioner,57314,2, 1
1424335066943,videoProvisioner,26281,4, 1
1424335067895,videoProvisioner,53903,2, 1
1424335068297,videoProvisioner,34303,7, 1
1424335068648,videoProvisioner,231341,2, 1
1424335071155,videoProvisioner,197176,2, 1
1424335074214,videoProvisioner,13550,6, 1
1424335080983,videoProvisioner,33654,4, 1
1424335083239,videoProvisioner,29243,7, 1
1424335094568,videoProvisioner,93910,2, 1
1424335097475,videoProvisioner,23477,5, 1
1424335104746,videoProvisioner,37414,4, 1
1424335110963,videoProvisioner,136974,3, 1
1424335111665,videoProvisioner,30999,2, 1
1424335125651,videoProvisioner,38318,4, 1
1424335125902,videoProvisioner,171915,3, 1
1424335126654,videoProvisioner,25986,7, 1
1424335132018,videoProvisioner,124693,3, 1
1424335137181,videoProvisioner,29846,2, 1
1424335138535,videoProvisioner,24528,7, 1
1424335143000,videoProvisioner,222350,3, 1
1424335162498,videoProvisioner,15155,2, 1
1424335164954,videoProvisioner,50952,4, 1
1424335167009,videoProvisioner,39668,5, 1
1424335182999,videoProvisioner,249014,3, 1
1424335183250,videoProvisioner,242598,3, 1
1424335185655,videoProvisioner,91655,3, 1
1424335191219,videoProvisioner,13871,4, 1
1424335194427,videoProvisioner,73753,5, 1
1424335204402,videoProvisioner,70393,2, 1
1424335211270,videoProvisioner,28921,4, 1
1424335215432,videoProvisioner,194772,3, 1
1424335217888,videoProvisioner,25537,3, 1
1424335226609,videoProvisioner,29256,2, 1
1424335233677,videoProvisioner,26321,2, 1
1424335247961,videoProvisioner,25602,7, 1
1424335256231,videoProvisioner,43874,5, 1
1424335261243,videoProvisioner,28880,7, 1
1424335264401,videoProvisioner,47043,5, 1
1424335267408,videoProvisioner,30044,2, 1
1424335273824,videoProvisioner,31460,4, 1
1424335276881,videoProvisioner,29515,4, 1
1424335279939,videoProvisioner,27573,3, 1
1424335282395,videoProvisioner,110049,6, 1
1424335282996,videoProvisioner,55635,5, 1
1424335283698,videoProvisioner,123020,6, 1
1424335291066,videoProvisioner,33698,5, 1
1424335292670,videoProvisioner,125325,6, 1
1424335295978,videoProvisioner,33609,2, 1
1424335296229,videoProvisioner,108879,6, 1
1424335297031,videoProvisioner,24660,7, 1
1424335306306,videoProvisioner,28934,4, 1
1424335308261,videoProvisioner,105906,6, 1
1424335311970,videoProvisioner,29597,8, 1
1424335319641,videoProvisioner,32267,5, 1
1424335322799,videoProvisioner,30423,7, 1
1424335324504,videoProvisioner,12123,3, 1
1424335334279,videoProvisioner,26900,8, 1
1424335344354,videoProvisioner,26973,4, 1
1424335345106,videoProvisioner,42728,8, 1
1424335345306,videoProvisioner,204630,6, 1
1424335353626,videoProvisioner,86256,6, 1
1424335360894,videoProvisioner,63517,6, 1
1424335370166,videoProvisioner,32780,2, 1
1424335372923,videoProvisioner,50540,2, 1
1424335373074,videoProvisioner,40689,2, 1
1424335373175,videoProvisioner,30787,9, 1
1424335374177,videoProvisioner,220167,6, 1
1424335380843,videoProvisioner,28453,10, 1
1424335386258,videoProvisioner,58874,2, 1
1424335386659,videoProvisioner,39271,4, 1
1424335392675,videoProvisioner,30283,6, 1
1424335399996,videoProvisioner,22599,8, 1
1424335404911,videoProvisioner,47521,4, 1
