timestamp,reqType,service,rt,numberOfReqs 
1422215189879,local,bitDepthReduction,695,1
1422215189879,local,videoProvisioner,29461,1
1422215220399,local,checkIfAvailable,605,1
1422215221156,local,checkIfAvailable,95,1
1422215221239,local,downloadVideo,82,1
1422215221240,local,getVideoResource,180,1
1422215224695,local,downloadVideo,4295,1
1422215224696,local,getVideoResource,4903,1
1422215247079,local,checkIfAvailable,756,1
1422215249958,local,downloadVideo,2877,1
1422215249959,local,getVideoResource,3639,1
1422215274640,local,checkIfAvailable,1791,1
1422215278520,local,downloadVideo,3879,1
1422215278521,local,getVideoResource,5674,1
1422215284448,local,checkIfAvailable,226,1
1422215288950,local,downloadVideo,4501,1
1422215288951,local,getVideoResource,4735,1
1422215328976,local,checkIfAvailable,14442,1
1422215332730,local,downloadVideo,3753,1
1422215332731,local,getVideoResource,18199,1
1422215342403,local,checkIfAvailable,7659,1
1422215347375,local,downloadVideo,4971,1
1422215347376,local,getVideoResource,12634,1
1422215362272,local,scaleVideo,83751,1
1422215368521,local,transcodeVideo,6248,1
1422215371876,local,bitDepthReduction,3354,1
1422215371877,local,videoProvisioner,99031,1
1422215380025,local,scaleVideo,91073,1
1422215380590,local,transcodeVideo,564,1
1422215381220,local,checkIfAvailable,12369,1
1422215386337,local,bitDepthReduction,5746,1
1422215386338,local,videoProvisioner,102123,1
1422215387991,local,downloadVideo,6771,1
1422215387992,local,getVideoResource,19143,1
1422215395265,local,scaleVideo,170568,1
1422215396063,local,transcodeVideo,797,1
1422215398311,local,bitDepthReduction,2247,1
1422215403415,local,checkIfSubtitlesAvailable,5101,1
1422215411999,local,checkIfSubtitlesExists,8583,1
1422215412343,local,checkIfAvailable,9212,1
1422215420856,local,checkIfAvailable,7988,1
1422215425776,local,downloadVideo,13432,1
1422215425778,local,getVideoResource,22650,1
1422215427866,local,getDefaultSubtitle,15866,1
1422215429212,local,translateSubtitleToLanguage,1345,1
1422215429213,local,getSubtitles,30901,1
1422215429918,local,downloadVideo,9061,1
1422215429919,local,getVideoResource,17054,1
1422215430115,local,scaleVideo,97383,1
1422215431279,local,applySubtitles,2065,1
1422215431279,local,videoProvisioner,211486,1
1422215432971,local,transcodeVideo,2855,1
1422215433983,local,bitDepthReduction,1011,1
1422215433984,local,videoProvisioner,119453,1
1422215442433,local,scaleVideo,221192,1
1422215447478,local,checkIfAvailable,524,1
1422215447479,local,getVideoResource,527,1
1422215454604,local,transcodeVideo,12170,1
1422215455059,local,scaleVideo,205099,1
1422215455094,local,scaleVideo,107717,1
1422215455197,local,bitDepthReduction,591,1
1422215455197,local,videoProvisioner,234139,1
1422215455695,local,transcodeVideo,635,1
1422215457504,local,transcodeVideo,2409,1
1422215465465,local,bitDepthReduction,9769,1
1422215465831,local,bitDepthReduction,8326,1
1422215465831,local,videoProvisioner,131089,1
1422215470877,local,checkIfSubtitlesAvailable,5408,1
1422215470878,local,getSubtitles,5412,1
1422215471613,local,applySubtitles,734,1
1422215471614,local,videoProvisioner,225295,1
1422215480550,local,scaleVideo,92557,1
1422215482914,local,transcodeVideo,2362,1
1422215486382,local,bitDepthReduction,3467,1
1422215487104,local,checkIfSubtitlesAvailable,719,1
1422215489945,local,checkIfSubtitlesExists,2840,1
1422215489946,local,getSubtitles,3563,1
1422215491781,local,applySubtitles,1834,1
1422215491782,local,videoProvisioner,122934,1
1422215499984,local,checkIfAvailable,2708,1
1422215501396,local,scaleVideo,75617,1
1422215501559,local,downloadVideo,1573,1
1422215501560,local,getVideoResource,4288,1
1422215503635,local,scaleVideo,73715,1
1422215506282,local,transcodeVideo,4884,1
1422215506447,local,transcodeVideo,2810,1
1422215508290,local,bitDepthReduction,2007,1
1422215508291,local,videoProvisioner,105164,1
1422215508666,local,bitDepthReduction,2218,1
1422215509536,local,checkIfSubtitlesAvailable,866,1
1422215509537,local,getSubtitles,870,1
1422215509797,local,applySubtitles,259,1
1422215509798,local,videoProvisioner,96933,1
1422215513111,local,scaleVideo,65631,1
1422215513408,local,transcodeVideo,296,1
1422215513744,local,bitDepthReduction,335,1
1422215513744,local,videoProvisioner,66793,1
1422215529927,local,scaleVideo,28366,1
1422215530831,local,transcodeVideo,903,1
1422215532463,local,bitDepthReduction,1631,1
1422215532463,local,videoProvisioner,35191,1
1422215580539,local,checkIfAvailable,480,1
1422215580943,local,downloadVideo,403,1
1422215580943,local,getVideoResource,885,1
1422215582094,local,checkIfAvailable,416,1
1422215583936,local,downloadVideo,1841,1
1422215583937,local,getVideoResource,2260,1
1422215609689,local,checkIfAvailable,2037,1
1422215611069,local,downloadVideo,1368,1
1422215611070,local,getVideoResource,3422,1
1422215615523,local,scaleVideo,34579,1
1422215616003,local,transcodeVideo,479,1
1422215618980,local,bitDepthReduction,2976,1
1422215618981,local,videoProvisioner,38923,1
1422215643298,local,scaleVideo,32228,1
1422215643497,local,transcodeVideo,198,1
1422215650658,local,bitDepthReduction,7160,1
1422215650658,local,videoProvisioner,43010,1
1422215660175,local,scaleVideo,76237,1
1422215660239,local,transcodeVideo,63,1
1422215660299,local,bitDepthReduction,60,1
1422215660299,local,videoProvisioner,78622,1
1422215863835,local,checkIfAvailable,175,1
1422215865163,local,downloadVideo,1328,1
1422215865163,local,getVideoResource,1503,1
1422215883987,local,scaleVideo,18822,1
1422215884215,local,transcodeVideo,227,1
1422215884259,local,bitDepthReduction,43,1
1422215884259,local,videoProvisioner,20600,1
1422216145683,local,checkIfAvailable,2788,1
1422216145683,local,getVideoResource,2789,1
1422216169515,local,scaleVideo,23831,1
1422216171147,local,transcodeVideo,1631,1
1422216171375,local,bitDepthReduction,227,1
1422216171375,local,videoProvisioner,28481,1
1422216212163,local,checkIfAvailable,2586,1
1422216213455,local,downloadVideo,1291,1
1422216213459,local,getVideoResource,3883,1
1422216238807,local,scaleVideo,25347,1
1422216239711,local,transcodeVideo,903,1
1422216240107,local,bitDepthReduction,395,1
1422216240107,local,videoProvisioner,30531,1
1422216270255,local,checkIfAvailable,1207,1
1422216270723,local,downloadVideo,467,1
1422216270723,local,getVideoResource,1675,1
1422216302335,local,scaleVideo,31611,1
1422216302479,local,transcodeVideo,143,1
1422216306287,local,bitDepthReduction,3808,1
1422216306287,local,videoProvisioner,37240,1
1422216424483,remote,transcodeVideo,1800,1
1422216429399,local,checkIfAvailable,52,1
1422216430439,local,downloadVideo,1040,1
1422216430439,local,getVideoResource,1093,1
1422216437975,local,scaleVideo,7535,1
1422216438231,local,transcodeVideo,255,1
1422216438771,local,bitDepthReduction,540,1
1422216438771,local,videoProvisioner,9425,1
1422216493295,remote,transcodeVideo,5860,1
1422216513707,local,checkIfAvailable,2032,1
1422216515043,local,downloadVideo,1335,1
1422216515043,local,getVideoResource,3369,1
1422216541391,local,scaleVideo,26347,1
1422216541631,local,transcodeVideo,239,1
1422216547183,local,bitDepthReduction,5551,1
1422216547183,local,videoProvisioner,35509,1
1422216574143,local,checkIfAvailable,719,1
1422216574143,local,getVideoResource,719,1
1422216592885,local,checkIfAvailable,510,1
1422216597134,local,downloadVideo,4247,1
1422216597134,local,getVideoResource,4760,1
1422216622224,local,scaleVideo,25089,1
1422216623115,local,transcodeVideo,891,1
1422216623855,local,bitDepthReduction,739,1
1422216623856,local,videoProvisioner,31483,1
1422216634839,local,scaleVideo,60695,1
1422216636007,local,transcodeVideo,1168,1
1422216637759,local,bitDepthReduction,1748,1
1422216637759,local,videoProvisioner,64336,1
1422216698163,local,checkIfAvailable,1756,1
1422216698231,local,downloadVideo,67,1
1422216698231,local,getVideoResource,1825,1
1422216722827,local,scaleVideo,24595,1
1422216726787,local,transcodeVideo,3959,1
1422216726915,local,bitDepthReduction,127,1
1422216726915,local,videoProvisioner,30510,1
1422216729627,local,checkIfAvailable,191,1
1422216733127,local,downloadVideo,3500,1
1422216733127,local,getVideoResource,3692,1
1422216742427,local,scaleVideo,9299,1
1422216743591,local,transcodeVideo,1163,1
1422216744363,local,bitDepthReduction,771,1
1422216744723,local,checkIfSubtitlesAvailable,359,1
1422216745383,local,checkIfSubtitlesExists,659,1
1422216746683,local,getDefaultSubtitle,1299,1
1422216746683,local,getSubtitles,2319,1
