timestamp,selfletID,service,numberOfReqs 
1421309764433, 5, videoProvisioner, 1
1421309764457, 11, videoProvisioner, 1
1421309774466, 23, videoProvisioner, 1
1421309784461, 26, videoProvisioner, 1
1421309794462, 21, videoProvisioner, 1
1421309804463, 8, videoProvisioner, 1
1421309814465, 5, videoProvisioner, 1
1421309824467, 17, videoProvisioner, 1
1421309834468, 19, videoProvisioner, 1
1421309844470, 17, videoProvisioner, 1
1421309854472, 5, videoProvisioner, 1
1421309864472, 13, videoProvisioner, 1
1421309874474, 10, videoProvisioner, 1
1421309884476, 8, videoProvisioner, 1
1421309894479, 11, videoProvisioner, 1
1421309904479, 9, videoProvisioner, 1
1421309914481, 15, videoProvisioner, 1
1421309924482, 6, videoProvisioner, 1
1421309934483, 20, videoProvisioner, 1
1421309944485, 26, videoProvisioner, 1
1421309954486, 9, videoProvisioner, 1
1421309964488, 19, videoProvisioner, 1
1421309974489, 4, videoProvisioner, 1
1421309984491, 17, videoProvisioner, 1
1421309994493, 24, videoProvisioner, 1
1421310004495, 11, videoProvisioner, 1
1421310014496, 26, videoProvisioner, 1
1421310024498, 25, videoProvisioner, 1
1421310034499, 5, videoProvisioner, 1
1421310044500, 17, videoProvisioner, 1
1421310054502, 7, videoProvisioner, 1
1421310064504, 17, videoProvisioner, 1
1421310071171, 8, videoProvisioner, 1
1421310077839, 22, videoProvisioner, 1
1421310084506, 8, videoProvisioner, 1
1421310091174, 5, videoProvisioner, 1
1421310097842, 11, videoProvisioner, 1
1421310104509, 26, videoProvisioner, 1
1421310111176, 13, videoProvisioner, 1
1421310117843, 15, videoProvisioner, 1
1421310124511, 24, videoProvisioner, 1
1421310131179, 2, videoProvisioner, 1
1421310137846, 17, videoProvisioner, 1
1421310144513, 25, videoProvisioner, 1
1421310151180, 7, videoProvisioner, 1
1421310157849, 7, videoProvisioner, 1
1421310164516, 18, videoProvisioner, 1
1421310171183, 12, videoProvisioner, 1
1421310177851, 10, videoProvisioner, 1
1421310184518, 23, videoProvisioner, 1
1421310191185, 25, videoProvisioner, 1
1421310197853, 9, videoProvisioner, 1
1421310204521, 22, videoProvisioner, 1
1421310211188, 4, videoProvisioner, 1
1421310217856, 3, videoProvisioner, 1
1421310224523, 24, videoProvisioner, 1
1421310231190, 26, videoProvisioner, 1
1421310237858, 20, videoProvisioner, 1
1421310244525, 16, videoProvisioner, 1
1421310251194, 12, videoProvisioner, 1
1421310257860, 23, videoProvisioner, 1
1421310264528, 3, videoProvisioner, 1
1421310271195, 11, videoProvisioner, 1
1421310277863, 8, videoProvisioner, 1
1421310284530, 8, videoProvisioner, 1
1421310291198, 4, videoProvisioner, 1
1421310297866, 9, videoProvisioner, 1
1421310304533, 9, videoProvisioner, 1
1421310311200, 6, videoProvisioner, 1
1421310317868, 2, videoProvisioner, 1
1421310324535, 26, videoProvisioner, 1
1421310331203, 23, videoProvisioner, 1
1421310337870, 21, videoProvisioner, 1
1421310344537, 4, videoProvisioner, 1
1421310351205, 24, videoProvisioner, 1
1421310357873, 24, videoProvisioner, 1
1421310364540, 9, videoProvisioner, 1
1421310369542, 11, videoProvisioner, 1
1421310374543, 24, videoProvisioner, 1
1421310379545, 2, videoProvisioner, 1
1421310384546, 8, videoProvisioner, 1
1421310389547, 4, videoProvisioner, 1
1421310394549, 7, videoProvisioner, 1
1421310399550, 25, videoProvisioner, 1
1421310404551, 26, videoProvisioner, 1
1421310409553, 7, videoProvisioner, 1
1421310414554, 11, videoProvisioner, 1
1421310419555, 16, videoProvisioner, 1
1421310424556, 5, videoProvisioner, 1
1421310429558, 23, videoProvisioner, 1
1421310434559, 19, videoProvisioner, 1
1421310439561, 5, videoProvisioner, 1
1421310444562, 13, videoProvisioner, 1
1421310449563, 2, videoProvisioner, 1
1421310454565, 12, videoProvisioner, 1
1421310459565, 7, videoProvisioner, 1
1421310464567, 18, videoProvisioner, 1
1421310469568, 9, videoProvisioner, 1
1421310474570, 24, videoProvisioner, 1
1421310479571, 5, videoProvisioner, 1
1421310484572, 12, videoProvisioner, 1
1421310489573, 2, videoProvisioner, 1
1421310494574, 11, videoProvisioner, 1
1421310499576, 18, videoProvisioner, 1
1421310504577, 12, videoProvisioner, 1
1421310509578, 13, videoProvisioner, 1
1421310514580, 15, videoProvisioner, 1
1421310519581, 21, videoProvisioner, 1
1421310524582, 3, videoProvisioner, 1
1421310529583, 11, videoProvisioner, 1
1421310534584, 11, videoProvisioner, 1
1421310539590, 24, videoProvisioner, 1
1421310544587, 5, videoProvisioner, 1
1421310549588, 2, videoProvisioner, 1
1421310554590, 18, videoProvisioner, 1
1421310559591, 10, videoProvisioner, 1
1421310564592, 20, videoProvisioner, 1
1421310569593, 10, videoProvisioner, 1
1421310574595, 11, videoProvisioner, 1
1421310579596, 25, videoProvisioner, 1
1421310584597, 5, videoProvisioner, 1
1421310589598, 2, videoProvisioner, 1
