timestamp,selflets 
1421915713171,0
1421915718171,0
1421915723172,0
1421915728171,0
1421915733171,0
1421915738171,0
1421915743171,0
1421915748171,0
1421915753172,0
1421915758171,0
1421915763171,0
1421915768171,0
1421915773171,0
1421915778171,0
1421915783172,0
1421915788172,0
1421915793171,0
1421915798171,0
1421915803171,0
1421915808171,0
1421915813171,0
1421915818172,0
1421915823171,0
1421915828171,27
1421915833171,30
1421915838171,30
1421915843171,30
1421915848171,30
1421915853172,30
1421915858171,30
1421915863171,30
1421915868171,30
1421915873171,30
1421915878171,30
1421915883171,30
1421915888172,30
1421915893171,30
1421915898171,35
1421915903171,50
1421915908171,50
1421915913171,50
1421915918171,50
1421915923171,50
1421915928171,50
1421915933171,50
1421915938171,50
1421915943172,50
1421915948171,50
1421915953171,50
1421915958171,50
1421915963171,50
1421915968171,50
1421915973171,50
1421915978171,50
1421915983171,50
1421915988171,50
1421915993171,50
1421915998171,50
1421916003172,50
1421916008171,50
1421916013171,50
1421916018171,50
1421916023171,50
1421916028172,50
1421916033171,50
1421916038172,50
1421916043171,50
1421916048171,50
1421916053171,50
1421916058171,50
1421916063171,50
1421916068171,50
1421916073171,50
1421916078172,50
1421916083171,50
1421916088171,50
1421916093171,50
1421916098171,50
1421916103171,50
1421916108171,50
1421916113171,50
1421916118171,50
1421916123171,50
1421916128172,50
1421916133171,50
1421916138171,50
1421916143171,50
1421916148171,50
1421916153172,50
1421916158171,50
1421916163171,50
1421916168171,50
1421916173171,50
1421916178171,50
1421916183171,50
1421916188172,50
1421916193171,50
1421916198171,50
1421916203172,50
1421916208171,50
1421916213172,50
1421916218171,50
1421916223171,50
1421916228172,50
1421916233171,50
1421916238171,50
1421916243171,50
1421916248171,50
1421916253171,50
1421916258171,50
1421916263171,50
1421916268171,50
1421916273171,50
1421916278171,50
1421916283171,50
1421916288171,50
1421916293171,50
1421916298171,50
1421916303171,50
1421916308171,50
1421916313171,50
1421916318171,50
1421916323171,50
1421916328172,50
1421916333171,50
1421916338171,50
1421916343171,50
1421916348171,50
1421916353171,50
1421916358171,50
1421916363172,50
1421916368171,50
1421916373171,50
1421916378171,50
1421916383171,50
1421916388171,50
1421916393171,50
1421916398172,50
1421916403171,50
1421916408171,50
1421916413171,50
1421916418171,50
1421916423171,50
1421916428171,50
1421916433171,50
1421916438171,50
1421916443171,50
1421916448171,50
1421916453171,50
1421916458172,50
1421916463171,50
1421916468171,50
1421916473171,50
1421916478171,50
1421916483172,50
1421916488171,50
1421916493171,50
1421916498171,50
1421916503171,50
1421916508171,50
1421916513171,50
1421916518171,50
1421916523171,50
1421916528171,50
1421916533171,50
1421916538172,50
1421916543171,50
1421916548171,50
1421916553171,50
1421916558171,50
1421916563172,50
1421916568171,50
1421916573172,50
1421916578171,50
1421916583171,50
1421916588171,50
1421916593171,50
1421916598171,50
1421916603171,50
1421916608171,50
1421916613171,50
1421916618171,50
1421916623171,50
1421916628171,50
1421916633171,50
1421916638171,50
1421916643171,50
1421916648171,50
1421916653171,50
1421916658171,50
1421916663171,50
1421916668171,50
1421916673171,50
1421916678171,50
1421916683171,50
1421916688171,50
1421916693171,50
1421916698171,50
1421916703172,50
1421916708171,50
1421916713171,50
1421916718171,50
1421916723171,50
1421916728171,50
1421916733172,50
1421916738171,50
1421916743171,50
1421916748171,50
1421916753171,50
1421916758171,50
1421916763172,50
1421916768171,50
1421916773171,50
1421916778171,50
1421916783171,50
1421916788172,50
1421916793171,50
1421916798171,50
1421916803171,50
1421916808172,50
1421916813171,50
1421916818171,50
1421916823172,50
1421916828171,50
1421916833172,50
1421916838171,50
1421916843172,50
1421916848171,50
1421916853171,50
1421916858171,50
1421916863171,50
1421916868171,50
1421916873172,50
1421916878171,50
1421916883172,50
1421916888171,50
1421916893171,50
1421916898171,50
1421916903171,50
1421916908171,50
1421916913171,50
1421916918172,50
1421916923171,50
1421916928171,50
1421916933172,50
1421916938171,50
1421916943171,50
1421916948171,50
1421916953172,50
1421916958171,50
1421916963171,50
1421916968171,50
1421916973171,50
1421916978171,50
1421916983171,50
1421916988172,50
1421916993171,50
1421916998171,50
1421917003172,50
1421917008171,50
1421917013171,50
1421917018171,50
1421917023171,50
1421917028171,50
1421917033171,50
1421917038172,50
1421917043171,50
1421917048171,50
1421917053171,50
1421917058171,50
1421917063171,50
1421917068171,50
1421917073171,50
1421917078172,50
1421917083171,50
1421917088171,50
1421917093171,50
1421917098171,50
1421917103171,50
1421917108171,50
1421917113171,50
1421917118171,50
1421917123171,50
1421917128171,50
1421917133171,50
1421917138172,50
1421917143171,50
1421917148171,50
1421917153171,50
1421917158171,50
1421917163171,50
1421917168171,50
1421917173171,50
1421917178171,50
1421917183171,50
1421917188171,50
1421917193171,50
1421917198171,50
1421917203172,50
1421917208171,50
1421917213171,50
1421917218171,50
1421917223171,50
1421917228172,50
1421917233171,50
1421917238172,50
1421917243171,50
1421917248171,50
1421917253171,50
1421917258171,50
1421917263172,50
1421917268171,50
1421917273171,50
1421917278171,50
1421917283171,50
1421917288171,50
1421917293172,50
1421917298171,50
1421917303172,50
1421917308171,50
1421917313171,50
1421917318171,50
1421917323171,50
1421917328171,50
1421917333171,50
1421917338171,50
1421917343172,50
1421917348171,50
1421917353171,50
1421917358172,50
1421917363171,50
1421917368171,50
1421917373171,50
1421917378171,50
1421917383171,50
1421917388171,50
1421917393171,50
1421917398171,50
1421917403171,50
1421917408171,50
1421917413171,50
1421917418171,50
1421917423171,50
1421917428171,50
1421917433171,50
1421917438172,50
1421917443171,50
1421917448171,50
1421917453171,50
1421917458171,50
1421917463172,50
1421917468171,50
1421917473171,50
1421917478171,50
1421917483171,50
1421917488172,50
1421917493171,50
1421917498171,50
1421917503171,50
1421917508172,50
1421917513171,50
1421917518172,50
1421917523171,50
1421917528171,50
1421917533171,50
1421917538171,50
1421917543171,50
1421917548172,50
1421917553171,50
1421917558171,50
1421917563171,50
1421917568171,50
1421917573171,50
1421917578171,50
1421917583171,50
1421917588171,50
1421917593171,50
1421917598172,50
1421917603171,50
1421917608171,50
1421917613171,50
1421917618171,50
1421917623172,50
1421917628171,50
1421917633171,50
1421917638172,50
1421917643171,50
1421917648171,50
1421917653171,50
1421917658172,50
1421917663171,50
1421917668171,50
1421917673171,50
1421917678172,50
1421917683171,50
1421917688171,50
1421917693171,50
1421917698171,50
1421917703171,50
1421917708171,50
1421917713171,50
1421917718172,50
1421917723171,50
1421917728171,50
1421917733171,50
1421917738171,50
1421917743172,50
1421917748171,50
1421917753171,50
1421917758171,50
1421917763171,50
1421917768171,50
1421917773171,50
1421917778171,50
1421917783171,50
1421917788171,50
1421917793171,50
1421917798171,50
1421917803171,50
1421917808171,50
1421917813171,50
1421917818171,50
1421917823171,50
1421917828172,50
1421917833171,50
1421917838171,50
1421917843171,50
1421917848171,50
1421917853171,50
1421917858171,50
1421917863172,50
1421917868171,50
1421917873171,50
1421917878171,50
1421917883171,50
1421917888172,50
1421917893171,50
1421917898171,50
1421917903171,50
1421917908171,50
1421917913171,50
1421917918171,50
1421917923171,50
1421917928171,50
1421917933171,50
1421917938171,50
1421917943171,50
1421917948171,50
1421917953171,50
1421917958171,50
1421917963171,50
1421917968171,50
1421917973171,50
1421917978171,50
1421917983171,50
1421917988171,50
1421917993172,50
1421917998171,50
1421918003171,50
1421918008171,50
1421918013171,50
1421918018172,50
1421918023171,50
1421918028172,50
1421918033171,50
1421918038171,50
1421918043171,50
1421918048171,50
1421918053172,50
1421918058171,50
1421918063172,50
1421918068171,50
1421918073171,50
1421918078171,50
1421918083171,50
1421918088171,50
1421918093171,50
1421918098171,50
1421918103171,50
1421918108172,50
1421918113171,50
1421918118171,50
1421918123171,50
1421918128171,50
1421918133171,50
1421918138171,50
1421918143171,50
1421918148172,50
1421918153171,50
1421918158171,50
1421918163172,50
1421918168171,50
1421918173171,50
1421918178171,50
1421918183171,50
1421918188172,50
1421918193171,50
1421918198171,50
1421918203171,50
1421918208171,50
1421918213172,50
