timestamp,reqType,service,rt,numberOfReqs 
1421831490157,local,checkIfAvailable,522,1
1421831490353,local,downloadVideo,195,1
1421831490354,local,getVideoResource,720,1
1421831504700,local,checkIfAvailable,1728,1
1421831509152,local,downloadVideo,4451,1
1421831509152,local,getVideoResource,6184,1
1421831517532,local,checkIfAvailable,1225,1
1421831520931,local,downloadVideo,3398,1
1421831520932,local,getVideoResource,4627,1
1421831521955,local,scaleVideo,31600,1
1421831522637,local,transcodeVideo,681,1
1421831526968,local,checkIfAvailable,3998,1
1421831526968,local,getVideoResource,3999,1
1421831528428,local,checkIfAvailable,5453,1
1421831528980,local,bitDepthReduction,6342,1
1421831528981,local,videoProvisioner,39348,1
1421831542008,local,scaleVideo,32855,1
1421831544968,local,checkIfAvailable,8658,1
1421831547759,local,downloadVideo,2789,1
1421831547759,local,getVideoResource,11451,1
1421831548742,local,transcodeVideo,6733,1
1421831556131,local,downloadVideo,27702,1
1421831556132,local,getVideoResource,33159,1
1421831558141,local,bitDepthReduction,9398,1
1421831558141,local,videoProvisioner,55174,1
1421831565037,local,checkIfAvailable,15389,1
1421831565560,local,downloadVideo,521,1
1421831565560,local,getVideoResource,15918,1
1421831588615,local,checkIfAvailable,2301,1
1421831592472,local,downloadVideo,3856,1
1421831592472,local,getVideoResource,6160,1
1421831597427,local,checkIfAvailable,1110,1
1421831599332,local,downloadVideo,1904,1
1421831599334,local,getVideoResource,3020,1
1421831618799,local,scaleVideo,97866,1
1421831622778,local,transcodeVideo,3978,1
1421831623730,local,bitDepthReduction,951,1
1421831623731,local,videoProvisioner,107427,1
1421831626789,local,scaleVideo,99820,1
1421831630066,local,transcodeVideo,3276,1
1421831637873,local,scaleVideo,174807,1
1421831639298,local,transcodeVideo,1424,1
1421831639513,local,bitDepthReduction,9446,1
1421831639514,local,videoProvisioner,116546,1
1421831639963,local,checkIfAvailable,16225,1
1421831640676,local,downloadVideo,712,1
1421831640684,local,getVideoResource,16952,1
1421831654464,local,checkIfAvailable,14946,1
1421831655376,local,bitDepthReduction,16077,1
1421831655376,local,videoProvisioner,192411,1
1421831655716,local,checkIfAvailable,336,1
1421831660589,local,scaleVideo,112829,1
1421831666337,local,downloadVideo,11872,1
1421831666337,local,getVideoResource,26822,1
1421831670472,local,scaleVideo,71137,1
1421831671284,local,transcodeVideo,10694,1
1421831672227,local,bitDepthReduction,941,1
1421831676480,local,checkIfSubtitlesAvailable,4250,1
1421831677795,local,downloadVideo,22078,1
1421831677795,local,getVideoResource,22418,1
1421831679696,local,transcodeVideo,9223,1
1421831685540,local,scaleVideo,44855,1
1421831690008,local,checkIfSubtitlesExists,13523,1
1421831691183,local,transcodeVideo,5642,1
1421831691494,local,getDefaultSubtitle,1485,1
1421831692078,local,scaleVideo,126517,1
1421831694002,local,transcodeVideo,1923,1
1421831698675,local,bitDepthReduction,18979,1
1421831699018,local,translateSubtitleToLanguage,7523,1
1421831699018,local,getSubtitles,26790,1
1421831701269,local,bitDepthReduction,10085,1
1421831701270,local,videoProvisioner,99955,1
1421831707424,local,checkIfAvailable,6151,1
1421831709342,local,applySubtitles,10323,1
1421831709342,local,videoProvisioner,173034,1
1421831709590,local,checkIfSubtitlesAvailable,10911,1
1421831713360,local,checkIfAvailable,4015,1
1421831713431,local,downloadVideo,6006,1
1421831713431,local,getVideoResource,12160,1
1421831722746,local,bitDepthReduction,28743,1
1421831722747,local,videoProvisioner,173105,1
1421831723660,local,checkIfAvailable,910,1
1421831739781,local,downloadVideo,26420,1
1421831739782,local,getVideoResource,30439,1
1421831748460,local,checkIfSubtitlesExists,38870,1
1421831749365,local,getDefaultSubtitle,904,1
1421831751582,local,translateSubtitleToLanguage,2216,1
1421831751583,local,getSubtitles,52907,1
1421831752273,local,applySubtitles,689,1
1421831752274,local,videoProvisioner,155960,1
1421831760955,local,downloadVideo,37294,1
1421831760955,local,getVideoResource,38208,1
1421831761454,local,checkIfAvailable,9178,1
1421831765236,local,downloadVideo,3782,1
1421831765236,local,getVideoResource,12962,1
1421831785680,local,scaleVideo,119341,1
1421831795664,local,transcodeVideo,9984,1
1421831806472,local,bitDepthReduction,10807,1
1421831806472,local,videoProvisioner,195156,1
1421831813720,local,checkIfAvailable,7245,1
1421831823138,local,downloadVideo,9417,1
1421831823139,local,getVideoResource,16666,1
1421831843511,local,scaleVideo,130079,1
1421831851408,local,transcodeVideo,7896,1
1421831852081,local,bitDepthReduction,672,1
1421831856060,local,checkIfSubtitlesAvailable,3976,1
1421831856497,local,checkIfSubtitlesExists,436,1
1421831862312,local,getDefaultSubtitle,5813,1
1421831867816,local,translateSubtitleToLanguage,5503,1
1421831867817,local,getSubtitles,15735,1
1421831869524,local,applySubtitles,1706,1
1421831869525,local,videoProvisioner,248206,1
1421831871823,local,scaleVideo,106586,1
1421831871976,local,checkIfAvailable,2448,1
1421831873082,local,transcodeVideo,1258,1
1421831873406,local,bitDepthReduction,322,1
1421831873407,local,videoProvisioner,197076,1
1421831875262,local,scaleVideo,135479,1
1421831876175,local,checkIfAvailable,2766,1
1421831876439,local,downloadVideo,263,1
1421831876440,local,getVideoResource,3033,1
1421831878020,local,scaleVideo,117064,1
1421831878561,local,transcodeVideo,540,1
1421831883292,local,transcodeVideo,8028,1
1421831883716,local,downloadVideo,11739,1
1421831883716,local,getVideoResource,14190,1
1421831886939,local,bitDepthReduction,3646,1
1421831887537,local,bitDepthReduction,8975,1
1421831887538,local,videoProvisioner,221210,1
1421831889012,local,checkIfAvailable,1471,1
1421831889827,local,checkIfSubtitlesAvailable,2885,1
1421831896595,local,checkIfSubtitlesExists,6766,1
1421831897222,local,getDefaultSubtitle,626,1
1421831897223,local,getSubtitles,10283,1
1421831901864,local,downloadVideo,12850,1
1421831901864,local,getVideoResource,14325,1
1421831904849,local,applySubtitles,7625,1
1421831904849,local,videoProvisioner,253524,1
1421831913388,local,checkIfAvailable,8536,1
1421831917536,local,downloadVideo,4147,1
1421831917537,local,getVideoResource,12687,1
1421831930669,local,scaleVideo,374535,1
1421831937891,local,transcodeVideo,7222,1
1421831939282,local,bitDepthReduction,1390,1
1421831939283,local,videoProvisioner,416310,1
1421831940178,local,checkIfAvailable,893,1
1421831946536,local,downloadVideo,6357,1
1421831946536,local,getVideoResource,7253,1
1421831971882,local,scaleVideo,148743,1
1421831977372,local,scaleVideo,299576,1
1421831979265,local,scaleVideo,102824,1
1421831980002,local,transcodeVideo,8118,1
1421831980772,local,bitDepthReduction,768,1
1421831980773,local,videoProvisioner,299441,1
1421831982842,local,transcodeVideo,3576,1
1421831983834,local,scaleVideo,391361,1
1421831984440,local,bitDepthReduction,1597,1
1421831984440,local,videoProvisioner,288106,1
1421831985186,local,checkIfAvailable,743,1
1421831985400,local,transcodeVideo,1565,1
1421831985516,local,checkIfAvailable,4739,1
1421831990179,local,downloadVideo,4991,1
1421831990179,local,getVideoResource,5738,1
1421831998332,local,transcodeVideo,20958,1
1421831999437,local,bitDepthReduction,14037,1
1421831999437,local,videoProvisioner,413125,1
1421832000605,local,checkIfAvailable,1151,1
1421832001358,local,bitDepthReduction,3025,1
1421832001359,local,videoProvisioner,385041,1
1421832002226,local,scaleVideo,118509,1
1421832007176,local,transcodeVideo,4948,1
1421832010428,local,bitDepthReduction,3251,1
1421832010429,local,videoProvisioner,319096,1
1421832010701,local,downloadVideo,10095,1
1421832010702,local,getVideoResource,11264,1
1421832010778,local,checkIfAvailable,9416,1
1421832010931,local,downloadVideo,25414,1
1421832010932,local,getVideoResource,30158,1
1421832011973,local,checkIfAvailable,1541,1
1421832013041,local,downloadVideo,1067,1
1421832013041,local,getVideoResource,2611,1
1421832017292,local,downloadVideo,6513,1
1421832017293,local,getVideoResource,15933,1
1421832023334,local,scaleVideo,121469,1
1421832024478,local,transcodeVideo,1143,1
1421832029074,local,bitDepthReduction,4595,1
1421832029075,local,videoProvisioner,317737,1
1421832034735,local,checkIfAvailable,5642,1
1421832036341,local,downloadVideo,1605,1
1421832036342,local,getVideoResource,7266,1
1421832048666,local,scaleVideo,131128,1
1421832049607,local,transcodeVideo,940,1
1421832051835,local,scaleVideo,105298,1
1421832053880,local,transcodeVideo,2044,1
1421832054973,local,bitDepthReduction,1092,1
1421832056164,local,checkIfSubtitlesAvailable,1188,1
1421832056318,local,checkIfSubtitlesExists,153,1
1421832063844,local,bitDepthReduction,14234,1
1421832069766,local,checkIfSubtitlesAvailable,5920,1
1421832071523,local,getDefaultSubtitle,15204,1
1421832071524,local,getSubtitles,16550,1
1421832075212,local,applySubtitles,3688,1
1421832075214,local,videoProvisioner,348873,1
1421832075434,local,checkIfAvailable,216,1
1421832081103,local,downloadVideo,5668,1
1421832081104,local,getVideoResource,5890,1
1421832083704,local,checkIfSubtitlesExists,13938,1
1421832092372,local,getDefaultSubtitle,8667,1
1421832092372,local,getSubtitles,28528,1
1421832092726,local,applySubtitles,353,1
1421832092726,local,videoProvisioner,376387,1
1421832092886,local,scaleVideo,102706,1
1421832093958,local,transcodeVideo,1071,1
1421832095348,local,checkIfAvailable,2619,1
1421832095500,local,downloadVideo,151,1
1421832095501,local,getVideoResource,2774,1
1421832099056,local,bitDepthReduction,5097,1
1421832099057,local,videoProvisioner,302701,1
1421832100519,local,checkIfAvailable,1460,1
1421832100520,local,getVideoResource,1463,1
1421832129418,local,scaleVideo,112124,1
1421832131136,local,transcodeVideo,1717,1
1421832136078,local,scaleVideo,125145,1
1421832137155,local,transcodeVideo,1076,1
1421832139511,local,scaleVideo,128808,1
1421832144135,local,transcodeVideo,4623,1
1421832149309,local,bitDepthReduction,12153,1
1421832149313,local,videoProvisioner,357959,1
1421832152042,local,scaleVideo,115700,1
1421832152829,local,transcodeVideo,786,1
1421832153029,local,bitDepthReduction,8894,1
1421832153029,local,videoProvisioner,326666,1
1421832153954,local,checkIfAvailable,922,1
1421832156043,local,bitDepthReduction,3213,1
1421832156043,local,videoProvisioner,279670,1
1421832156573,local,bitDepthReduction,25436,1
1421832158187,local,checkIfSubtitlesAvailable,1611,1
1421832158187,local,getSubtitles,1613,1
1421832159161,local,checkIfAvailable,9845,1
1421832159183,local,applySubtitles,995,1
1421832159184,local,videoProvisioner,327820,1
1421832159855,local,checkIfAvailable,3809,1
1421832160605,local,downloadVideo,749,1
1421832160606,local,getVideoResource,4562,1
1421832162392,local,downloadVideo,8437,1
1421832162392,local,getVideoResource,9362,1
1421832162996,local,downloadVideo,3834,1
1421832162996,local,getVideoResource,13683,1
1421832165340,local,checkIfAvailable,6153,1
1421832173517,local,downloadVideo,8176,1
1421832173518,local,getVideoResource,14334,1
1421832196950,local,scaleVideo,115845,1
1421832197431,local,transcodeVideo,480,1
1421832197496,local,scaleVideo,184454,1
1421832198539,local,bitDepthReduction,1107,1
1421832198540,local,videoProvisioner,314164,1
1421832200987,local,transcodeVideo,3490,1
1421832205794,local,checkIfAvailable,7251,1
1421832206036,local,downloadVideo,241,1
1421832206037,local,getVideoResource,7497,1
1421832208769,local,scaleVideo,113268,1
1421832211427,local,transcodeVideo,2658,1
1421832213141,local,bitDepthReduction,12153,1
1421832213142,local,videoProvisioner,346771,1
1421832217211,local,bitDepthReduction,5782,1
1421832217211,local,videoProvisioner,324834,1
1421832222877,local,checkIfAvailable,5663,1
1421832228677,local,checkIfAvailable,15532,1
1421832229229,local,downloadVideo,552,1
1421832229230,local,getVideoResource,16087,1
1421832235260,local,downloadVideo,12382,1
1421832235261,local,getVideoResource,18049,1
1421832263350,local,scaleVideo,102743,1
1421832265223,local,transcodeVideo,1872,1
1421832267668,local,scaleVideo,105275,1
1421832268627,local,transcodeVideo,958,1
1421832268888,local,bitDepthReduction,260,1
1421832268888,local,videoProvisioner,356505,1
1421832276667,local,checkIfAvailable,7775,1
1421832277697,local,downloadVideo,1029,1
1421832277698,local,getVideoResource,8808,1
1421832278675,local,bitDepthReduction,13451,1
1421832278676,local,videoProvisioner,354290,1
1421832279854,local,checkIfAvailable,1175,1
1421832290439,local,downloadVideo,10585,1
1421832290440,local,getVideoResource,11764,1
1421832299998,local,scaleVideo,126479,1
1421832308009,local,transcodeVideo,8010,1
1421832313314,local,bitDepthReduction,5304,1
1421832324192,local,checkIfSubtitlesAvailable,10874,1
1421832330208,local,scaleVideo,124170,1
1421832333103,local,checkIfSubtitlesExists,8911,1
1421832336569,local,getDefaultSubtitle,3465,1
1421832336570,local,getSubtitles,23255,1
1421832343823,local,applySubtitles,7253,1
1421832343824,local,videoProvisioner,411435,1
1421832344675,local,transcodeVideo,14466,1
1421832345394,local,checkIfAvailable,1568,1
1421832348696,local,scaleVideo,113435,1
1421832348856,local,transcodeVideo,159,1
1421832350965,local,bitDepthReduction,6289,1
1421832351376,local,downloadVideo,5981,1
1421832351378,local,getVideoResource,7554,1
1421832354562,local,bitDepthReduction,5706,1
1421832354564,local,videoProvisioner,366160,1
1421832355572,local,checkIfSubtitlesAvailable,4604,1
1421832361078,local,checkIfSubtitlesExists,5505,1
1421832365420,local,getDefaultSubtitle,4341,1
1421832365421,local,getSubtitles,14455,1
1421832367317,local,applySubtitles,1895,1
1421832367318,local,videoProvisioner,402921,1
1421832370213,local,checkIfAvailable,2893,1
1421832371742,local,downloadVideo,1529,1
1421832371743,local,getVideoResource,4425,1
1421832388064,local,checkIfAvailable,33497,1
1421832393385,local,downloadVideo,5320,1
1421832393385,local,getVideoResource,38821,1
1421832400011,local,scaleVideo,122313,1
1421832404676,local,transcodeVideo,4664,1
1421832405943,local,bitDepthReduction,1266,1
1421832405944,local,videoProvisioner,381530,1
1421832420442,local,checkIfAvailable,14495,1
1421832443058,local,downloadVideo,22615,1
1421832443059,local,getVideoResource,37114,1
1421832452839,local,scaleVideo,101460,1
1421832460039,local,scaleVideo,359518,1
1421832462966,local,transcodeVideo,10126,1
1421832472687,local,bitDepthReduction,9720,1
1421832472688,local,videoProvisioner,440271,1
1421832475966,local,checkIfAvailable,3275,1
1421832476621,local,downloadVideo,654,1
1421832476621,local,getVideoResource,3933,1
1421832477836,local,transcodeVideo,17796,1
1421832483188,local,scaleVideo,320191,1
1421832484969,local,bitDepthReduction,7131,1
1421832487676,local,scaleVideo,44616,1
1421832488931,local,checkIfSubtitlesAvailable,3958,1
1421832489514,local,transcodeVideo,6324,1
1421832492105,local,transcodeVideo,4428,1
1421832495380,local,bitDepthReduction,5866,1
1421832495381,local,videoProvisioner,586999,1
1421832497316,local,checkIfAvailable,1932,1
1421832499230,local,bitDepthReduction,7124,1
1421832499231,local,videoProvisioner,434803,1
1421832503361,local,checkIfAvailable,4127,1
1421832503691,local,downloadVideo,329,1
1421832503692,local,getVideoResource,4461,1
1421832509568,local,downloadVideo,12251,1
1421832509569,local,getVideoResource,14188,1
1421832514839,local,scaleVideo,121453,1
1421832521468,local,transcodeVideo,6628,1
1421832523600,local,scaleVideo,233159,1
1421832529580,local,checkIfSubtitlesExists,40648,1
1421832532826,local,transcodeVideo,9225,1
1421832532891,local,getDefaultSubtitle,3310,1
1421832532892,local,getSubtitles,47922,1
1421832534586,local,bitDepthReduction,13117,1
1421832534922,local,applySubtitles,2030,1
1421832534923,local,videoProvisioner,634544,1
1421832535465,local,bitDepthReduction,2638,1
1421832535841,local,checkIfSubtitlesAvailable,373,1
1421832543014,local,checkIfAvailable,8089,1
1421832545912,local,checkIfSubtitlesAvailable,11323,1
1421832546315,local,checkIfSubtitlesExists,10474,1
1421832546315,local,getSubtitles,10849,1
1421832546876,local,checkIfSubtitlesExists,963,1
1421832552028,local,applySubtitles,5712,1
1421832552029,local,videoProvisioner,523613,1
1421832554442,local,getDefaultSubtitle,7565,1
1421832555684,local,checkIfAvailable,3652,1
1421832556294,local,downloadVideo,13279,1
1421832556295,local,getVideoResource,21372,1
1421832556406,local,downloadVideo,721,1
1421832556407,local,getVideoResource,4377,1
1421832557736,local,translateSubtitleToLanguage,3293,1
1421832557736,local,getSubtitles,23149,1
1421832564174,local,applySubtitles,6437,1
1421832564174,local,videoProvisioner,527756,1
1421832570136,local,scaleVideo,60567,1
1421832570549,local,transcodeVideo,412,1
1421832572305,local,checkIfAvailable,8128,1
1421832574599,local,downloadVideo,2294,1
1421832574600,local,getVideoResource,10425,1
1421832576587,local,bitDepthReduction,6037,1
1421832576587,local,videoProvisioner,488149,1
1421832577233,local,checkIfAvailable,643,1
1421832586456,local,downloadVideo,9222,1
1421832586456,local,getVideoResource,9868,1
1421832597103,local,scaleVideo,367872,1
1421832602510,local,transcodeVideo,5406,1
1421832617056,local,scaleVideo,113364,1
1421832617936,local,transcodeVideo,879,1
1421832622993,local,scaleVideo,146371,1
1421832623797,local,transcodeVideo,803,1
1421832626196,local,bitDepthReduction,23684,1
1421832626196,local,videoProvisioner,645792,1
1421832627945,local,bitDepthReduction,10008,1
1421832627945,local,videoProvisioner,523501,1
1421832631772,local,checkIfAvailable,3824,1
1421832632446,local,downloadVideo,673,1
1421832632447,local,getVideoResource,4501,1
1421832633113,local,bitDepthReduction,9315,1
1421832633418,local,checkIfAvailable,7219,1
1421832634036,local,checkIfSubtitlesAvailable,918,1
1421832640601,local,downloadVideo,7182,1
1421832640602,local,getVideoResource,14405,1
1421832644647,local,checkIfSubtitlesExists,10610,1
1421832655285,local,getDefaultSubtitle,10638,1
1421832655286,local,getSubtitles,22172,1
1421832659036,local,scaleVideo,102740,1
1421832659880,local,transcodeVideo,843,1
1421832661706,local,applySubtitles,6420,1
1421832661706,local,videoProvisioner,589275,1
1421832662452,local,bitDepthReduction,2571,1
1421832663311,local,checkIfSubtitlesAvailable,856,1
1421832668792,local,checkIfSubtitlesExists,5481,1
1421832673162,local,getDefaultSubtitle,4370,1
1421832673163,local,getSubtitles,10710,1
1421832674563,local,applySubtitles,1400,1
1421832674566,local,videoProvisioner,522101,1
1421832675140,local,scaleVideo,118733,1
1421832676578,local,transcodeVideo,1437,1
1421832677408,local,bitDepthReduction,829,1
1421832677408,local,videoProvisioner,516939,1
1421832677886,local,checkIfAvailable,475,1
1421832684673,local,downloadVideo,6786,1
1421832684673,local,getVideoResource,7264,1
1421832686836,local,scaleVideo,112235,1
1421832688215,local,scaleVideo,101758,1
1421832688392,local,transcodeVideo,176,1
1421832689740,local,bitDepthReduction,1347,1
1421832689742,local,videoProvisioner,521270,1
1421832693950,local,transcodeVideo,7113,1
1421832700041,local,bitDepthReduction,6090,1
1421832700041,local,videoProvisioner,535570,1
1421832701168,local,checkIfAvailable,1124,1
1421832702048,local,checkIfAvailable,40339,1
1421832702543,local,downloadVideo,1374,1
1421832702552,local,getVideoResource,2510,1
1421832704144,local,checkIfAvailable,14399,1
1421832706384,local,downloadVideo,2240,1
1421832706384,local,getVideoResource,16642,1
1421832707665,local,checkIfAvailable,33096,1
1421832719364,local,downloadVideo,17315,1
1421832719364,local,getVideoResource,57657,1
1421832737123,local,scaleVideo,365379,1
1421832739108,local,downloadVideo,31442,1
1421832739109,local,getVideoResource,64543,1
1421832741303,local,transcodeVideo,4179,1
1421832751976,local,bitDepthReduction,10672,1
1421832751977,local,videoProvisioner,711558,1
1421832752769,local,checkIfAvailable,790,1
1421832768430,local,scaleVideo,127827,1
1421832770629,local,downloadVideo,17859,1
1421832770629,local,getVideoResource,18652,1
1421832770841,local,scaleVideo,138394,1
1421832771464,local,transcodeVideo,3034,1
1421832771612,local,transcodeVideo,770,1
1421832779597,local,bitDepthReduction,7984,1
1421832779597,local,videoProvisioner,583114,1
1421832787959,local,bitDepthReduction,16494,1
1421832787960,local,videoProvisioner,615486,1
1421832790269,local,checkIfAvailable,2307,1
1421832792362,local,checkIfAvailable,12753,1
1421832793983,local,downloadVideo,1621,1
1421832793983,local,getVideoResource,14385,1
1421832813713,local,scaleVideo,129039,1
1421832816144,local,transcodeVideo,2430,1
1421832818685,local,downloadVideo,28415,1
1421832818685,local,getVideoResource,30725,1
1421832832522,local,bitDepthReduction,16378,1
1421832832522,local,videoProvisioner,579351,1
1421832834267,local,checkIfAvailable,1742,1
1421832839716,local,scaleVideo,133331,1
1421832843114,local,transcodeVideo,3397,1
1421832844368,local,bitDepthReduction,1253,1
1421832845525,local,checkIfSubtitlesAvailable,1154,1
1421832846315,local,scaleVideo,126950,1
1421832847783,local,scaleVideo,145230,1
1421832850266,local,transcodeVideo,2482,1
1421832850812,local,downloadVideo,16544,1
1421832850812,local,getVideoResource,18289,1
1421832851399,local,bitDepthReduction,1132,1
1421832851400,local,videoProvisioner,584889,1
1421832854664,local,checkIfAvailable,3262,1
1421832855904,local,transcodeVideo,9589,1
1421832857574,local,downloadVideo,2910,1
1421832857575,local,getVideoResource,6175,1
1421832858622,local,bitDepthReduction,2716,1
1421832858623,local,videoProvisioner,635462,1
1421832862716,local,checkIfAvailable,4091,1
1421832866237,local,downloadVideo,3520,1
1421832866237,local,getVideoResource,7614,1
1421832870850,local,checkIfSubtitlesExists,25323,1
1421832871328,local,getDefaultSubtitle,477,1
1421832871328,local,getSubtitles,26959,1
1421832875332,local,applySubtitles,4003,1
1421832875333,local,videoProvisioner,615492,1
1421832878560,local,checkIfAvailable,3224,1
1421832886403,local,downloadVideo,7843,1
1421832886404,local,getVideoResource,11070,1
1421832887586,local,scaleVideo,116956,1
1421832888500,local,transcodeVideo,913,1
1421832894463,local,bitDepthReduction,5963,1
1421832894464,local,videoProvisioner,621284,1
1421832904289,local,checkIfAvailable,9822,1
1421832904924,local,downloadVideo,634,1
1421832904924,local,getVideoResource,10460,1
1421832911343,local,scaleVideo,117359,1
1421832913624,local,transcodeVideo,2280,1
1421832932237,local,bitDepthReduction,18613,1
1421832932237,local,videoProvisioner,655722,1
1421832945670,local,checkIfAvailable,13429,1
1421832945941,local,scaleVideo,127255,1
1421832958819,local,downloadVideo,13148,1
1421832958820,local,getVideoResource,26582,1
1421832964446,local,scaleVideo,113633,1
1421832967144,local,transcodeVideo,21203,1
1421832967260,local,transcodeVideo,2813,1
1421832974649,local,bitDepthReduction,7504,1
1421832974649,local,videoProvisioner,694799,1
1421832977928,local,bitDepthReduction,10668,1
1421832977929,local,videoProvisioner,684739,1
1421832978079,local,scaleVideo,120503,1
1421832978427,local,checkIfAvailable,3775,1
1421832978619,local,checkIfAvailable,687,1
1421832980433,local,transcodeVideo,2353,1
1421832981346,local,scaleVideo,115108,1
1421832982185,local,downloadVideo,3565,1
1421832982185,local,getVideoResource,4256,1
1421832982832,local,transcodeVideo,1485,1
1421832985960,local,bitDepthReduction,5526,1
1421832985960,local,videoProvisioner,679430,1
1421832987892,local,bitDepthReduction,5059,1
1421832987892,local,videoProvisioner,678029,1
1421832991064,local,downloadVideo,12636,1
1421832991065,local,getVideoResource,16415,1
1421832992244,local,checkIfAvailable,6280,1
1421832996238,local,downloadVideo,3994,1
1421832996239,local,getVideoResource,10278,1
1421833000246,local,checkIfAvailable,12351,1
1421833006523,local,downloadVideo,6276,1
1421833006524,local,getVideoResource,18631,1
1421833053053,local,scaleVideo,148129,1
1421833057384,local,transcodeVideo,4330,1
1421833059548,local,scaleVideo,68483,1
