timestamp,selflet 
1424616916111,100
1424616943619,101
1424603223813,10
1424616945773,102
1424617297845,103
1424617318310,104
1424617327094,105
1424617597178,106
1424617632642,107
1424617679143,108
1424617905782,109
1424617918159,110
1424617925784,111
1424603418455,11
1424618207990,112
1424618242697,113
1424618283837,114
1424618535897,115
1424618537661,116
1424618550169,117
1424618901194,118
1424618904689,119
1424618922360,120
1424619245890,121
1424603690698,12
1424619419366,122
1424619425762,123
1424619576989,124
1424619691591,125
1424619719143,126
1424619890729,127
1424619901485,128
1424619919187,129
1424620412331,130
1424620452911,131
1424603703418,13
1424620857378,132
1424620927883,133
1424621152188,134
1424622263878,135
1424622331498,136
1424622429215,137
1424622678338,138
1424622956909,139
1424623082980,140
1424623107819,141
1424603750120,14
1424623191861,142
1424603859883,15
1424603921872,16
1424604141318,17
1424604301066,18
1424604314551,19
1424604472528,20
1424604490922,21
1424602374002,2
1424604540339,22
1424604774020,23
1424604999546,24
1424605171051,25
1424605242410,26
1424605286055,27
1424605474101,28
1424605487991,29
1424605589159,30
1424605806426,31
1424602373977,3
1424606031088,32
1424606044629,33
1424606112174,34
1424606130785,35
1424606167083,36
1424606414351,37
1424606481175,38
1424606654605,39
1424606779360,40
1424606797242,41
1424602373149,4
1424606807116,42
1424607089125,43
1424607106246,44
1424607110899,45
1424607408191,46
1424607408375,47
1424607414149,48
1424607706822,49
1424607719826,50
1424607739682,51
1424602712554,5
1424608013990,52
1424608122524,53
1424608165661,54
1424608315641,55
1424608341113,56
1424608396303,57
1424608642731,58
1424608672233,59
1424608694675,60
1424608968080,61
1424602721947,6
1424609005721,62
1424609070922,63
1424609360333,64
1424609409064,65
1424609464227,66
1424609695337,67
1424609753024,68
1424609797038,69
1424610105276,70
1424610197594,71
1424602722419,7
1424611748080,72
1424611852615,73
1424611855667,74
1424613030162,75
1424613642383,76
1424613666587,77
1424613686399,78
1424614006860,79
1424614063119,80
1424614193623,81
1424603049879,8
1424614373468,82
1424614376792,83
1424614461382,84
1424614683347,85
1424614752205,86
1424614803731,87
1424614981414,88
1424614985622,89
1424614999046,90
1424615545724,91
1424603080494,9
1424615592311,92
1424615607006,93
1424615900203,94
1424615922601,95
1424615973474,96
1424616589108,97
1424616676769,98
1424616681314,99
