timestamp,selflet,started,ended,lifetime 
1424438855478,100,1424435789560,1424438855478,3065918
1424439436477,101,1424435880291,1424439436477,3556186
1424424860035,10,1424421634017,1424424860035,3226018
1424438692838,102,1424435977086,1424438692838,2715752
1424439446972,103,1424436110872,1424439446972,3336100
1424439104002,104,1424436168165,1424439104002,2935837
1424439149442,106,1424436443718,1424439149441,2705723
1424439483476,107,1424436467564,1424439483476,3015912
1424439205995,108,1424436500271,1424439205994,2705723
1424439462640,109,1424436756850,1424439462640,2705790
1424439614903,110,1424436779158,1424439614903,2835745
1424428227526,11,1424421863940,1424428227526,6363586
1424439862404,112,1424437076627,1424439862404,2785777
1424439948331,113,1424437112477,1424439948330,2835853
1424439870486,114,1424437164782,1424439870486,2705704
1424440235985,115,1424437390193,1424440235985,2845792
1424440148967,116,1424437423261,1424440148967,2725706
1424441001592,117,1424437495461,1424441001591,3506130
1424440748225,118,1424437802396,1424440748225,2945829
1424440576369,119,1424437870646,1424440576368,2705722
1424440936770,120,1424437930925,1424440936769,3005844
1424440903249,121,1424438107477,1424440903249,2795772
1424424731992,12,1424421866198,1424424731992,2865794
1424441303917,122,1424438137915,1424441303916,3166001
1424441088363,123,1424438142475,1424441088363,2945888
1424444800940,124,1424438497767,1424444800940,6303173
1424441615831,125,1424438559917,1424441615830,3055913
1424441291051,126,1424438565378,1424441291051,2725673
1424442255423,127,1424438799270,1424442255423,3456153
1424442120835,128,1424438814848,1424442120834,3305986
1424442150369,130,1424439114537,1424442150368,3035831
1424442107118,131,1424439221300,1424442107118,2885818
1424425164469,13,1424421868334,1424425164469,3296135
1424442130104,132,1424439424395,1424442130104,2705709
1424443547550,133,1424440531701,1424443547549,3015848
1424443720156,134,1424441014511,1424443720155,2705644
1424444782411,135,1424441466502,1424444782410,3315908
1424444943967,136,1424441628039,1424444943967,3315928
1424444680243,137,1424441674448,1424444680243,3005795
1424444802832,138,1424441786972,1424444802832,3015860
1424444625999,140,1424441920316,1424444625999,2705683
1424425189190,14,1424422173314,1424425189189,3015875
1424428479179,15,1424422175764,1424428479179,6303415
1424425254420,16,1424422178513,1424425254419,3075906
1424425440411,17,1424422474569,1424425440411,2965842
1424426158284,18,1424422652136,1424426158284,3506148
1424428959121,19,1424422655738,1424428959121,6303383
1424429489150,20,1424422775151,1424429489150,6713999
1424429089012,21,1424422785698,1424429089011,6303313
1424423713180,2,1424420957420,1424423713180,2755760
1424426325351,22,1424422809216,1424426325351,3516135
1424426353968,23,1424423328078,1424426353967,3025889
1424426121919,24,1424423336126,1424426121919,2785793
1424426849737,25,1424423413486,1424426849737,3436251
1424434256163,26,1424423721825,1424434256162,10534337
1424427200134,27,1424423763977,1424427200133,3436156
1424427062084,28,1424423786042,1424427062083,3276041
1424430475285,29,1424424151659,1424430475285,6323626
1424427031159,30,1424424155354,1424427031159,2875805
1424430490142,31,1424424156760,1424430490142,6333382
1424423654481,3,1424420948679,1424423654481,2705802
1424427200770,32,1424424465033,1424427200770,2735737
1424427376658,33,1424424530877,1424427376658,2845781
1424427241199,34,1424424535441,1424427241199,2705758
1424427761969,35,1424424776124,1424427761969,2985845
1424427528053,36,1424424802303,1424427528053,2725750
1424427510039,37,1424424804303,1424427510038,2705735
1424428428056,38,1424425141980,1424428428055,3286075
1424428517901,41,1424425482025,1424428517900,3035875
1424423701683,4,1424420945894,1424423701682,2755788
1424428198604,42,1424425492883,1424428198603,2705720
1424428787974,43,1424425501958,1424428787974,3286016
