timestamp,service,rt,selfletID,numberOfReqs 
1423216660899,videoProvisioner,11659,3, 1
1423216663857,videoProvisioner,29957,4, 1
1423216668669,videoProvisioner,27321,2, 1
1423216687268,videoProvisioner,30130,2, 1
1423216701753,videoProvisioner,36716,3, 1
1423216710526,videoProvisioner,29691,4, 1
1423216713182,videoProvisioner,40246,3, 1
1423216725161,videoProvisioner,36428,3, 1
1423216725662,videoProvisioner,29030,2, 1
1423216733481,videoProvisioner,28952,4, 1
1423216744358,videoProvisioner,31929,2, 1
1423216748268,videoProvisioner,27941,4, 1
1423216755335,videoProvisioner,27109,3, 1
1423216763104,videoProvisioner,26980,4, 1
1423216773128,videoProvisioner,29105,2, 1
1423216774932,videoProvisioner,23010,2, 1
1423216812072,videoProvisioner,52250,3, 1
1423216824000,videoProvisioner,48384,3, 1
1423216827208,videoProvisioner,35795,4, 1
1423216838085,videoProvisioner,38774,4, 1
1423216847809,videoProvisioner,32701,4, 1
1423216849763,videoProvisioner,42553,2, 1
1423216873519,videoProvisioner,50512,2, 1
1423216880586,videoProvisioner,112868,3, 1
1423216883944,videoProvisioner,45140,3, 1
1423216885047,videoProvisioner,38345,4, 1
1423216885598,videoProvisioner,102084,2, 1
1423216903340,videoProvisioner,32943,2, 1
1423216911911,videoProvisioner,17819,3, 1
1423216925143,videoProvisioner,62645,4, 1
1423216930255,videoProvisioner,51960,4, 1
1423216930456,videoProvisioner,75856,4, 1
1423216932261,videoProvisioner,101356,3, 1
1423216946395,videoProvisioner,60201,4, 1
1423216948650,videoProvisioner,30862,5, 1
1423216951858,videoProvisioner,49868,4, 1
1423216958373,videoProvisioner,48484,2, 1
1423216967044,videoProvisioner,25562,3, 1
1423216979624,videoProvisioner,53938,2, 1
1423216981930,videoProvisioner,26926,7, 1
1423216984788,videoProvisioner,23022,5, 1
1423216989599,videoProvisioner,56015,2, 1
1423216995014,videoProvisioner,46769,2, 1
1423217003284,videoProvisioner,34757,5, 1
1423217005340,videoProvisioner,30052,3, 1
1423217019926,videoProvisioner,37876,2, 1
1423217025891,videoProvisioner,30318,4, 1
1423217026743,videoProvisioner,37932,7, 1
1423217027194,videoProvisioner,24860,6, 1
1423217044134,videoProvisioner,35038,7, 1
