timestamp,reqType,service,rt,selflet,numberOfReqs 
1423231055740,LocalReqLocalExe,checkIfAvailable,1311,100,1
1423231057591,LocalReqLocalExe,downloadVideo,1849,100,1
1423231057593,LocalReqLocalExe,getVideoResource,3165,100,1
1423231076926,LocalReqLocalExe,scaleVideo,19333,100,1
1423231077014,LocalReqLocalExe,transcodeVideo,87,100,1
1423231077946,LocalReqLocalExe,bitDepthReduction,931,100,1
1423231077947,LocalReqLocalExe,videoProvisioner,23520,100,1
1423231105634,LocalReqLocalExe,checkIfAvailable,1448,100,1
1423231107242,LocalReqLocalExe,downloadVideo,1607,100,1
1423231107243,LocalReqLocalExe,getVideoResource,3058,100,1
1423231132206,LocalReqLocalExe,scaleVideo,24962,100,1
1423231134927,LocalReqLocalExe,transcodeVideo,2720,100,1
1423231139275,LocalReqLocalExe,bitDepthReduction,4348,100,1
1423231139275,LocalReqLocalExe,videoProvisioner,35090,100,1
1423231194338,LocalReqLocalExe,checkIfAvailable,2455,100,1
1423231197563,LocalReqLocalExe,downloadVideo,3224,100,1
1423231197563,LocalReqLocalExe,getVideoResource,5681,100,1
1423231210626,LocalReqLocalExe,scaleVideo,13062,100,1
1423231210730,LocalReqLocalExe,transcodeVideo,103,100,1
1423231214294,LocalReqLocalExe,bitDepthReduction,3563,100,1
1423231214295,LocalReqLocalExe,videoProvisioner,22414,100,1
1423231373334,LocalReqLocalExe,checkIfAvailable,20,100,1
1423231374727,LocalReqLocalExe,downloadVideo,1392,100,1
1423231374727,LocalReqLocalExe,getVideoResource,1414,100,1
1423231400330,LocalReqLocalExe,scaleVideo,25602,100,1
1423231402794,LocalReqLocalExe,transcodeVideo,2463,100,1
1423231402910,LocalReqLocalExe,bitDepthReduction,115,100,1
1423231402911,LocalReqLocalExe,videoProvisioner,29598,100,1
1423231429822,LocalReqLocalExe,checkIfAvailable,2053,100,1
1423231432966,LocalReqLocalExe,downloadVideo,3143,100,1
1423231432967,LocalReqLocalExe,getVideoResource,5199,100,1
1423231458558,LocalReqLocalExe,scaleVideo,25590,100,1
1423231460222,LocalReqLocalExe,transcodeVideo,1663,100,1
1423231461770,LocalReqLocalExe,bitDepthReduction,1547,100,1
1423231462234,LocalReqLocalExe,checkIfSubtitlesAvailable,462,100,1
1423231464902,LocalReqLocalExe,checkIfSubtitlesExists,2667,100,1
1423231467602,LocalReqLocalExe,getDefaultSubtitle,2699,100,1
