timestamp,service,rt,selfletID,numberOfReqs 
1424680482887,videoProvisioner,32569,2, 1
1424680495719,videoProvisioner,13788,2, 1
1424680514817,videoProvisioner,64479,3, 1
1424680535568,videoProvisioner,45739,3, 1
1424680544289,videoProvisioner,86045,3, 1
1424680555667,videoProvisioner,57940,4, 1
1424680564287,videoProvisioner,42865,4, 1
1424680564688,videoProvisioner,90656,3, 1
1424680576215,videoProvisioner,70589,2, 1
1424680577118,videoProvisioner,39900,4, 1
1424680598068,videoProvisioner,68748,3, 1
1424680602980,videoProvisioner,26271,2, 1
1424680607040,videoProvisioner,140906,3, 1
1424680615711,videoProvisioner,31104,4, 1
1424680624231,videoProvisioner,31725,4, 1
1424680636411,videoProvisioner,122887,3, 1
1424680645683,videoProvisioner,29483,2, 1
1424680653051,videoProvisioner,84240,3, 1
1424680653052,videoProvisioner,21055,4, 1
1424680662173,videoProvisioner,117057,3, 1
1424680664329,videoProvisioner,111314,3, 1
1424680668691,videoProvisioner,107778,3, 1
1424680688189,videoProvisioner,64091,3, 1
1424680688239,videoProvisioner,87835,3, 1
1424680702123,videoProvisioner,14839,4, 1
1424680722975,videoProvisioner,83080,2, 1
1424680725131,videoProvisioner,14151,4, 1
1424680726083,videoProvisioner,30901,4, 1
1424680726635,videoProvisioner,78842,2, 1
1424680748486,videoProvisioner,92795,2, 1
1424680760365,videoProvisioner,152063,2, 1
1424680760816,videoProvisioner,26143,3, 1
1424680773046,videoProvisioner,54169,3, 1
1424680778209,videoProvisioner,106722,2, 1
1424680788634,videoProvisioner,109249,2, 1
1424680789987,videoProvisioner,86907,2, 1
1424680792093,videoProvisioner,28098,5, 1
1424680793196,videoProvisioner,129607,3, 1
1424680806930,videoProvisioner,15889,4, 1
1424680807131,videoProvisioner,56661,2, 1
1424680808334,videoProvisioner,65762,2, 1
1424680817957,videoProvisioner,91181,4, 1
1424680820263,videoProvisioner,63032,3, 1
1424680821466,videoProvisioner,37187,6, 1
1424680823271,videoProvisioner,59279,3, 1
