timestamp,selflet,started,ended,lifetime 
1424697834917,100,1424695099179,1424697834916,2735737
1424698417376,101,1424695401518,1424698417376,3015858
1424687689136,10,1424681355680,1424687689136,6333456
1424698364379,102,1424695498549,1424698364379,2865830
1424701872088,103,1424695568679,1424701872088,6303409
1424698831858,104,1424695705925,1424698831858,3125933
1424698418126,105,1424695712391,1424698418126,2705735
1424698466666,106,1424695710933,1424698466666,2755733
1424699417866,107,1424696011782,1424699417866,3406084
1424698737309,108,1424696031576,1424698737309,2705733
1424698771268,109,1424696055511,1424698771267,2715756
1424699160599,110,1424696314750,1424699160598,2845848
1424699172745,111,1424696316924,1424699172745,2855821
1424684438099,11,1424681412201,1424684438098,3025897
1424699595853,112,1424696319825,1424699595852,3276027
1424699327313,113,1424696621570,1424699327312,2705742
1424699329976,114,1424696624252,1424699329976,2705724
1424699345774,115,1424696639987,1424699345774,2705787
1424699736842,116,1424697031099,1424699736841,2705742
1424699752143,117,1424697046431,1424699752142,2705711
1424703354143,118,1424697050944,1424703354143,6303199
1424700047365,119,1424697341579,1424700047365,2705786
1424700134995,120,1424697349267,1424700134994,2785727
1424700079850,121,1424697374114,1424700079850,2705736
1424684932094,12,1424681656017,1424684932094,3276077
1424700387395,124,1424697681696,1424700387395,2705699
1424700990153,126,1424697984293,1424700990153,3005860
1424701183244,127,1424698057316,1424701183244,3125928
1424701528064,128,1424698302091,1424701528063,3225972
1424701540156,129,1424698364067,1424701540155,3176088
1424701833872,130,1424698397764,1424701833872,3436108
1424684479210,13,1424681703393,1424684479210,2775817
1424701824735,132,1424698728847,1424701824734,3095887
1424702545848,134,1424699840030,1424702545848,2705818
1424703800868,137,1424701095204,1424703800868,2705664
1424703808278,138,1424701102624,1424703808278,2705654
1424703828231,139,1424701122548,1424703828231,2705683
1424684521363,14,1424681815624,1424684521363,2705739
1424688269613,15,1424681966219,1424688269613,6303394
1424688459176,16,1424681985510,1424688459176,6473666
1424685221850,17,1424682145902,1424685221849,3075947
1424688508036,18,1424682144518,1424688508036,6363518
1424685238208,19,1424682252363,1424685238208,2985845
1424685939447,20,1424682553372,1424685939447,3386075
1424685928076,21,1424682632027,1424685928076,3296049
1424683143093,2,1424680437338,1424683143093,2705755
1424685921742,22,1424682695705,1424685921742,3226037
1424686131181,23,1424682875070,1424686131180,3256110
1424686450526,24,1424683004330,1424686450525,3446195
1424686481128,25,1424683064965,1424686481128,3416163
1424686199234,26,1424683303394,1424686199234,2895840
