timestamp,reqType,service,rt,selflet,numberOfReqs 
1424617105318,LocalReqLocalExe,checkIfAvailable,987,100,1
1424617107356,LocalReqLocalExe,downloadVideo,2037,100,1
1424617107356,LocalReqLocalExe,getVideoResource,3041,100,1
1424617165292,LocalReqLocalExe,scaleVideo,57935,100,1
1424617165776,LocalReqLocalExe,transcodeVideo,484,100,1
1424617166500,LocalReqLocalExe,bitDepthReduction,724,100,1
1424617166500,LocalReqLocalExe,videoProvisioner,62186,100,1
1424617200436,LocalReqLocalExe,checkIfAvailable,296,100,1
1424617202500,LocalReqLocalExe,downloadVideo,2064,100,1
1424617202500,LocalReqLocalExe,getVideoResource,2361,100,1
1424617225852,LocalReqLocalExe,scaleVideo,23351,100,1
1424617225996,LocalReqLocalExe,transcodeVideo,144,100,1
1424617227504,LocalReqLocalExe,bitDepthReduction,1507,100,1
1424617227504,LocalReqLocalExe,videoProvisioner,27365,100,1
1424617251044,LocalReqLocalExe,checkIfAvailable,804,100,1
1424617252468,LocalReqLocalExe,downloadVideo,1423,100,1
1424617252468,LocalReqLocalExe,getVideoResource,2229,100,1
1424617270713,LocalReqLocalExe,checkIfAvailable,870,100,1
1424617271191,LocalReqLocalExe,downloadVideo,477,100,1
1424617271192,LocalReqLocalExe,getVideoResource,1350,100,1
1424617272251,LocalReqLocalExe,scaleVideo,19782,100,1
1424617273686,LocalReqLocalExe,transcodeVideo,1434,100,1
1424617274601,LocalReqLocalExe,bitDepthReduction,913,100,1
1424617274601,LocalReqLocalExe,videoProvisioner,24363,100,1
1424617291736,LocalReqLocalExe,scaleVideo,20543,100,1
1424617292896,LocalReqLocalExe,transcodeVideo,1160,100,1
1424617293172,LocalReqLocalExe,bitDepthReduction,276,100,1
1424617293172,LocalReqLocalExe,videoProvisioner,23330,100,1
1424617322808,LocalReqLocalExe,checkIfAvailable,678,100,1
1424617328831,LocalReqLocalExe,downloadVideo,6023,100,1
1424617328832,LocalReqLocalExe,getVideoResource,6711,100,1
1424617351932,LocalReqLocalExe,scaleVideo,23099,100,1
1424617352192,LocalReqLocalExe,transcodeVideo,260,100,1
1424617352328,LocalReqLocalExe,bitDepthReduction,135,100,1
1424617352328,LocalReqLocalExe,videoProvisioner,30208,100,1
1424617446032,LocalReqLocalExe,checkIfAvailable,1338,100,1
1424617446032,LocalReqLocalExe,getVideoResource,1338,100,1
1424617468380,LocalReqLocalExe,scaleVideo,22347,100,1
1424617469496,LocalReqLocalExe,transcodeVideo,1115,100,1
1424617470100,LocalReqLocalExe,bitDepthReduction,604,100,1
1424617470100,LocalReqLocalExe,videoProvisioner,25407,100,1
1424617575132,LocalReqLocalExe,checkIfAvailable,311,100,1
1424617575200,LocalReqLocalExe,downloadVideo,68,100,1
1424617575200,LocalReqLocalExe,getVideoResource,379,100,1
1424617616481,LocalReqLocalExe,scaleVideo,41280,100,1
1424617616553,LocalReqLocalExe,transcodeVideo,71,100,1
1424617616936,LocalReqLocalExe,bitDepthReduction,383,100,1
1424617616936,LocalReqLocalExe,videoProvisioner,42116,100,1
1424617664144,LocalReqLocalExe,checkIfAvailable,488,100,1
1424617665308,LocalReqLocalExe,downloadVideo,1164,100,1
1424617665308,LocalReqLocalExe,getVideoResource,1653,100,1
1424617675112,LocalReqLocalExe,checkIfAvailable,195,100,1
1424617675747,LocalReqLocalExe,downloadVideo,634,100,1
1424617675748,LocalReqLocalExe,getVideoResource,832,100,1
1424617689328,LocalReqLocalExe,scaleVideo,13579,100,1
1424617689512,LocalReqLocalExe,scaleVideo,24203,100,1
1424617690052,LocalReqLocalExe,transcodeVideo,723,100,1
1424617690985,LocalReqLocalExe,transcodeVideo,1472,100,1
1424617693572,LocalReqLocalExe,bitDepthReduction,3519,100,1
1424617693573,LocalReqLocalExe,videoProvisioner,18657,100,1
1424617695152,LocalReqLocalExe,bitDepthReduction,4166,100,1
1424617695152,LocalReqLocalExe,videoProvisioner,31497,100,1
1424617750988,LocalReqLocalExe,checkIfAvailable,425,100,1
1424617753196,LocalReqLocalExe,downloadVideo,2208,100,1
1424617753196,LocalReqLocalExe,getVideoResource,2633,100,1
1424617808023,LocalReqLocalExe,checkIfAvailable,613,100,1
1424617809757,LocalReqLocalExe,downloadVideo,1733,100,1
1424617809757,LocalReqLocalExe,getVideoResource,2351,100,1
1424617827195,LocalReqLocalExe,scaleVideo,73998,100,1
1424617828345,LocalReqLocalExe,transcodeVideo,1149,100,1
1424617832589,LocalReqLocalExe,bitDepthReduction,4243,100,1
1424617832589,LocalReqLocalExe,videoProvisioner,82027,100,1
1424617833668,LocalReqLocalExe,scaleVideo,23910,100,1
1424617835056,LocalReqLocalExe,transcodeVideo,1388,100,1
1424617836108,LocalReqLocalExe,bitDepthReduction,1052,100,1
1424617836108,LocalReqLocalExe,videoProvisioner,28702,100,1
1424617837884,LocalReqLocalExe,checkIfAvailable,161,100,1
1424617837884,LocalReqLocalExe,getVideoResource,162,100,1
1424617862976,LocalReqLocalExe,scaleVideo,25091,100,1
1424617863900,LocalReqLocalExe,transcodeVideo,923,100,1
1424617865164,LocalReqLocalExe,bitDepthReduction,1264,100,1
1424617865164,LocalReqLocalExe,videoProvisioner,27442,100,1
1424617908960,LocalReqLocalExe,checkIfAvailable,498,100,1
1424617909436,LocalReqLocalExe,downloadVideo,476,100,1
1424617909436,LocalReqLocalExe,getVideoResource,975,100,1
1424617930520,LocalReqLocalExe,scaleVideo,21083,100,1
1424617930940,LocalReqLocalExe,transcodeVideo,420,100,1
1424617932292,LocalReqLocalExe,bitDepthReduction,1352,100,1
1424617932292,LocalReqLocalExe,videoProvisioner,23831,100,1
1424617946188,LocalReqLocalExe,checkIfAvailable,1094,100,1
1424617946992,LocalReqLocalExe,downloadVideo,804,100,1
1424617946992,LocalReqLocalExe,getVideoResource,1898,100,1
1424617955036,LocalReqLocalExe,scaleVideo,8043,100,1
1424617955732,LocalReqLocalExe,transcodeVideo,696,100,1
1424617956488,LocalReqLocalExe,bitDepthReduction,756,100,1
1424617956488,LocalReqLocalExe,videoProvisioner,11395,100,1
1424618000856,LocalReqLocalExe,checkIfAvailable,3434,100,1
1424618001188,LocalReqLocalExe,downloadVideo,332,100,1
1424618001188,LocalReqLocalExe,getVideoResource,3767,100,1
1424618020760,LocalReqLocalExe,scaleVideo,19571,100,1
1424618021120,LocalReqLocalExe,transcodeVideo,360,100,1
1424618022576,LocalReqLocalExe,bitDepthReduction,1456,100,1
1424618023128,LocalReqLocalExe,checkIfSubtitlesAvailable,551,100,1
1424618024340,LocalReqLocalExe,checkIfSubtitlesExists,1212,100,1
1424618025976,LocalReqLocalExe,getDefaultSubtitle,1636,100,1
1424618026188,LocalReqLocalExe,translateSubtitleToLanguage,212,100,1
1424618026188,LocalReqLocalExe,getSubtitles,3612,100,1
1424618027216,LocalReqLocalExe,applySubtitles,1027,100,1
1424618027216,LocalReqLocalExe,videoProvisioner,29795,100,1
1424618038452,LocalReqLocalExe,checkIfAvailable,451,100,1
1424618039108,LocalReqLocalExe,downloadVideo,656,100,1
1424618039108,LocalReqLocalExe,getVideoResource,1108,100,1
1424618061448,LocalReqLocalExe,scaleVideo,22339,100,1
1424618064268,LocalReqLocalExe,transcodeVideo,2820,100,1
1424618064732,LocalReqLocalExe,bitDepthReduction,464,100,1
1424618064768,LocalReqLocalExe,checkIfSubtitlesAvailable,35,100,1
1424618065340,LocalReqLocalExe,checkIfSubtitlesExists,572,100,1
1424618067364,LocalReqLocalExe,getDefaultSubtitle,2024,100,1
1424618067364,LocalReqLocalExe,getSubtitles,2632,100,1
1424618068160,LocalReqLocalExe,applySubtitles,795,100,1
1424618068160,LocalReqLocalExe,videoProvisioner,30160,100,1
1424618080644,LocalReqLocalExe,checkIfAvailable,436,100,1
1424618080644,LocalReqLocalExe,getVideoResource,437,100,1
1424618101476,LocalReqLocalExe,scaleVideo,20831,100,1
