timestamp,service,rt,selfletID,numberOfReqs 
1424602460481,videoProvisioner,71696,3, 1
1424602468201,videoProvisioner,64076,4, 1
1424602471108,videoProvisioner,59084,4, 1
1424602472712,videoProvisioner,29095,2, 1
1424602517122,videoProvisioner,57708,2, 1
1424602517723,videoProvisioner,50411,2, 1
1424602522485,videoProvisioner,102563,4, 1
1424602532460,videoProvisioner,57249,2, 1
1424602534014,videoProvisioner,35108,3, 1
1424602541432,videoProvisioner,26729,3, 1
1424602552960,videoProvisioner,46155,2, 1
1424602557321,videoProvisioner,129500,4, 1
1424602565241,videoProvisioner,42640,2, 1
1424602572460,videoProvisioner,136741,4, 1
1424602577773,videoProvisioner,31476,2, 1
1424602592410,videoProvisioner,140894,4, 1
1424602598927,videoProvisioner,36834,3, 1
1424602601534,videoProvisioner,118425,4, 1
1424602607549,videoProvisioner,77049,4, 1
1424602609053,videoProvisioner,31161,3, 1
1424602609204,videoProvisioner,15517,2, 1
1424602616071,videoProvisioner,46079,3, 1
1424602621886,videoProvisioner,225653,4, 1
1424602631062,videoProvisioner,45274,3, 1
1424602652217,videoProvisioner,113819,4, 1
1424602655225,videoProvisioner,101030,4, 1
1424602658935,videoProvisioner,49450,2, 1
1424602673322,videoProvisioner,24346,4, 1
1424602686154,videoProvisioner,60873,4, 1
1424602715375,videoProvisioner,50602,2, 1
1424602717881,videoProvisioner,116296,2, 1
1424602723094,videoProvisioner,50423,3, 1
1424602732868,videoProvisioner,52298,4, 1
1424602737279,videoProvisioner,40913,4, 1
1424602738733,videoProvisioner,247725,4, 1
1424602759734,videoProvisioner,142352,4, 1
1424602778580,videoProvisioner,68691,4, 1
1424602781136,videoProvisioner,78008,4, 1
1424602781888,videoProvisioner,51716,2, 1
1424602784846,videoProvisioner,47912,4, 1
1424602789107,videoProvisioner,155928,3, 1
1424602803644,videoProvisioner,115176,2, 1
1424602810411,videoProvisioner,32910,4, 1
1424602815774,videoProvisioner,174696,2, 1
1424602818581,videoProvisioner,101930,2, 1
1424602821890,videoProvisioner,78194,2, 1
1424602823694,videoProvisioner,32666,5, 1
