timestamp,reqType,service,rt,selflet,numberOfReqs 
1423158930788,LocalReqLocalExe,checkIfAvailable,934,100,1
1423158930789,LocalReqLocalExe,getVideoResource,935,100,1
1423158936337,LocalReqLocalExe,checkIfAvailable,323,100,1
1423158942154,LocalReqLocalExe,downloadVideo,5816,100,1
1423158942155,LocalReqLocalExe,getVideoResource,6142,100,1
1423158954825,LocalReqLocalExe,scaleVideo,24035,100,1
1423158955212,LocalReqLocalExe,transcodeVideo,386,100,1
1423158956570,LocalReqLocalExe,bitDepthReduction,1357,100,1
1423158956570,LocalReqLocalExe,videoProvisioner,26717,100,1
1423158968113,LocalReqLocalExe,scaleVideo,25957,100,1
1423158968617,LocalReqLocalExe,transcodeVideo,503,100,1
1423158969349,LocalReqLocalExe,bitDepthReduction,731,100,1
1423158969349,LocalReqLocalExe,videoProvisioner,33336,100,1
1423159013329,LocalReqLocalExe,checkIfAvailable,1159,100,1
1423159017169,LocalReqLocalExe,downloadVideo,3839,100,1
1423159017170,LocalReqLocalExe,getVideoResource,5001,100,1
1423159023539,LocalReqLocalExe,checkIfAvailable,3137,100,1
1423159024537,LocalReqLocalExe,downloadVideo,997,100,1
1423159024537,LocalReqLocalExe,getVideoResource,4135,100,1
1423159042959,LocalReqLocalExe,scaleVideo,25789,100,1
1423159044597,LocalReqLocalExe,transcodeVideo,1637,100,1
1423159044727,LocalReqLocalExe,bitDepthReduction,129,100,1
1423159044727,LocalReqLocalExe,videoProvisioner,32559,100,1
1423159050453,LocalReqLocalExe,scaleVideo,25915,100,1
1423159050489,LocalReqLocalExe,transcodeVideo,35,100,1
1423159052241,LocalReqLocalExe,bitDepthReduction,1752,100,1
1423159052241,LocalReqLocalExe,videoProvisioner,31840,100,1
1423159059601,LocalReqLocalExe,checkIfAvailable,93,100,1
1423159059601,LocalReqLocalExe,getVideoResource,94,100,1
1423159083201,LocalReqLocalExe,scaleVideo,23599,100,1
1423159083561,LocalReqLocalExe,transcodeVideo,359,100,1
1423159084761,LocalReqLocalExe,bitDepthReduction,1199,100,1
1423159084761,LocalReqLocalExe,videoProvisioner,25254,100,1
1423159093105,LocalReqLocalExe,checkIfAvailable,665,100,1
1423159094561,LocalReqLocalExe,downloadVideo,1455,100,1
1423159094561,LocalReqLocalExe,getVideoResource,2122,100,1
1423159120409,LocalReqLocalExe,scaleVideo,25847,100,1
1423159120537,LocalReqLocalExe,transcodeVideo,128,100,1
1423159122649,LocalReqLocalExe,bitDepthReduction,2112,100,1
1423159122649,LocalReqLocalExe,videoProvisioner,30210,100,1
1423159125721,LocalReqLocalExe,checkIfAvailable,351,100,1
1423159125977,LocalReqLocalExe,downloadVideo,255,100,1
1423159125977,LocalReqLocalExe,getVideoResource,608,100,1
1423159148073,LocalReqLocalExe,scaleVideo,22095,100,1
1423159148613,LocalReqLocalExe,transcodeVideo,539,100,1
1423159149405,LocalReqLocalExe,bitDepthReduction,791,100,1
1423159149405,LocalReqLocalExe,videoProvisioner,24036,100,1
1423159299641,LocalReqLocalExe,checkIfAvailable,744,100,1
1423159306857,LocalReqLocalExe,downloadVideo,7215,100,1
1423159306857,LocalReqLocalExe,getVideoResource,7960,100,1
1423159330709,LocalReqLocalExe,scaleVideo,23851,100,1
1423159331109,LocalReqLocalExe,transcodeVideo,400,100,1
1423159331877,LocalReqLocalExe,bitDepthReduction,767,100,1
1423159331877,LocalReqLocalExe,videoProvisioner,32981,100,1
1423159482441,LocalReqLocalExe,checkIfAvailable,219,100,1
1423159484581,LocalReqLocalExe,downloadVideo,2140,100,1
1423159484581,LocalReqLocalExe,getVideoResource,2360,100,1
1423159497361,LocalReqLocalExe,checkIfAvailable,320,100,1
1423159498231,LocalReqLocalExe,downloadVideo,869,100,1
1423159498232,LocalReqLocalExe,getVideoResource,1192,100,1
1423159528163,LocalReqLocalExe,scaleVideo,29930,100,1
1423159528703,LocalReqLocalExe,transcodeVideo,539,100,1
1423159528806,LocalReqLocalExe,bitDepthReduction,103,100,1
1423159529545,LocalReqLocalExe,checkIfSubtitlesAvailable,738,100,1
1423159539072,LocalReqLocalExe,checkIfAvailable,112,100,1
1423159539995,LocalReqLocalExe,downloadVideo,922,100,1
1423159539995,LocalReqLocalExe,getVideoResource,1038,100,1
1423159548226,LocalReqLocalExe,checkIfSubtitlesExists,18680,100,1
1423159554354,LocalReqLocalExe,getDefaultSubtitle,6127,100,1
1423159554448,LocalReqLocalExe,translateSubtitleToLanguage,93,100,1
1423159554449,LocalReqLocalExe,getSubtitles,25642,100,1
1423159555964,LocalReqLocalExe,applySubtitles,1515,100,1
1423159555965,LocalReqLocalExe,videoProvisioner,58926,100,1
1423159567209,LocalReqLocalExe,checkIfAvailable,4391,100,1
1423159574457,LocalReqLocalExe,downloadVideo,7247,100,1
1423159574458,LocalReqLocalExe,getVideoResource,11644,100,1
1423159578466,LocalReqLocalExe,checkIfAvailable,2001,100,1
1423159579935,LocalReqLocalExe,scaleVideo,39939,100,1
1423159582346,LocalReqLocalExe,downloadVideo,3879,100,1
1423159582346,LocalReqLocalExe,getVideoResource,5882,100,1
1423159582518,LocalReqLocalExe,transcodeVideo,2582,100,1
1423159586589,LocalReqLocalExe,bitDepthReduction,4070,100,1
1423159586589,LocalReqLocalExe,videoProvisioner,47633,100,1
1423159597303,LocalReqLocalExe,scaleVideo,112721,100,1
1423159598170,LocalReqLocalExe,transcodeVideo,866,100,1
1423159602489,LocalReqLocalExe,bitDepthReduction,4319,100,1
1423159602490,LocalReqLocalExe,videoProvisioner,120269,100,1
1423159613148,LocalReqLocalExe,scaleVideo,38689,100,1
1423159613987,LocalReqLocalExe,transcodeVideo,838,100,1
1423159615074,LocalReqLocalExe,bitDepthReduction,1085,100,1
1423159615074,LocalReqLocalExe,videoProvisioner,52260,100,1
1423159617437,LocalReqLocalExe,scaleVideo,35090,100,1
1423159619181,LocalReqLocalExe,transcodeVideo,1743,100,1
1423159621173,LocalReqLocalExe,bitDepthReduction,1992,100,1
