timestamp,selflet 
1423158829076,100
1423159092743,101
1423143144315,10
1423159274789,102
1423159292371,103
1423159408694,104
1423159453139,105
1423159457644,106
1423159714728,107
1423159736533,108
1423159793698,109
1423160020469,110
1423160020447,111
1423143659835,11
1423160086630,112
1423160423218,113
1423160468383,114
1423160528976,115
1423162894612,116
1423163085114,117
1423163106751,118
1423163253560,119
1423163263359,120
1423163306004,121
1423143709960,12
1423143754510,13
1423143996447,14
1423144005419,15
1423144002568,16
1423144319814,17
1423144364367,18
1423144467739,19
1423144929973,20
1423144936705,21
1423142278779,2
1423144950387,22
1423145434415,23
1423145436022,24
1423145448569,25
1423145789986,26
1423145834490,27
1423145860052,28
1423146113531,29
1423146206734,30
1423146256485,31
1423142279768,3
1423146440128,32
1423146879412,33
1423146885506,34
1423146906302,35
1423147240037,36
1423147265554,37
1423147277310,38
1423147561879,39
1423147572426,40
1423147582077,41
1423142278798,4
1423147892087,42
1423147969598,43
1423148172151,44
1423148580939,45
1423148652272,46
1423148682019,47
1423148994629,48
1423149075606,49
1423149098168,50
1423149299958,51
1423142774393,5
1423149421947,52
1423149427194,53
1423151834793,54
1423151915043,55
1423151953394,56
1423152507544,57
1423152510918,58
1423152523400,59
1423153963186,60
1423154005634,61
1423142777637,6
1423154008147,62
1423154467605,63
1423154493816,64
1423154531282,65
1423154862936,66
1423154983546,67
1423155189980,68
1423155198437,69
1423155199325,70
1423155673092,71
1423142790048,7
1423155673591,72
1423155798621,73
1423156042256,74
1423156091580,75
1423156100424,76
1423156384545,77
1423156497389,78
1423156523040,79
1423156743676,80
1423156753100,81
1423143102114,8
1423156758236,82
1423157259277,83
1423157262892,84
1423157272685,85
1423157565835,86
1423157596990,87
1423157627459,88
1423157868224,89
1423157872951,90
1423157872745,91
1423143135678,9
1423158175171,92
1423158178141,93
1423158180337,94
1423158480856,95
1423158616004,96
1423158639598,97
1423158782844,98
1423158819463,99
