timestamp,selflet 
1424874317785,100
1424873750637,101
1424860820543,10
1424873879336,102
1424873908085,103
1424874036329,104
1424874224797,105
1424875170765,106
1424875755043,107
1424876063870,108
1424876128498,109
1424877180567,110
1424857802114,11
1424857911703,12
1424861227163,13
1424857905017,14
1424858178381,15
1424862338661,16
1424861939301,17
1424859331217,19
1424859326426,20
1424859899508,21
1424856284352,2
1424863328805,23
1424860160813,24
1424859539876,25
1424859821478,27
1424859859354,28
1424864059920,30
1424860208181,31
1424860081524,3
1424874989875,32
1424860580314,33
1424864269637,34
1424860727142,35
1424861009843,36
1424861110034,37
1424861989812,38
1424861719656,39
1424861673404,40
1424861428440,41
1424856194566,4
1424861884449,42
1424862248240,43
1424862703007,44
1424862379119,45
1424862732423,46
1424862658617,47
1424863330739,48
1424863042727,49
1424863288784,50
1424863288279,51
1424856632918,5
1424863904858,52
1424863465646,53
1424864159788,55
1424870185296,56
1424866658467,57
1424866856535,58
1424867703008,59
1424867857425,60
1424871902553,61
1424874832584,6
1424871890290,62
1424868111783,63
1424871878701,64
1424869447889,65
1424872370707,66
1424869376592,67
1424872628455,68
1424872842678,69
1424870356535,70
1424877125944,71
1424856621920,7
1424870062579,72
1424870967989,73
1424870298440,74
1424870854345,75
1424870701750,76
1424871141262,77
1424874259355,78
1424871518567,79
1424871219361,80
1424871226601,81
1424857302983,8
1424871219126,82
1424871755369,83
1424871341316,84
1424871694089,85
1424872223222,86
1424871786649,87
1424872331252,88
1424872578663,89
1424872199325,90
1424872479607,91
1424860688843,9
1424872275285,92
1424872519806,93
1424876764444,94
1424872579419,95
1424873285657,96
1424873313851,97
1424873370463,98
1424873876525,99
