timestamp,selflet,started,ended,lifetime 
1424959315887,100,1424956330048,1424959315886,2985838
1424959105855,101,1424956380060,1424959105854,2725794
1424946884620,10,1424940420972,1424946884620,6463648
1424959133462,102,1424956427709,1424959133462,2705753
1424959553240,103,1424956807477,1424959553239,2745762
1424960132830,104,1424956806796,1424960132830,3326034
1424959900021,105,1424956814107,1424959900021,3085914
1424960036545,106,1424957330830,1424960036545,2705715
1424960246752,107,1424957461014,1424960246752,2785738
1424960201464,108,1424957495707,1424960201463,2705756
1424960796789,109,1424957670847,1424960796789,3125942
1424960429685,110,1424957703924,1424960429685,2725761
1424960902866,111,1424957876994,1424960902866,3025872
1424943618696,11,1424940672821,1424943618696,2945875
1424961335389,112,1424958159428,1424961335388,3175960
1424960941318,113,1424958195531,1424960941317,2745786
1424962645195,114,1424959629381,1424962645194,3015813
1424943628353,12,1424940712487,1424943628352,2915865
1424947494065,13,1424941050486,1424947494065,6443579
1424944085707,14,1424941069821,1424944085707,3015886
1424944666949,15,1424941100789,1424944666949,3566160
1424945046142,16,1424941510013,1424945046142,3536129
1424948264326,17,1424941530379,1424948264325,6733946
1424944733877,18,1424941537889,1424944733876,3195987
1424944657073,19,1424941841279,1424944657073,2815794
1424945070218,20,1424941844164,1424945070217,3226053
1424948307820,21,1424941934213,1424948307819,6373606
1424954007243,2,1424939624350,1424954007243,14382893
1424952632079,22,1424942207739,1424952632079,10424340
1424945215188,23,1424942249334,1424945215188,2965854
1424945414082,24,1424942258095,1424945414082,3155987
1424945768345,25,1424943062592,1424945768344,2705752
1424946059660,26,1424943093795,1424946059660,2965865
1424946098858,27,1424943092996,1424946098857,3005861
1424946088704,29,1424943382956,1424946088704,2705748
1424946642720,30,1424943386709,1424946642720,3256011
1424946437812,31,1424943732076,1424946437812,2705736
1424942760574,3,1424939624605,1424942760574,3135969
1424946541444,32,1424943815675,1424946541444,2725769
1424947047190,34,1424944121368,1424947047190,2925822
1424947443449,35,1424944157427,1424947443449,3286022
1424947030068,36,1424944244259,1424947030067,2785808
1424947553944,37,1424944498064,1424947553944,3055880
1424947415192,38,1424944549324,1424947415192,2865868
1424947396586,39,1424944650807,1424947396586,2745779
1424947550008,40,1424944844301,1424947550008,2705707
1424947566102,41,1424944860330,1424947566101,2705771
1424946528506,4,1424939624216,1424946528506,6904290
1424947884961,42,1424944869109,1424947884961,3015852
1424947881462,43,1424945155695,1424947881461,2725766
1424947947467,44,1424945201693,1424947947466,2745773
1424947925729,45,1424945219975,1424947925729,2705754
1424948298748,46,1424945532987,1424948298748,2765761
1424948484569,47,1424945608829,1424948484569,2875740
1424948475346,48,1424945639526,1424948475346,2835820
1424948786572,49,1424945840702,1424948786572,2945870
1424948561768,50,1424945856027,1424948561767,2705740
1424948722167,51,1424945926401,1424948722167,2795766
1424942748977,5,1424940043249,1424942748977,2705728
1424949164849,52,1424946138965,1424949164849,3025884
1424952697045,53,1424946223216,1424952697045,6473829
1424949217089,54,1424946241252,1424949217089,2975837
1424949642105,55,1424946506116,1424949642105,3135989
1424949333321,56,1424946607564,1424949333320,2725756
1424949472138,57,1424946676342,1424949472138,2795796
1424961130951,59,1424947264777,1424961130950,13866173
1424956355986,60,1424949361718,1424956355986,6994268
1424952698354,61,1424949382266,1424952698354,3316088
1424946945776,6,1424940061651,1424946945775,6884124
1424952464926,62,1424949399016,1424952464925,3065909
1424956830614,63,1424950076612,1424956830614,6754002
1424957874721,64,1424951330815,1424957874720,6543905
1424957913735,65,1424951380010,1424957913734,6533724
1424958093698,66,1424951409745,1424958093697,6683952
1424958769830,67,1424951795539,1424958769830,6974291
1424958715167,68,1424951810999,1424958715167,6904168
1424958400322,69,1424951816487,1424958400322,6583835
1424958417887,70,1424952114386,1424958417887,6303501
1424958499448,71,1424952155680,1424958499448,6343768
1424942939045,7,1424940103216,1424942939045,2835829
1424958521733,72,1424952218193,1424958521733,6303540
1424955642453,73,1424952796637,1424955642453,2845816
1424955682274,74,1424952836461,1424955682274,2845813
1424955992341,75,1424952856355,1424955992340,3135985
1424956455186,76,1424953279172,1424956455186,3176014
1424956036874,77,1424953331131,1424956036874,2705743
1424956564865,78,1424953358885,1424956564865,3205980
1424960938671,79,1424953904504,1424960938671,7034167
1424956650946,80,1424953945203,1424956650946,2705743
1424957257137,81,1424954001112,1424957257136,3256024
1424943947718,8,1424940371505,1424943947718,3576213
1424957150482,82,1424954204622,1424957150482,2945860
1424957049063,83,1424954243305,1424957049063,2805758
1424961151099,85,1424954517401,1424961151099,6633698
1424958018325,86,1424954542207,1424958018324,3476117
1424957596844,87,1424954540952,1424957596844,3055892
1424957648963,88,1424954853172,1424957648962,2795790
1424958096843,89,1424954930902,1424958096843,3165941
1424957641659,90,1424954935886,1424957641659,2705773
1424958484616,91,1424955208501,1424958484615,3276114
1424943928041,9,1424940401875,1424943928041,3526166
1424958317857,92,1424955221939,1424958317857,3095918
1424958062306,93,1424955236502,1424958062306,2825804
1424958246834,94,1424955541115,1424958246833,2705718
1424958310435,95,1424955544730,1424958310435,2765705
1424958311382,96,1424955555650,1424958311381,2755731
1424958952461,97,1424955846539,1424958952461,3105922
1424958648947,98,1424955943225,1424958648947,2705722
1424959114806,99,1424955958816,1424959114805,3155989
