timestamp,selflet 
1424959315886,100
1424959105854,101
1424946884620,10
1424959133462,102
1424959553239,103
1424960132830,104
1424959900021,105
1424960036545,106
1424960246752,107
1424960201463,108
1424960796789,109
1424960429685,110
1424960902866,111
1424943618696,11
1424961335388,112
1424960941317,113
1424962645194,114
1424943628352,12
1424947494065,13
1424944085707,14
1424944666949,15
1424945046142,16
1424948264325,17
1424944733876,18
1424944657073,19
1424945070217,20
1424948307819,21
1424954007243,2
1424952632079,22
1424945215188,23
1424945414082,24
1424945768344,25
1424946059660,26
1424946098857,27
1424946088704,29
1424946642720,30
1424946437812,31
1424942760574,3
1424946541444,32
1424947047190,34
1424947443449,35
1424947030067,36
1424947553944,37
1424947415192,38
1424947396586,39
1424947550008,40
1424947566101,41
1424946528506,4
1424947884961,42
1424947881461,43
1424947947466,44
1424947925729,45
1424948298748,46
1424948484569,47
1424948475346,48
1424948786572,49
1424948561767,50
1424948722167,51
1424942748977,5
1424949164849,52
1424952697045,53
1424949217089,54
1424949642105,55
1424949333320,56
1424949472138,57
1424961130950,59
1424956355986,60
1424952698354,61
1424946945775,6
1424952464925,62
1424956830614,63
1424957874720,64
1424957913734,65
1424958093697,66
1424958769830,67
1424958715167,68
1424958400322,69
1424958417887,70
1424958499448,71
1424942939045,7
1424958521733,72
1424955642453,73
1424955682274,74
1424955992340,75
1424956455186,76
1424956036874,77
1424956564865,78
1424960938671,79
1424956650946,80
1424957257136,81
1424943947718,8
1424957150482,82
1424957049063,83
1424961151099,85
1424958018324,86
1424957596844,87
1424957648962,88
1424958096843,89
1424957641659,90
1424958484615,91
1424943928041,9
1424958317857,92
1424958062306,93
1424958246833,94
1424958310435,95
1424958311381,96
1424958952461,97
1424958648947,98
1424959114805,99
