timestamp,service,rt,selfletID,numberOfReqs 
1424963923943,videoProvisioner,29657,3, 1
1424963929557,videoProvisioner,27344,2, 1
1424963938478,videoProvisioner,44169,3, 1
1424963944894,videoProvisioner,26890,2, 1
1424963958328,videoProvisioner,32421,4, 1
1424963964694,videoProvisioner,30889,2, 1
1424963984090,videoProvisioner,26590,2, 1
1424963994815,videoProvisioner,29416,2, 1
1424964001381,videoProvisioner,83373,4, 1
1424964025095,videoProvisioner,36002,4, 1
1424964043038,videoProvisioner,46047,2, 1
1424964044191,videoProvisioner,94589,3, 1
1424964048001,videoProvisioner,27315,4, 1
1424964058927,videoProvisioner,54038,2, 1
1424964073963,videoProvisioner,100667,3, 1
1424964075016,videoProvisioner,30636,4, 1
1424964075868,videoProvisioner,63081,2, 1
1424964089551,videoProvisioner,53069,2, 1
1424964092859,videoProvisioner,40581,2, 1
1424964095465,videoProvisioner,114270,3, 1
1424964097821,videoProvisioner,29746,4, 1
1424964103585,videoProvisioner,193479,3, 1
1424964136879,videoProvisioner,108296,3, 1
1424964143347,videoProvisioner,51577,4, 1
1424964144651,videoProvisioner,84475,3, 1
1424964150617,videoProvisioner,27255,2, 1
1424964155129,videoProvisioner,71258,3, 1
1424964157685,videoProvisioner,81712,3, 1
1424964160944,videoProvisioner,45480,3, 1
1424964168112,videoProvisioner,226409,3, 1
1424964188060,videoProvisioner,88392,3, 1
1424964191117,videoProvisioner,83552,4, 1
1424964191719,videoProvisioner,28866,3, 1
1424964202795,videoProvisioner,47840,2, 1
1424964204049,videoProvisioner,72789,4, 1
1424964205452,videoProvisioner,34700,2, 1
1424964213321,videoProvisioner,66264,4, 1
1424964233722,videoProvisioner,39276,4, 1
1424964236880,videoProvisioner,22150,3, 1
1424964255384,videoProvisioner,27132,7, 1
1424964260698,videoProvisioner,39206,4, 1
1424964270873,videoProvisioner,69665,2, 1
1424964274382,videoProvisioner,25846,6, 1
1424964278042,videoProvisioner,22744,7, 1
1424964278544,videoProvisioner,36769,7, 1
1424964280099,videoProvisioner,93551,2, 1
1424964282707,videoProvisioner,104057,2, 1
1424964287922,videoProvisioner,148764,2, 1
1424964295392,videoProvisioner,87423,2, 1
1424964296495,videoProvisioner,34436,5, 1
1424964301558,videoProvisioner,25976,3, 1
1424964302261,videoProvisioner,67246,2, 1
1424964305770,videoProvisioner,36950,7, 1
1424964316196,videoProvisioner,33854,5, 1
1424964323564,videoProvisioner,34460,6, 1
1424964329681,videoProvisioner,33816,2, 1
1424964339856,videoProvisioner,37229,3, 1
1424964339856,videoProvisioner,30468,4, 1
1424964343366,videoProvisioner,27217,2, 1
1424964353591,videoProvisioner,30681,7, 1
1424964354043,videoProvisioner,24370,7, 1
1424964367977,videoProvisioner,24783,6, 1
1424964371636,videoProvisioner,35204,2, 1
1424964375746,videoProvisioner,25791,3, 1
1424964397801,videoProvisioner,41085,2, 1
1424964401059,videoProvisioner,37581,3, 1
1424964404969,videoProvisioner,27969,6, 1
1424964418251,videoProvisioner,27725,7, 1
1424964428226,videoProvisioner,44461,7, 1
1424964437900,videoProvisioner,20329,3, 1
1424964438752,videoProvisioner,34703,2, 1
1424964454043,videoProvisioner,77040,2, 1
1424964463516,videoProvisioner,52706,6, 1
