timestamp,reqType,service,rt,selflet,numberOfReqs 
1424807671362,LocalReqLocalExe,checkIfAvailable,94,100,1
1424807672270,LocalReqLocalExe,downloadVideo,907,100,1
1424807672271,LocalReqLocalExe,getVideoResource,1004,100,1
1424807690462,LocalReqLocalExe,checkIfAvailable,1045,100,1
1424807692576,LocalReqLocalExe,downloadVideo,2114,100,1
1424807692577,LocalReqLocalExe,getVideoResource,3161,100,1
1424807693064,LocalReqLocalExe,scaleVideo,20790,100,1
1424807695812,LocalReqLocalExe,transcodeVideo,2747,100,1
1424807698327,LocalReqLocalExe,bitDepthReduction,2514,100,1
1424807698327,LocalReqLocalExe,videoProvisioner,27060,100,1
1424807720980,LocalReqLocalExe,scaleVideo,28402,100,1
1424807721938,LocalReqRemoteExe,transcodeVideo,948,99,1
1424807722128,LocalReqLocalExe,bitDepthReduction,189,100,1
1424807722129,LocalReqLocalExe,videoProvisioner,32714,100,1
1424807915612,LocalReqLocalExe,checkIfAvailable,1627,100,1
1424807915613,LocalReqLocalExe,getVideoResource,1629,100,1
1424807939717,LocalReqLocalExe,scaleVideo,24104,100,1
1424807940444,LocalReqLocalExe,transcodeVideo,727,100,1
1424807940632,LocalReqLocalExe,bitDepthReduction,187,100,1
1424807940633,LocalReqLocalExe,videoProvisioner,26650,100,1
1424808121616,LocalReqLocalExe,checkIfAvailable,565,100,1
1424808121617,LocalReqLocalExe,getVideoResource,567,100,1
1424808141196,LocalReqLocalExe,scaleVideo,19578,100,1
1424808141880,LocalReqLocalExe,transcodeVideo,683,100,1
1424808142136,LocalReqLocalExe,bitDepthReduction,255,100,1
1424808142792,LocalReqLocalExe,checkIfSubtitlesAvailable,655,100,1
1424808143120,LocalReqLocalExe,checkIfSubtitlesExists,327,100,1
1424808145545,LocalReqLocalExe,getDefaultSubtitle,2424,100,1
1424808145545,LocalReqLocalExe,getSubtitles,3408,100,1
1424808146076,LocalReqLocalExe,applySubtitles,530,100,1
1424808146077,LocalReqLocalExe,videoProvisioner,25027,100,1
1424808238892,LocalReqLocalExe,checkIfAvailable,244,100,1
1424808239512,LocalReqLocalExe,downloadVideo,619,100,1
1424808239513,LocalReqLocalExe,getVideoResource,866,100,1
1424808261348,LocalReqLocalExe,scaleVideo,21835,100,1
1424808261580,LocalReqLocalExe,transcodeVideo,231,100,1
1424808262680,LocalReqLocalExe,bitDepthReduction,1099,100,1
1424808262681,LocalReqLocalExe,videoProvisioner,24034,100,1
1424808407265,LocalReqLocalExe,checkIfAvailable,115,100,1
1424808407668,LocalReqLocalExe,downloadVideo,401,100,1
1424808407669,LocalReqLocalExe,getVideoResource,519,100,1
1424808415325,LocalReqLocalExe,checkIfAvailable,676,100,1
1424808416281,LocalReqLocalExe,downloadVideo,953,100,1
