timestamp,selflets 
1424939502086,0
1424939507087,0
1424939512086,0
1424939517086,0
1424939522086,0
1424939527086,0
1424939532086,0
1424939537087,0
1424939542086,0
1424939547087,0
1424939552086,0
1424939557087,0
1424939562086,0
1424939567087,0
1424939572086,0
1424939577086,0
1424939582087,0
1424939587086,0
1424939592086,0
1424939597087,0
1424939602087,0
1424939607086,0
1424939612086,0
1424939617086,0
1424939622086,0
1424939627086,3
1424939632087,3
1424939637086,3
1424939642086,3
1424939647086,3
1424939652086,3
1424939657087,3
1424939662086,3
1424939667087,3
1424939672086,3
1424939677087,3
1424939682086,3
1424939687086,3
1424939692086,3
1424939697086,3
1424939702086,3
1424939707087,3
1424939712086,3
1424939717087,3
1424939722086,3
1424939727087,3
1424939732086,3
1424939737086,3
1424939742087,3
1424939747086,3
1424939752087,3
1424939757086,3
1424939762087,3
1424939767086,3
1424939772087,3
1424939777086,3
1424939782086,3
1424939787087,3
1424939792086,3
1424939797087,3
1424939802086,3
1424939807086,3
1424939812086,3
1424939817086,3
1424939822087,3
1424939827086,3
1424939832087,3
1424939837086,3
1424939842086,3
1424939847086,3
1424939852086,3
1424939857086,3
1424939862086,3
1424939867086,3
1424939872086,3
1424939877086,3
1424939882086,3
1424939887086,3
1424939892086,3
1424939897086,3
1424939902086,3
1424939907086,3
1424939912086,3
1424939917086,3
1424939922086,3
1424939927087,3
1424939932086,3
1424939937087,3
1424939942086,3
1424939947086,3
1424939952087,3
1424939957086,3
1424939962086,3
1424939967087,3
1424939972086,3
1424939977086,3
1424939982086,3
1424939987086,3
1424939992086,3
1424939997086,3
1424940002086,3
1424940007086,3
1424940012086,3
1424940017086,3
1424940022086,3
1424940027086,3
1424940032086,3
1424940037086,3
1424940042086,3
1424940047086,4
1424940052086,4
1424940057087,4
1424940062086,4
1424940067087,5
1424940072086,5
1424940077087,5
1424940082086,5
1424940087087,5
1424940092086,5
1424940097087,5
1424940102086,5
1424940107087,6
1424940112087,6
1424940117086,6
1424940122086,6
1424940127086,6
1424940132086,6
1424940137086,6
1424940142086,6
1424940147087,6
1424940152086,6
1424940157086,6
1424940162086,6
1424940167086,6
1424940172086,6
1424940177086,6
1424940182087,6
1424940187086,6
1424940192086,6
1424940197086,6
1424940202086,6
1424940207086,6
1424940212086,6
1424940217087,6
1424940222086,6
1424940227086,6
1424940232086,6
1424940237086,6
1424940242086,6
1424940247086,6
1424940252086,6
1424940257086,6
1424940262086,6
1424940267086,6
1424940272086,6
1424940277087,6
1424940282086,6
1424940287087,6
1424940292086,6
1424940297087,6
1424940302086,6
1424940307086,6
1424940312086,6
1424940317086,6
1424940322087,6
1424940327086,6
1424940332087,6
1424940337086,6
1424940342086,6
1424940347086,6
1424940352087,6
1424940357086,6
1424940362086,6
1424940367086,6
1424940372086,6
1424940377086,7
1424940382086,7
1424940387086,7
1424940392086,7
1424940397086,7
1424940402086,7
1424940407086,8
1424940412086,8
1424940417086,8
1424940422086,8
1424940427086,9
1424940432086,9
1424940437086,9
1424940442086,9
1424940447086,9
1424940452087,9
1424940457086,9
1424940462086,9
1424940467086,9
1424940472086,9
1424940477086,9
1424940482086,9
1424940487086,9
1424940492086,9
1424940497086,9
1424940502087,9
1424940507086,9
1424940512086,9
1424940517086,9
1424940522086,9
1424940527086,9
1424940532086,9
1424940537086,9
1424940542086,9
1424940547086,9
1424940552086,9
1424940557087,9
1424940562086,9
1424940567087,9
1424940572086,9
1424940577087,9
1424940582086,9
1424940587087,9
1424940592086,9
1424940597087,9
1424940602086,9
1424940607086,9
1424940612087,9
1424940617086,9
1424940622086,9
1424940627086,9
1424940632086,9
1424940637086,9
1424940642086,9
1424940647087,9
1424940652086,9
1424940657086,9
1424940662086,9
1424940667086,9
1424940672086,9
1424940677086,10
1424940682086,10
1424940687086,10
1424940692086,10
1424940697086,10
1424940702086,10
1424940707087,10
1424940712086,10
1424940717086,11
1424940722086,11
1424940727086,11
1424940732086,11
1424940737086,11
1424940742086,11
1424940747086,11
1424940752087,11
1424940757086,11
1424940762086,11
1424940767087,11
1424940772086,11
1424940777087,11
1424940782086,11
1424940787086,11
1424940792086,11
1424940797086,11
1424940802086,11
1424940807086,11
1424940812086,11
1424940817086,11
1424940822086,11
1424940827086,11
1424940832086,11
1424940837086,11
1424940842086,11
1424940847086,11
1424940852086,11
1424940857086,11
1424940862086,11
1424940867086,11
1424940872086,11
1424940877086,11
1424940882086,11
1424940887086,11
1424940892086,11
1424940897087,11
1424940902086,11
1424940907086,11
1424940912087,11
1424940917086,11
1424940922086,11
1424940927086,11
1424940932086,11
1424940937086,11
1424940942086,11
1424940947086,11
1424940952087,11
1424940957086,11
1424940962087,11
1424940967086,11
1424940972086,11
1424940977086,11
1424940982086,11
1424940987086,11
1424940992086,11
1424940997086,11
1424941002086,11
1424941007086,11
1424941012086,11
1424941017087,11
1424941022086,11
1424941027086,11
1424941032088,11
1424941037086,11
1424941042086,11
1424941047086,11
1424941052086,12
1424941057086,12
1424941062087,12
1424941067086,12
1424941072087,13
1424941077086,13
1424941082086,13
1424941087087,13
1424941092086,13
1424941097086,13
1424941102086,13
1424941107086,14
1424941112086,14
1424941117086,14
1424941122086,14
1424941127087,14
1424941132086,14
1424941137086,14
1424941142086,14
1424941147086,14
1424941152086,14
1424941157086,14
1424941162086,14
1424941167086,14
1424941172086,14
1424941177086,14
1424941182086,14
1424941187086,14
1424941192086,14
1424941197086,14
1424941202086,14
1424941207087,14
1424941212086,14
1424941217086,14
1424941222086,14
1424941227086,14
1424941232086,14
1424941237087,14
1424941242086,14
1424941247086,14
1424941252086,14
1424941257086,14
1424941262086,14
1424941267087,14
1424941272086,14
1424941277086,14
1424941282086,14
1424941287086,14
1424941292086,14
1424941297087,14
1424941302086,14
1424941307087,14
1424941312086,14
1424941317086,14
1424941322086,14
1424941327086,14
1424941332086,14
1424941337086,14
1424941342086,14
1424941347086,14
1424941352087,14
1424941357086,14
1424941362086,14
1424941367086,14
1424941372086,14
1424941377087,14
1424941382086,14
1424941387086,14
1424941392086,14
1424941397086,14
1424941402086,14
1424941407086,14
1424941412087,14
1424941417086,14
1424941422086,14
1424941427086,14
1424941432086,14
1424941437087,14
1424941442086,14
1424941447086,14
1424941452086,14
1424941457086,14
1424941462086,14
1424941467086,14
1424941472086,14
1424941477086,14
1424941482087,14
1424941487086,14
1424941492086,14
1424941497087,14
1424941502086,14
1424941507086,14
1424941512087,15
1424941517086,15
1424941522087,15
1424941527086,15
1424941532086,16
