timestamp,service,rt,selfletID,numberOfReqs 
1424853533187,videoProvisioner,31821,4, 1
1424853536746,videoProvisioner,35358,2, 1
1424853543512,videoProvisioner,34219,4, 1
1424853552032,videoProvisioner,26949,3, 1
1424853555841,videoProvisioner,38656,4, 1
1424853570826,videoProvisioner,29947,2, 1
1424853578795,videoProvisioner,30017,4, 1
1424853583005,videoProvisioner,26330,4, 1
1424853592127,videoProvisioner,27554,3, 1
1424853609518,videoProvisioner,13352,4, 1
1424853613578,videoProvisioner,33208,2, 1
1424853632923,videoProvisioner,13063,4, 1
1424853657480,videoProvisioner,53416,3, 1
1424853662843,videoProvisioner,90371,3, 1
1424853662994,videoProvisioner,74727,3, 1
1424853674121,videoProvisioner,30566,2, 1
1424853682691,videoProvisioner,31238,4, 1
1424853708752,videoProvisioner,49401,3, 1
1424853713463,videoProvisioner,77806,4, 1
1424853716069,videoProvisioner,88310,3, 1
1424853723487,videoProvisioner,190506,3, 1
1424853729251,videoProvisioner,46205,4, 1
1424853739827,videoProvisioner,33087,4, 1
1424853740078,videoProvisioner,49134,2, 1
1424853741030,videoProvisioner,18493,4, 1
1424853745140,videoProvisioner,46297,2, 1
1424853748448,videoProvisioner,81198,3, 1
1424853772357,videoProvisioner,97209,2, 1
1424853786642,videoProvisioner,40411,4, 1
1424853808794,videoProvisioner,23072,2, 1
1424853821024,videoProvisioner,43200,4, 1
1424853829494,videoProvisioner,67466,4, 1
1424853835659,videoProvisioner,223696,3, 1
1424853840270,videoProvisioner,101937,3, 1
1424853841123,videoProvisioner,26082,2, 1
1424853845183,videoProvisioner,114748,3, 1
1424853848741,videoProvisioner,134103,3, 1
1424853848942,videoProvisioner,27140,2, 1
1424853852701,videoProvisioner,82775,3, 1
1424853855258,videoProvisioner,101129,3, 1
1424853863628,videoProvisioner,35065,3, 1
1424853866936,videoProvisioner,24850,2, 1
1424853869192,videoProvisioner,75571,4, 1
1424853869242,videoProvisioner,20395,3, 1
1424853876810,videoProvisioner,75292,4, 1
1424853886032,videoProvisioner,77752,4, 1
1424853893851,videoProvisioner,58526,4, 1
1424853894503,videoProvisioner,32134,6, 1
1424853900768,videoProvisioner,45160,4, 1
1424853901019,videoProvisioner,31888,6, 1
1424853906783,videoProvisioner,30891,5, 1
1424853910593,videoProvisioner,14417,7, 1
1424853911696,videoProvisioner,29043,3, 1
1424853924326,videoProvisioner,34912,3, 1
1424853932496,videoProvisioner,29559,2, 1
1424853955802,videoProvisioner,46104,5, 1
1424853962418,videoProvisioner,25675,3, 1
1424853964473,videoProvisioner,48014,5, 1
1424853966679,videoProvisioner,43459,5, 1
1424853967682,videoProvisioner,37701,6, 1
1424853989938,videoProvisioner,46434,7, 1
1424854000262,videoProvisioner,36474,2, 1
1424854001265,videoProvisioner,30717,5, 1
1424854007630,videoProvisioner,30320,2, 1
1424854014498,videoProvisioner,30427,5, 1
1424854026979,videoProvisioner,76714,7, 1
1424854027580,videoProvisioner,70554,7, 1
1424854054395,videoProvisioner,29757,6, 1
1424854066423,videoProvisioner,35023,5, 1
1424854069731,videoProvisioner,31570,3, 1
1424854078802,videoProvisioner,33880,4, 1
1424854087022,videoProvisioner,35339,4, 1
1424854102509,videoProvisioner,84632,3, 1
1424854104013,videoProvisioner,38807,4, 1
1424854116292,videoProvisioner,37562,5, 1
1424854125315,videoProvisioner,114198,7, 1
1424854131479,videoProvisioner,45989,3, 1
1424854143257,videoProvisioner,32304,6, 1
1424854150576,videoProvisioner,44801,4, 1
1424854154085,videoProvisioner,37953,3, 1
1424854156842,videoProvisioner,35532,2, 1
1424854159799,videoProvisioner,87832,7, 1
1424854172930,videoProvisioner,114485,5, 1
1424854175236,videoProvisioner,43569,4, 1
1424854184558,videoProvisioner,193726,7, 1
1424854192677,videoProvisioner,195084,7, 1
1424854193128,videoProvisioner,66639,5, 1
1424854196737,videoProvisioner,28823,6, 1
1424854198190,videoProvisioner,56167,4, 1
1424854198241,videoProvisioner,193886,7, 1
1424854200496,videoProvisioner,101483,3, 1
1424854200547,videoProvisioner,42989,4, 1
1424854210170,videoProvisioner,73325,2, 1
1424854216986,videoProvisioner,33537,4, 1
1424854221647,videoProvisioner,33019,3, 1
1424854222550,videoProvisioner,23564,6, 1
1424854227662,videoProvisioner,75282,5, 1
1424854230870,videoProvisioner,83669,7, 1
1424854235531,videoProvisioner,26188,2, 1
1424854237285,videoProvisioner,59014,5, 1
1424854239892,videoProvisioner,77156,7, 1
1424854241095,videoProvisioner,26573,4, 1
1424854242598,videoProvisioner,48791,7, 1
1424854244202,videoProvisioner,151950,5, 1
1424854244503,videoProvisioner,71411,7, 1
1424854248713,videoProvisioner,44548,5, 1
1424854262897,videoProvisioner,17302,7, 1
1424854273071,videoProvisioner,32654,6, 1
1424854278183,videoProvisioner,53303,8, 1
1424854284298,videoProvisioner,28346,4, 1
1424854285251,videoProvisioner,65550,8, 1
1424854290112,videoProvisioner,39339,4, 1
1424854291616,videoProvisioner,25307,7, 1
1424854302191,videoProvisioner,15166,6, 1
1424854302241,videoProvisioner,72182,8, 1
1424854307153,videoProvisioner,30485,4, 1
1424854317778,videoProvisioner,82541,8, 1
1424854321988,videoProvisioner,50500,7, 1
1424854324044,videoProvisioner,62912,8, 1
1424854329256,videoProvisioner,47410,8, 1
1424854335020,videoProvisioner,22102,2, 1
1424854335371,videoProvisioner,27631,2, 1
1424854351859,videoProvisioner,28584,3, 1
1424854367144,videoProvisioner,33513,3, 1
1424854375464,videoProvisioner,72904,9, 1
1424854378220,videoProvisioner,39412,2, 1
1424854378772,videoProvisioner,50320,6, 1
1424854397265,videoProvisioner,79169,9, 1
1424854397416,videoProvisioner,27539,3, 1
1424854401625,videoProvisioner,26570,8, 1
1424854404432,videoProvisioner,44911,8, 1
1424854408441,videoProvisioner,64454,4, 1
1424854414306,videoProvisioner,49607,9, 1
1424854419669,videoProvisioner,34258,5, 1
1424854421925,videoProvisioner,67581,2, 1
1424854437160,videoProvisioner,144957,9, 1
1424854445079,videoProvisioner,147697,9, 1
1424854447435,videoProvisioner,30663,8, 1
1424854448287,videoProvisioner,26192,10, 1
1424854448588,videoProvisioner,68354,2, 1
1424854456557,videoProvisioner,60790,7, 1
1424854460416,videoProvisioner,32997,7, 1
1424854485776,videoProvisioner,95186,7, 1
1424854490587,videoProvisioner,141422,2, 1
1424854492792,videoProvisioner,33427,9, 1
1424854496251,videoProvisioner,26238,10, 1
1424854498356,videoProvisioner,33667,4, 1
1424854504771,videoProvisioner,93323,2, 1
1424854505674,videoProvisioner,62282,5, 1
1424854508080,videoProvisioner,101956,7, 1
1424854508281,videoProvisioner,32944,9, 1
1424854511488,videoProvisioner,78744,5, 1
1424854527927,videoProvisioner,15322,2, 1
1424854530133,videoProvisioner,28176,3, 1
1424854530434,videoProvisioner,44448,10, 1
1424854530535,videoProvisioner,76494,5, 1
1424854533592,videoProvisioner,84875,5, 1
1424854538253,videoProvisioner,100185,9, 1
1424854539556,videoProvisioner,138611,5, 1
1424854542464,videoProvisioner,13885,5, 1
1424854543616,videoProvisioner,36335,6, 1
1424854550733,videoProvisioner,70071,2, 1
1424854556597,videoProvisioner,33342,6, 1
1424854558001,videoProvisioner,24097,11, 1
1424854572435,videoProvisioner,33206,7, 1
1424854578349,videoProvisioner,33796,6, 1
1424854579953,videoProvisioner,88644,7, 1
1424854584464,videoProvisioner,29262,5, 1
1424854589125,videoProvisioner,71195,11, 1
1424854591481,videoProvisioner,94848,9, 1
1424854594689,videoProvisioner,44812,6, 1
1424854600302,videoProvisioner,29127,7, 1
1424854605966,videoProvisioner,45439,10, 1
1424854623357,videoProvisioner,30884,6, 1
1424854631127,videoProvisioner,49303,4, 1
1424854633482,videoProvisioner,35685,5, 1
1424854634685,videoProvisioner,31562,2, 1
1424854637542,videoProvisioner,18447,3, 1
1424854641602,videoProvisioner,27831,3, 1
1424854642404,videoProvisioner,55256,4, 1
1424854649471,videoProvisioner,83620,6, 1
1424854656989,videoProvisioner,27244,9, 1
1424854661450,videoProvisioner,37030,7, 1
1424854663605,videoProvisioner,28537,10, 1
1424854666412,videoProvisioner,26018,2, 1
1424854677989,videoProvisioner,26947,4, 1
1424854694478,videoProvisioner,86031,11, 1
1424854695180,videoProvisioner,118680,4, 1
1424854700042,videoProvisioner,27702,2, 1
1424854704953,videoProvisioner,27289,5, 1
1424854714376,videoProvisioner,31388,4, 1
1424854717533,videoProvisioner,29220,6, 1
1424854719338,videoProvisioner,62971,7, 1
1424854729913,videoProvisioner,25626,11, 1
1424854736929,videoProvisioner,28302,6, 1
1424854738583,videoProvisioner,71568,8, 1
1424854745550,videoProvisioner,46589,6, 1
1424854747456,videoProvisioner,30149,2, 1
1424854755425,videoProvisioner,33777,2, 1
1424854758382,videoProvisioner,32394,4, 1
1424854766201,videoProvisioner,35873,3, 1
1424854767003,videoProvisioner,27994,4, 1
1424854777026,videoProvisioner,83389,7, 1
1424854779232,videoProvisioner,133515,7, 1
1424854780936,videoProvisioner,46268,9, 1
1424854789005,videoProvisioner,127314,7, 1
1424854795971,videoProvisioner,43942,2, 1
1424854808602,videoProvisioner,26191,6, 1
1424854811559,videoProvisioner,63870,9, 1
1424854811860,videoProvisioner,42470,8, 1
1424854812813,videoProvisioner,69464,9, 1
1424854817725,videoProvisioner,39655,7, 1
1424854821885,videoProvisioner,30794,6, 1
1424854822837,videoProvisioner,62127,10, 1
1424854823439,videoProvisioner,110472,9, 1
1424854830706,videoProvisioner,35275,7, 1
1424854840329,videoProvisioner,27537,6, 1
1424854845341,videoProvisioner,28209,2, 1
1424854846493,videoProvisioner,90123,2, 1
1424854851105,videoProvisioner,51333,3, 1
1424854854864,videoProvisioner,29051,4, 1
1424854858372,videoProvisioner,84642,8, 1
1424854859926,videoProvisioner,94876,3, 1
1424854866792,videoProvisioner,23618,4, 1
1424854877066,videoProvisioner,42573,11, 1
1424854885286,videoProvisioner,37773,8, 1
1424854886239,videoProvisioner,30045,9, 1
1424854893105,videoProvisioner,88993,11, 1
1424854893105,videoProvisioner,32571,7, 1
1424854896263,videoProvisioner,109512,3, 1
1424854899721,videoProvisioner,13146,9, 1
1424854906988,videoProvisioner,33434,6, 1
1424854908191,videoProvisioner,78038,5, 1
